time,dispx,force2x,nor_forc,nor_forc_z,strain_zx_interface,stres_xx_interface,stres_yy_interface,stres_zz_interface,stress_zx_interface,tang_forc_x
0,9.7599828239789e-07,0,198.74390004653,-198.74389995126,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746348688357
0.005,9.7599828239789e-07,0.5,198.74390004784,-198.74389995256,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746367456294
0.01,9.7599828239789e-07,1,198.74390004881,-198.74389995354,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746342574531
0.015,9.7599828239789e-07,1.5,198.74390004692,-198.74389995165,1.6335089599226e-15,-0.7862956338864,-0.78632430875544,-5.4833281484703,5.227228643761e-09,0.00027746358273883
0.02,1.0538826273624e-05,2,198.74839698751,-198.74839689219,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353444435
0.025,1.0538826273624e-05,2.5,198.74839698585,-198.74839689053,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353444415
0.03,1.0538826273624e-05,3,198.74839698624,-198.74839689092,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353446148
0.035,1.0538826273624e-05,3.5,198.74839698572,-198.7483968904,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353445659
0.04,1.0538826273624e-05,4,198.74839698507,-198.74839688975,1.4794211742412e-08,-0.78644170181319,-0.7864367900626,-5.4835401831168,0.04734147757572,1.9526353443864
0.045,2.6113355656079e-05,4.5,198.7482945522,-198.74829445662,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.94394505498
0.05,2.6113355656079e-05,5,198.74829457532,-198.74829447974,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550065
0.055,2.6113355656079e-05,5.5,198.74829457278,-198.74829447719,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450549535
0.06,2.6113355656079e-05,6,198.74829457317,-198.74829447759,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550697
0.065,2.6113355656079e-05,6.5,198.74829457265,-198.74829447706,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450549575
0.07,2.6113355656079e-05,7,198.7482945731,-198.74829447752,3.7900138760311e-08,-0.78643185430725,-0.7864618187621,-5.4835480234425,0.12128044403299,4.9439450550881
0.075,3.8166329618524e-05,7.5,198.74872748105,-198.74872738511,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382301159
0.08,3.8166329618524e-05,8,198.74872749645,-198.7487274005,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382301811
0.085,3.8166329618524e-05,8.5,198.7487274973,-198.74872740135,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382299201
0.09,3.8166329618524e-05,9,198.7487274986,-198.74872740266,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382300751
0.095,3.8166329618524e-05,9.5,198.74872749671,-198.74872740076,5.7230797125871e-08,-0.78636919668561,-0.78639414849229,-5.483513276813,0.18313855080279,7.5320382300913
0.1,5.5487989137153e-05,10,198.74734060032,-198.74734050359,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.77539852832
0.105,5.5487989137153e-05,10.5,198.74734065405,-198.74734055732,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528157
0.11,5.5487989137153e-05,11,198.74734065255,-198.74734055582,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528436
0.115,5.5487989137153e-05,11.5,198.74734065522,-198.74734055849,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528218
0.12,5.5487989137153e-05,12,198.74734065457,-198.74734055784,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528375
0.125,5.5487989137153e-05,12.5,198.74734065379,-198.74734055706,8.245927050204e-08,-0.78645572556972,-0.78649069857515,-5.4835948865639,0.26386966560653,10.775398528202
0.13,7.0089161799288e-05,13,198.74806054623,-198.74806044862,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105736
0.135,7.0089161799288e-05,13.5,198.74806059278,-198.74806049516,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106097
0.14,7.0089161799288e-05,14,198.74806059278,-198.74806049516,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106014
0.145,7.0089161799288e-05,14.5,198.74806059095,-198.74806049334,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555106024
0.15,7.0089161799288e-05,15,198.74806059167,-198.74806049405,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105948
0.155,7.0089161799288e-05,15.5,198.7480605933,-198.74806049569,1.0504916109175e-07,-0.78638894151402,-0.78643944584996,-5.4835388167112,0.33615731549359,13.752555105963
0.16,7.9161839400454e-05,16,198.74796531829,-198.74796522003,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065974
0.165,7.9161839400454e-05,16.5,198.74796531801,-198.74796521976,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065956
0.17,7.9161839400454e-05,17,198.74796531827,-198.74796522002,1.2060295775986e-07,-0.78634568359929,-0.78639560378176,-5.483484530214,0.38592946483154,15.890023065939
0.175,9.2189325277316e-05,17.5,198.74913461174,-198.74913451239,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661979
0.18,9.2189325277316e-05,18,198.74913468741,-198.74913458806,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661857
0.185,9.2189325277316e-05,18.5,198.74913468904,-198.74913458969,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661865
0.19,9.2189325277316e-05,19,198.74913468813,-198.74913458878,1.3902596262734e-07,-0.78643590672932,-0.78649532591805,-5.4836392901304,0.44488308040749,18.227952661897
0.195,0.00010423160759993,19.5,198.74897712513,-198.74897702462,1.5704565601476e-07,-0.78640558541842,-0.78647867577559,-5.4835992707967,0.50254609924722,20.566188146948
0.2,9.3170680621289e-05,20,198.749353984,-198.7493538846,1.4359076667853e-07,-0.78642115404189,-0.78649597120762,-5.4836459623727,0.45949045337131,19.006550750967
0.205,0.00010733135814501,20.5,198.74750026618,-198.74750016536,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972764
0.21,0.00010733135814501,21,198.74750040441,-198.74750030359,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972964
0.215,0.00010733135814501,21.5,198.74750040526,-198.74750030444,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972854
0.22,0.00010733135814501,22,198.74750040598,-198.74750030516,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972909
0.225,0.00010733135814501,22.5,198.74750040467,-198.74750030386,1.6239881885544e-07,-0.78643026159588,-0.78648609589795,-5.4836393504236,0.51967622033741,21.299476972819
0.23,0.00011792246684967,23,198.74827008336,-198.7482699814,1.786189446917e-07,-0.78637332543732,-0.78645285053193,-5.4835595271471,0.57158062301345,23.46238726098
0.235,0.00011260724270971,23.5,198.74886153019,-198.74886142885,1.7346637100965e-07,-0.78638295916121,-0.78646500264337,-5.4835986471283,0.5550923872309,22.906282571342
0.24,0.00012411778319073,24,198.74780374359,-198.7478036409,1.8774925413568e-07,-0.78638839953904,-0.78644877800879,-5.483606572493,0.60079761323417,24.64413686736
0.245,0.00011745492715457,24.5,198.7482264812,-198.74822637932,1.8095376757536e-07,-0.78638120360793,-0.78647404894673,-5.4835948582657,0.57905205624115,23.894556674953
0.25,0.00012796166553888,25,198.74806105273,-198.74806094957,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477217
0.255,0.00012796166553888,25.5,198.74806120318,-198.74806110002,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557476987
0.26,0.00012796166553888,26,198.74806120148,-198.74806109832,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477217
0.265,0.00012796166553888,26.5,198.74806120213,-198.74806109897,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477101
0.27,0.00012796166553888,27,198.74806120194,-198.74806109878,1.9401694122759e-07,-0.78635511912504,-0.78645895467973,-5.4835790985038,0.6208542119283,25.484557477069
0.275,0.00013863920419632,27.5,198.74875007537,-198.74874997086,2.1151183379735e-07,-0.78635854962671,-0.78645729281982,-5.4835751480232,0.67683786815151,27.823143705298
0.28,0.00013681220407604,28,198.74833242152,-198.74833231721,2.0958238401011e-07,-0.78635525804718,-0.78645281363522,-5.483566544297,0.67066362883235,27.621194539666
0.285,0.00014406635535306,28.5,198.74928299865,-198.74928289341,2.1964531062257e-07,-0.78641786322165,-0.78652517019324,-5.4836483312279,0.70286499399224,28.887160250168
0.29,0.0001419084732199,29,198.74814698705,-198.74814688204,2.1742939762024e-07,-0.78635995025766,-0.78646126750934,-5.4835772168058,0.69577407238476,28.651565120739
0.295,0.00014820656074318,29.5,198.74855985106,-198.74855974522,2.2622553256462e-07,-0.78638770075557,-0.78648710619197,-5.4835998212482,0.7239217042068,29.765118023139
0.3,0.00014816928344632,30,198.74835914669,-198.7483590408,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856451
0.305,0.00014816928344632,30.5,198.74835916671,-198.74835906082,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856465
0.31,0.00014816928344632,31,198.74835916684,-198.74835906095,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856284
0.315,0.00014816928344632,31.5,198.74835916573,-198.74835905985,2.2667702726282e-07,-0.78635267636419,-0.78645643704321,-5.4835734478926,0.72536648724101,29.851227856423
0.32,0.00016077593029586,32,198.74859332064,-198.74859321288,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920438
0.325,0.00016077593029586,32.5,198.74859341958,-198.74859331182,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920383
0.33,0.00016077593029586,33,198.74859341847,-198.74859331071,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920748
0.335,0.00016077593029586,33.5,198.74859341755,-198.74859330979,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920411
0.34,0.00016077593029586,34,198.74859341879,-198.74859331103,2.4522643227423e-07,-0.78639066063503,-0.78650856496247,-5.4836051766986,0.78472458327755,32.254752920411
0.345,0.00016932396651653,34.5,198.74811985659,-198.74811974745,2.5991519526611e-07,-0.78633168216532,-0.78646358369238,-5.4835674201747,0.83172862485156,34.2461923631
0.35,0.00017589886653571,35,198.74887125753,-198.74887114733,2.6833415589287e-07,-0.78635111199854,-0.78646591702976,-5.4835904775732,0.85866929885718,35.297290555071
