sample_0,sample_1,sample_2
4.820940643403,19.52651593443,456.97759677619
5.5259204128181,27.216221137604,484.67293047767
4.512228953377,18.292899072219,452.66888361786
4.9703112542794,20.237056898304,544.77277290302
2.8615356460647,30.811019457664,430.31966168351
4.2999118474019,25.22778898305,509.08556752831
5.4914815731255,23.00207070586,415.21420629019
2.7677106547848,28.432016058393,390.42756724455
3.9786945967474,30.547477969226,328.24128182476
2.6346041862588,29.558695129332,420.55567077856
2.2608568825528,24.209024365866,503.88716581596
4.2020604447173,33.945571933316,515.37071193213
3.1482200953198,20.285686730059,573.71120140989
4.257541649555,22.526460604359,535.48527409132
3.8255252870555,28.384085377819,429.39990440367
3.6195774305888,28.220030832102,577.80802488781
3.5405727478134,28.841439282678,443.17970196222
2.359954024998,27.68417509831,466.16424060506
3.6415155878785,33.674527787957,582.77751883995
2.6660438375014,28.924890357546,608.89509759109
