time,dispx,nor_forc,nor_forc_z,strain_zx_interface,stres_xx_interface,stres_yy_interface,stres_zz_interface,stress_zx_interface,tang_forc_x
0.195,3.4210733916191e-06,198.75607932569,-198.75604051081,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137761952
0.2,3.4210733916191e-06,198.75607932566,-198.75604051078,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135560996
0.205,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136716868
0.21,3.4210733916191e-06,198.75607932587,-198.75604051099,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137233191
0.215,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136553926
0.22,3.4210733916191e-06,198.75607932566,-198.75604051078,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136540282
0.225,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136778305
0.23,3.4210733916191e-06,198.75607932579,-198.75604051091,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137289655
0.235,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135848754
0.24,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135168002
0.245,3.4210733916191e-06,198.75607932568,-198.7560405108,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.000417901369446
0.25,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137030759
0.255,3.4210733916191e-06,198.75607932572,-198.75604051084,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136884254
0.26,3.4210733916191e-06,198.75607932584,-198.75604051097,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136581896
0.265,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136718403
0.27,3.4210733916191e-06,198.75607932566,-198.75604051078,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136045844
0.275,3.4210733916191e-06,198.75607932557,-198.75604051069,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135964612
0.28,3.4210733916191e-06,198.7560793258,-198.75604051092,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136638492
0.285,3.4210733916191e-06,198.75607932586,-198.75604051098,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136821399
0.29,3.4210733916191e-06,198.75607932578,-198.7560405109,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136150055
0.295,3.4210733916191e-06,198.75607932569,-198.75604051081,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136618383
0.3,3.4210733916191e-06,198.75607932561,-198.75604051073,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136377154
0.305,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137699352
0.31,3.4210733916191e-06,198.75607932586,-198.75604051098,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137070882
0.315,3.4210733916191e-06,198.7560793257,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135904327
0.32,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135393888
0.325,3.4210733916191e-06,198.75607932558,-198.7560405107,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136123668
0.33,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136965292
0.335,3.4210733916191e-06,198.75607932584,-198.75604051097,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136661449
0.34,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136146752
0.345,3.4210733916191e-06,198.7560793257,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136782188
0.35,3.4210733916191e-06,198.75607932558,-198.7560405107,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136047462
0.355,3.4210733916191e-06,198.75607932576,-198.75604051088,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137373315
0.36,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137236644
0.365,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013639016
0.37,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136702158
0.375,3.4210733916191e-06,198.75607932562,-198.75604051074,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136291184
0.38,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135981026
0.385,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137151251
0.39,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136801292
0.395,3.4210733916191e-06,198.75607932569,-198.75604051081,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136783137
0.4,3.4210733916191e-06,198.75607932561,-198.75604051073,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135234826
0.405,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136717662
0.41,3.4210733916191e-06,198.75607932586,-198.75604051098,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137238457
0.415,3.4210733916191e-06,198.7560793257,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136555758
0.42,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013572278
0.425,3.4210733916191e-06,198.75607932562,-198.75604051074,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136454484
0.43,3.4210733916191e-06,198.75607932576,-198.75604051088,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137287337
0.435,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136006831
0.44,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136312828
0.445,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136943146
0.45,3.4210733916191e-06,198.75607932569,-198.75604051081,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136211148
0.455,3.4210733916191e-06,198.75607932569,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137048822
0.46,3.4210733916191e-06,198.75607932583,-198.75604051095,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013609126
0.465,3.4210733916191e-06,198.75607932574,-198.75604051086,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136717948
0.47,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137191641
0.475,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136129766
0.48,3.4210733916191e-06,198.75607932576,-198.75604051088,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135657943
0.485,3.4210733916191e-06,198.75607932588,-198.756040511,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136493594
0.49,3.4210733916191e-06,198.75607932574,-198.75604051086,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136310987
0.495,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136945385
0.5,3.4210733916191e-06,198.75607932568,-198.7560405108,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136538888
0.505,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137208153
0.51,3.4210733916191e-06,198.75607932581,-198.75604051093,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013739804
0.515,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135902886
0.52,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135886413
0.525,3.4210733916191e-06,198.75607932556,-198.75604051068,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136615685
0.53,3.4210733916191e-06,198.75607932581,-198.75604051093,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136963801
0.535,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136663966
0.54,3.4210733916191e-06,198.75607932579,-198.75604051091,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135984784
0.545,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137104827
0.55,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136703393
0.555,3.4210733916191e-06,198.75607932576,-198.75604051088,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137047781
0.56,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013609201
0.565,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135738429
0.57,3.4210733916191e-06,198.75607932574,-198.75604051086,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136050329
0.575,3.4210733916191e-06,198.75607932558,-198.7560405107,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136454714
0.58,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013729062
0.585,3.4210733916191e-06,198.75607932587,-198.75604051099,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136662331
0.59,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136309336
0.595,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136782366
0.6,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135557287
0.605,3.4210733916191e-06,198.75607932568,-198.7560405108,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137044298
0.61,3.4210733916191e-06,198.75607932591,-198.75604051103,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137071082
0.615,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136881834
0.62,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135561587
0.625,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135633676
0.63,3.4210733916191e-06,198.75607932576,-198.75604051088,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137616998
0.635,3.4210733916191e-06,198.75607932581,-198.75604051093,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137153477
0.64,3.4210733916191e-06,198.75607932578,-198.7560405109,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135496245
0.645,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136780068
0.65,3.4210733916191e-06,198.75607932566,-198.75604051078,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136702669
0.655,3.4210733916191e-06,198.75607932569,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013671772
0.66,3.4210733916191e-06,198.75607932581,-198.75604051093,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137070649
0.665,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136882877
0.67,3.4210733916191e-06,198.75607932573,-198.75604051085,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136208397
0.675,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135967015
0.68,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013565771
0.685,3.4210733916191e-06,198.75607932582,-198.75604051094,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137151224
0.69,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136966124
0.695,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136945402
0.7,3.4210733916191e-06,198.7560793256,-198.75604051072,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136052
0.705,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137042988
0.71,3.4210733916191e-06,198.75607932581,-198.75604051093,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136742861
0.715,3.4210733916191e-06,198.7560793257,-198.75604051082,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136394529
0.72,3.4210733916191e-06,198.75607932574,-198.75604051086,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136212494
0.725,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135798467
0.73,3.4210733916191e-06,198.75607932579,-198.75604051091,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136638445
0.735,3.4210733916191e-06,198.75607932579,-198.75604051091,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136008643
0.74,3.4210733916191e-06,198.75607932579,-198.75604051091,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136476214
0.745,3.4210733916191e-06,198.75607932566,-198.75604051078,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790137762177
0.75,3.4210733916191e-06,198.75607932564,-198.75604051076,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136047054
0.755,3.4210733916191e-06,198.75607932575,-198.75604051087,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136884165
0.76,3.4210733916191e-06,198.75607932588,-198.756040511,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.0004179013641801
0.765,3.4210733916191e-06,198.75607932571,-198.75604051083,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790135896846
0.77,3.4210733916191e-06,198.75607932568,-198.7560405108,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136375214
0.775,3.4210733916191e-06,198.75607932565,-198.75604051077,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136943687
0.78,3.4210733916191e-06,198.75607932577,-198.75604051089,-2.3262358153941e-13,0.7702377181763,0.77059402021079,-5.4842194964569,-7.4439546093566e-07,0.00041790136637079
