time,nominal_disp,corrected_disp
1.120,0.0001,-0.0053
1.125,0.0001,-0.0054
1.130,0.0001,-0.0054
1.135,0.0001,-0.0054
1.140,0.0001,-0.0055
1.145,0.0001,-0.0055
1.150,0.0001,-0.0056
1.155,0.0001,-0.0056
1.160,0.0001,-0.0057
1.165,0.0001,-0.0057
1.170,0.0001,-0.0058
1.175,0.0001,-0.0058
1.180,0.0001,-0.0058
1.185,0.0001,-0.0059
1.190,0.0001,-0.0059
1.195,0.0001,-0.0060
1.200,0.0002,-0.0060
1.205,0.0002,-0.0061
1.210,0.0002,-0.0061
1.215,0.0002,-0.0061
1.220,0.0002,-0.0062
1.225,0.0002,-0.0062
1.230,0.0002,-0.0063
1.235,0.0002,-0.0063
1.240,0.0002,-0.0064
1.245,0.0002,-0.0064
1.250,0.0002,-0.0065
1.255,0.0002,-0.0065
1.260,0.0002,-0.0066
1.265,0.0002,-0.0066
1.270,0.0002,-0.0067
1.275,0.0002,-0.0067
1.280,0.0002,-0.0068
1.285,0.0002,-0.0068
1.290,0.0002,-0.0069
1.295,0.0002,-0.0069
1.300,0.0002,-0.0070
1.305,0.0002,-0.0070
1.310,0.0002,-0.0071
1.315,0.0002,-0.0071
1.320,0.0002,-0.0072
1.325,0.0002,-0.0072
1.330,0.0002,-0.0073
1.335,0.0002,-0.0073
1.340,0.0002,-0.0074
1.345,0.0002,-0.0074
1.350,0.0002,-0.0075
1.355,0.0002,-0.0076
1.360,0.0002,-0.0076
1.365,0.0002,-0.0077
1.370,0.0002,-0.0077
1.375,0.0002,-0.0078
1.380,0.0002,-0.0078
1.385,0.0002,-0.0079
1.390,0.0002,-0.0080
1.395,0.0002,-0.0080
1.400,0.0002,-0.0081
1.405,0.0002,-0.0081
1.410,0.0002,-0.0082
1.415,0.0002,-0.0082
1.420,0.0002,-0.0083
1.425,0.0002,-0.0083
1.430,0.0002,-0.0084
1.435,0.0002,-0.0085
1.440,0.0002,-0.0085
1.445,0.0002,-0.0086
1.450,0.0002,-0.0086
1.455,0.0002,-0.0087
1.460,0.0002,-0.0088
1.465,0.0002,-0.0088
1.470,0.0002,-0.0089
1.475,0.0002,-0.0089
1.480,0.0002,-0.0090
1.485,0.0002,-0.0090
1.490,0.0002,-0.0091
1.495,0.0003,-0.0092
1.500,0.0003,-0.0092
1.505,0.0003,-0.0093
1.510,0.0003,-0.0093
1.515,0.0003,-0.0094
1.520,0.0003,-0.0094
1.525,0.0003,-0.0095
1.530,0.0003,-0.0096
1.535,0.0002,-0.0096
1.540,0.0002,-0.0097
1.545,0.0002,-0.0098
1.550,0.0002,-0.0098
1.555,0.0002,-0.0099
1.560,0.0002,-0.0100
1.565,0.0002,-0.0100
1.570,0.0002,-0.0101
1.575,0.0002,-0.0102
1.580,0.0002,-0.0102
1.585,0.0002,-0.0103
1.590,0.0002,-0.0104
1.595,0.0002,-0.0104
1.600,0.0002,-0.0105
1.605,0.0002,-0.0105
1.610,0.0002,-0.0106
1.615,0.0002,-0.0107
1.620,0.0002,-0.0107
1.625,0.0002,-0.0108
1.630,0.0002,-0.0109
1.635,0.0002,-0.0109
1.640,0.0002,-0.0110
1.645,0.0002,-0.0111
1.650,0.0002,-0.0111
1.655,0.0002,-0.0112
1.660,0.0002,-0.0113
1.665,0.0002,-0.0113
1.670,0.0002,-0.0114
1.675,0.0002,-0.0114
1.680,0.0002,-0.0115
1.685,0.0002,-0.0116
1.690,0.0002,-0.0116
1.695,0.0002,-0.0117
1.700,0.0002,-0.0118
1.705,0.0002,-0.0118
1.710,0.0002,-0.0119
1.715,0.0002,-0.0120
1.720,0.0002,-0.0120
1.725,0.0002,-0.0121
1.730,0.0002,-0.0122
1.735,0.0002,-0.0123
1.740,0.0002,-0.0123
1.745,0.0002,-0.0124
1.750,0.0002,-0.0125
1.755,0.0002,-0.0125
1.760,0.0002,-0.0126
1.765,0.0002,-0.0127
1.770,0.0002,-0.0128
1.775,0.0002,-0.0128
1.780,0.0002,-0.0129
1.785,0.0002,-0.0130
1.790,0.0002,-0.0131
1.795,0.0002,-0.0131
1.800,0.0002,-0.0132
1.805,0.0002,-0.0133
1.810,0.0002,-0.0134
1.815,0.0002,-0.0134
1.820,0.0002,-0.0135
1.825,0.0002,-0.0136
1.830,0.0001,-0.0137
1.835,0.0001,-0.0137
1.840,0.0001,-0.0138
1.845,0.0001,-0.0139
1.850,0.0001,-0.0140
1.855,0.0001,-0.0141
1.860,0.0001,-0.0141
1.865,0.0001,-0.0142
1.870,0.0001,-0.0143
1.875,0.0001,-0.0144
1.880,0.0001,-0.0144
1.885,0.0001,-0.0145
1.890,0.0001,-0.0146
1.895,0.0001,-0.0146
1.900,0.0001,-0.0147
1.905,0.0001,-0.0148
1.910,0.0001,-0.0149
1.915,0.0001,-0.0150
1.920,0.0001,-0.0150
1.925,0.0001,-0.0151
1.930,0.0001,-0.0152
1.935,0.0001,-0.0153
1.940,0.0001,-0.0154
1.945,0.0001,-0.0154
1.950,0.0001,-0.0155
1.955,0.0001,-0.0156
1.960,0.0001,-0.0157
1.965,0.0001,-0.0158
1.970,0.0001,-0.0158
1.975,0.0001,-0.0159
1.980,0.0000,-0.0160
1.985,0.0000,-0.0161
1.990,0.0000,-0.0161
1.995,0.0000,-0.0162
2.000,0.0000,-0.0163
2.005,0.0000,-0.0164
2.010,0.0000,-0.0165
2.015,0.0000,-0.0166
2.020,0.0000,-0.0166
2.025,0.0000,-0.0167
2.030,0.0000,-0.0168
2.035,0.0000,-0.0169
2.040,0.0000,-0.0170
2.045,0.0000,-0.0170
2.050,0.0000,-0.0171
2.055,0.0000,-0.0172
2.060,0.0000,-0.0173
2.065,0.0000,-0.0174
2.070,0.0000,-0.0174
2.075,0.0000,-0.0175
2.080,0.0000,-0.0176
2.085,0.0000,-0.0177
2.090,0.0000,-0.0178
2.095,0.0000,-0.0178
2.100,0.0000,-0.0179
2.105,0.0000,-0.0180
2.110,0.0000,-0.0181
2.115,0.0000,-0.0182
2.120,0.0000,-0.0182
2.125,0.0000,-0.0183
2.130,0.0000,-0.0184
2.135,0.0000,-0.0185
2.140,0.0000,-0.0186
2.145,0.0000,-0.0187
2.150,0.0000,-0.0188
2.155,0.0000,-0.0188
2.160,0.0000,-0.0189
2.165,-0.0001,-0.0190
2.170,-0.0001,-0.0191
2.175,-0.0001,-0.0192
2.180,-0.0001,-0.0193
2.185,-0.0001,-0.0194
2.190,-0.0001,-0.0195
2.195,-0.0001,-0.0196
2.200,-0.0001,-0.0197
2.205,-0.0001,-0.0197
2.210,-0.0001,-0.0198
2.215,-0.0001,-0.0199
2.220,-0.0001,-0.0200
2.225,-0.0001,-0.0201
2.230,-0.0002,-0.0202
2.235,-0.0002,-0.0203
2.240,-0.0002,-0.0204
2.245,-0.0002,-0.0205
2.250,-0.0002,-0.0206
2.255,-0.0002,-0.0207
2.260,-0.0002,-0.0208
2.265,-0.0002,-0.0209
2.270,-0.0002,-0.0210
2.275,-0.0002,-0.0211
2.280,-0.0003,-0.0212
2.285,-0.0003,-0.0212
2.290,-0.0003,-0.0213
2.295,-0.0003,-0.0214
2.300,-0.0003,-0.0215
2.305,-0.0003,-0.0216
2.310,-0.0003,-0.0217
2.315,-0.0003,-0.0218
2.320,-0.0003,-0.0219
2.325,-0.0003,-0.0220
2.330,-0.0003,-0.0221
2.335,-0.0004,-0.0222
2.340,-0.0004,-0.0223
2.345,-0.0004,-0.0224
2.350,-0.0004,-0.0225
2.355,-0.0004,-0.0226
2.360,-0.0004,-0.0227
2.365,-0.0004,-0.0228
2.370,-0.0004,-0.0229
2.375,-0.0004,-0.0230
2.380,-0.0004,-0.0230
2.385,-0.0004,-0.0231
2.390,-0.0004,-0.0232
2.395,-0.0004,-0.0233
2.400,-0.0004,-0.0234
2.405,-0.0004,-0.0235
2.410,-0.0004,-0.0236
2.415,-0.0004,-0.0236
2.420,-0.0004,-0.0237
2.425,-0.0004,-0.0238
2.430,-0.0004,-0.0239
2.435,-0.0004,-0.0240
2.440,-0.0004,-0.0241
2.445,-0.0004,-0.0242
2.450,-0.0004,-0.0243
2.455,-0.0004,-0.0243
2.460,-0.0004,-0.0244
2.465,-0.0004,-0.0245
2.470,-0.0004,-0.0246
2.475,-0.0004,-0.0247
2.480,-0.0004,-0.0248
2.485,-0.0004,-0.0249
2.490,-0.0004,-0.0250
2.495,-0.0004,-0.0251
2.500,-0.0004,-0.0252
2.505,-0.0004,-0.0253
2.510,-0.0004,-0.0254
2.515,-0.0004,-0.0255
2.520,-0.0004,-0.0256
2.525,-0.0004,-0.0256
2.530,-0.0004,-0.0257
2.535,-0.0004,-0.0258
2.540,-0.0004,-0.0259
2.545,-0.0004,-0.0260
2.550,-0.0004,-0.0261
2.555,-0.0004,-0.0262
2.560,-0.0004,-0.0263
2.565,-0.0004,-0.0264
2.570,-0.0004,-0.0265
2.575,-0.0004,-0.0266
2.580,-0.0004,-0.0267
2.585,-0.0004,-0.0268
2.590,-0.0004,-0.0269
2.595,-0.0005,-0.0270
2.600,-0.0005,-0.0271
2.605,-0.0005,-0.0272
2.610,-0.0005,-0.0273
2.615,-0.0005,-0.0274
2.620,-0.0005,-0.0275
2.625,-0.0005,-0.0276
2.630,-0.0005,-0.0277
2.635,-0.0005,-0.0278
2.640,-0.0005,-0.0279
2.645,-0.0005,-0.0280
2.650,-0.0005,-0.0281
2.655,-0.0005,-0.0282
2.660,-0.0005,-0.0283
2.665,-0.0005,-0.0284
2.670,-0.0005,-0.0285
2.675,-0.0005,-0.0286
2.680,-0.0006,-0.0287
2.685,-0.0006,-0.0288
2.690,-0.0006,-0.0289
2.695,-0.0006,-0.0290
2.700,-0.0006,-0.0292
2.705,-0.0006,-0.0293
2.710,-0.0006,-0.0294
2.715,-0.0006,-0.0295
2.720,-0.0006,-0.0296
2.725,-0.0006,-0.0297
2.730,-0.0006,-0.0298
2.735,-0.0006,-0.0299
2.740,-0.0006,-0.0300
2.745,-0.0006,-0.0301
2.750,-0.0006,-0.0302
2.755,-0.0006,-0.0303
2.760,-0.0006,-0.0304
2.765,-0.0006,-0.0305
2.770,-0.0007,-0.0306
2.775,-0.0007,-0.0307
2.780,-0.0007,-0.0308
2.785,-0.0007,-0.0309
2.790,-0.0007,-0.0310
2.795,-0.0007,-0.0311
2.800,-0.0007,-0.0313
2.805,-0.0007,-0.0314
2.810,-0.0007,-0.0315
2.815,-0.0007,-0.0316
2.820,-0.0007,-0.0317
2.825,-0.0007,-0.0318
2.830,-0.0008,-0.0319
2.835,-0.0008,-0.0320
2.840,-0.0008,-0.0321
2.845,-0.0008,-0.0322
2.850,-0.0008,-0.0323
2.855,-0.0008,-0.0325
2.860,-0.0008,-0.0326
2.865,-0.0008,-0.0327
2.870,-0.0008,-0.0328
2.875,-0.0008,-0.0329
2.880,-0.0008,-0.0330
2.885,-0.0008,-0.0331
2.890,-0.0008,-0.0332
2.895,-0.0008,-0.0333
2.900,-0.0008,-0.0334
2.905,-0.0008,-0.0335
2.910,-0.0008,-0.0336
2.915,-0.0008,-0.0337
2.920,-0.0008,-0.0338
2.925,-0.0008,-0.0339
2.930,-0.0008,-0.0340
2.935,-0.0008,-0.0341
2.940,-0.0008,-0.0342
2.945,-0.0008,-0.0343
2.950,-0.0008,-0.0345
2.955,-0.0008,-0.0346
2.960,-0.0008,-0.0347
2.965,-0.0009,-0.0348
2.970,-0.0009,-0.0349
2.975,-0.0009,-0.0350
2.980,-0.0009,-0.0351
2.985,-0.0009,-0.0352
2.990,-0.0009,-0.0353
2.995,-0.0009,-0.0354
3.000,-0.0009,-0.0355
3.005,-0.0009,-0.0357
3.010,-0.0009,-0.0358
3.015,-0.0009,-0.0359
3.020,-0.0009,-0.0360
3.025,-0.0009,-0.0361
3.030,-0.0009,-0.0362
3.035,-0.0009,-0.0363
3.040,-0.0010,-0.0365
3.045,-0.0010,-0.0366
3.050,-0.0010,-0.0367
3.055,-0.0010,-0.0368
3.060,-0.0010,-0.0369
3.065,-0.0010,-0.0370
3.070,-0.0010,-0.0372
3.075,-0.0010,-0.0373
3.080,-0.0010,-0.0374
3.085,-0.0010,-0.0375
3.090,-0.0011,-0.0376
3.095,-0.0011,-0.0377
3.100,-0.0011,-0.0379
3.105,-0.0011,-0.0380
3.110,-0.0011,-0.0381
3.115,-0.0011,-0.0382
3.120,-0.0011,-0.0383
3.125,-0.0011,-0.0384
3.130,-0.0011,-0.0385
3.135,-0.0011,-0.0386
3.140,-0.0011,-0.0387
3.145,-0.0011,-0.0389
3.150,-0.0011,-0.0390
3.155,-0.0011,-0.0391
3.160,-0.0011,-0.0392
3.165,-0.0011,-0.0393
3.170,-0.0011,-0.0394
3.175,-0.0011,-0.0395
3.180,-0.0011,-0.0396
3.185,-0.0011,-0.0397
3.190,-0.0011,-0.0399
3.195,-0.0011,-0.0400
3.200,-0.0011,-0.0401
3.205,-0.0011,-0.0402
3.210,-0.0011,-0.0403
3.215,-0.0011,-0.0404
3.220,-0.0011,-0.0405
3.225,-0.0011,-0.0406
3.230,-0.0011,-0.0408
3.235,-0.0011,-0.0409
3.240,-0.0011,-0.0410
3.245,-0.0011,-0.0411
3.250,-0.0011,-0.0412
3.255,-0.0011,-0.0413
3.260,-0.0012,-0.0414
3.265,-0.0012,-0.0416
3.270,-0.0012,-0.0417
3.275,-0.0012,-0.0418
3.280,-0.0012,-0.0419
3.285,-0.0012,-0.0420
3.290,-0.0012,-0.0421
3.295,-0.0012,-0.0423
3.300,-0.0012,-0.0424
3.305,-0.0012,-0.0425
3.310,-0.0012,-0.0426
3.315,-0.0012,-0.0427
3.320,-0.0012,-0.0429
3.325,-0.0012,-0.0430
3.330,-0.0012,-0.0431
3.335,-0.0012,-0.0432
3.340,-0.0012,-0.0433
3.345,-0.0013,-0.0435
3.350,-0.0013,-0.0436
3.355,-0.0013,-0.0437
3.360,-0.0013,-0.0438
3.365,-0.0013,-0.0439
3.370,-0.0013,-0.0441
3.375,-0.0013,-0.0442
3.380,-0.0013,-0.0443
3.385,-0.0013,-0.0444
3.390,-0.0013,-0.0445
3.395,-0.0013,-0.0447
3.400,-0.0013,-0.0448
3.405,-0.0013,-0.0449
3.410,-0.0014,-0.0450
3.415,-0.0014,-0.0452
3.420,-0.0014,-0.0453
3.425,-0.0014,-0.0454
3.430,-0.0014,-0.0455
3.435,-0.0014,-0.0456
3.440,-0.0014,-0.0458
3.445,-0.0014,-0.0459
3.450,-0.0014,-0.0460
3.455,-0.0014,-0.0461
3.460,-0.0014,-0.0463
3.465,-0.0014,-0.0464
3.470,-0.0014,-0.0465
3.475,-0.0014,-0.0466
3.480,-0.0014,-0.0467
3.485,-0.0015,-0.0469
3.490,-0.0015,-0.0470
3.495,-0.0015,-0.0471
3.500,-0.0015,-0.0472
3.505,-0.0015,-0.0474
3.510,-0.0015,-0.0475
3.515,-0.0015,-0.0476
3.520,-0.0015,-0.0477
3.525,-0.0015,-0.0479
3.530,-0.0015,-0.0480
3.535,-0.0015,-0.0481
3.540,-0.0015,-0.0482
3.545,-0.0015,-0.0484
3.550,-0.0015,-0.0485
3.555,-0.0015,-0.0486
3.560,-0.0015,-0.0487
3.565,-0.0015,-0.0488
3.570,-0.0016,-0.0490
3.575,-0.0016,-0.0491
3.580,-0.0016,-0.0492
3.585,-0.0016,-0.0493
3.590,-0.0016,-0.0495
3.595,-0.0016,-0.0496
3.600,-0.0016,-0.0497
3.605,-0.0016,-0.0499
3.610,-0.0016,-0.0500
3.615,-0.0016,-0.0501
3.620,-0.0016,-0.0502
3.625,-0.0016,-0.0504
3.630,-0.0016,-0.0505
3.635,-0.0017,-0.0506
3.640,-0.0017,-0.0507
3.645,-0.0017,-0.0509
3.650,-0.0017,-0.0510
3.655,-0.0017,-0.0511
3.660,-0.0017,-0.0513
3.665,-0.0017,-0.0514
3.670,-0.0017,-0.0515
3.675,-0.0017,-0.0516
3.680,-0.0017,-0.0518
3.685,-0.0017,-0.0519
3.690,-0.0017,-0.0520
3.695,-0.0017,-0.0521
3.700,-0.0017,-0.0523
3.705,-0.0018,-0.0524
3.710,-0.0018,-0.0525
3.715,-0.0018,-0.0527
3.720,-0.0018,-0.0528
3.725,-0.0018,-0.0529
3.730,-0.0018,-0.0530
3.735,-0.0018,-0.0532
3.740,-0.0018,-0.0533
3.745,-0.0018,-0.0534
3.750,-0.0018,-0.0536
3.755,-0.0018,-0.0537
3.760,-0.0018,-0.0538
3.765,-0.0018,-0.0539
3.770,-0.0018,-0.0541
3.775,-0.0018,-0.0542
3.780,-0.0018,-0.0543
3.785,-0.0019,-0.0545
3.790,-0.0019,-0.0546
3.795,-0.0019,-0.0547
3.800,-0.0019,-0.0549
3.805,-0.0019,-0.0550
3.810,-0.0019,-0.0551
3.815,-0.0019,-0.0553
3.820,-0.0019,-0.0554
3.825,-0.0019,-0.0555
3.830,-0.0019,-0.0557
3.835,-0.0020,-0.0558
3.840,-0.0020,-0.0559
3.845,-0.0020,-0.0561
3.850,-0.0020,-0.0562
3.855,-0.0020,-0.0563
3.860,-0.0020,-0.0565
3.865,-0.0020,-0.0566
3.870,-0.0020,-0.0567
3.875,-0.0020,-0.0569
3.880,-0.0020,-0.0570
3.885,-0.0021,-0.0571
3.890,-0.0021,-0.0573
3.895,-0.0021,-0.0574
3.900,-0.0021,-0.0575
3.905,-0.0021,-0.0577
3.910,-0.0021,-0.0578
3.915,-0.0021,-0.0579
3.920,-0.0021,-0.0581
3.925,-0.0021,-0.0582
3.930,-0.0021,-0.0583
3.935,-0.0021,-0.0585
3.940,-0.0021,-0.0586
3.945,-0.0021,-0.0587
3.950,-0.0021,-0.0589
3.955,-0.0021,-0.0590
3.960,-0.0021,-0.0591
3.965,-0.0021,-0.0592
3.970,-0.0021,-0.0594
3.975,-0.0021,-0.0595
3.980,-0.0021,-0.0596
3.985,-0.0021,-0.0597
3.990,-0.0021,-0.0599
3.995,-0.0022,-0.0600
4.000,-0.0022,-0.0601
4.005,-0.0022,-0.0603
4.010,-0.0022,-0.0604
4.015,-0.0022,-0.0605
4.020,-0.0022,-0.0607
4.025,-0.0022,-0.0608
4.030,-0.0022,-0.0609
4.035,-0.0022,-0.0610
4.040,-0.0022,-0.0612
4.045,-0.0022,-0.0613
4.050,-0.0022,-0.0614
4.055,-0.0022,-0.0616
4.060,-0.0022,-0.0617
4.065,-0.0022,-0.0618
4.070,-0.0022,-0.0620
4.075,-0.0022,-0.0621
4.080,-0.0022,-0.0623
4.085,-0.0022,-0.0624
4.090,-0.0022,-0.0625
4.095,-0.0023,-0.0627
4.100,-0.0023,-0.0628
4.105,-0.0023,-0.0629
4.110,-0.0023,-0.0631
4.115,-0.0023,-0.0632
4.120,-0.0023,-0.0633
4.125,-0.0023,-0.0635
4.130,-0.0023,-0.0636
4.135,-0.0023,-0.0638
4.140,-0.0023,-0.0639
4.145,-0.0023,-0.0640
4.150,-0.0023,-0.0642
4.155,-0.0023,-0.0643
4.160,-0.0023,-0.0644
4.165,-0.0023,-0.0646
4.170,-0.0024,-0.0647
4.175,-0.0024,-0.0648
4.180,-0.0024,-0.0650
4.185,-0.0024,-0.0651
4.190,-0.0024,-0.0653
4.195,-0.0024,-0.0654
4.200,-0.0024,-0.0655
4.205,-0.0024,-0.0657
4.210,-0.0024,-0.0658
4.215,-0.0024,-0.0660
4.220,-0.0024,-0.0661
4.225,-0.0024,-0.0662
4.230,-0.0024,-0.0664
4.235,-0.0025,-0.0665
4.240,-0.0025,-0.0667
4.245,-0.0025,-0.0668
4.250,-0.0025,-0.0669
4.255,-0.0025,-0.0671
4.260,-0.0025,-0.0672
4.265,-0.0025,-0.0674
4.270,-0.0025,-0.0675
4.275,-0.0026,-0.0677
4.280,-0.0026,-0.0678
4.285,-0.0026,-0.0679
4.290,-0.0026,-0.0681
4.295,-0.0026,-0.0682
4.300,-0.0026,-0.0684
4.305,-0.0026,-0.0685
4.310,-0.0026,-0.0687
4.315,-0.0026,-0.0688
4.320,-0.0026,-0.0689
4.325,-0.0026,-0.0691
4.330,-0.0026,-0.0692
4.335,-0.0027,-0.0694
4.340,-0.0027,-0.0695
4.345,-0.0027,-0.0696
4.350,-0.0027,-0.0698
4.355,-0.0027,-0.0699
4.360,-0.0027,-0.0701
4.365,-0.0027,-0.0702
4.370,-0.0027,-0.0703
4.375,-0.0027,-0.0705
4.380,-0.0027,-0.0706
4.385,-0.0027,-0.0708
4.390,-0.0027,-0.0709
4.395,-0.0027,-0.0711
4.400,-0.0028,-0.0712
4.405,-0.0028,-0.0713
4.410,-0.0028,-0.0715
4.415,-0.0028,-0.0716
4.420,-0.0028,-0.0718
4.425,-0.0028,-0.0719
4.430,-0.0028,-0.0721
4.435,-0.0028,-0.0722
4.440,-0.0028,-0.0723
4.445,-0.0028,-0.0725
4.450,-0.0028,-0.0726
4.455,-0.0029,-0.0728
4.460,-0.0029,-0.0729
4.465,-0.0029,-0.0731
4.470,-0.0029,-0.0732
4.475,-0.0029,-0.0734
4.480,-0.0029,-0.0735
4.485,-0.0029,-0.0737
4.490,-0.0029,-0.0738
4.495,-0.0030,-0.0740
4.500,-0.0030,-0.0741
4.505,-0.0030,-0.0743
