time,nominal_disp,corrected_disp
89.035,262.7378,-18.4779
89.040,262.7332,-18.4790
89.045,262.7285,-18.4802
89.050,262.7238,-18.4814
89.055,262.7192,-18.4826
89.060,262.7146,-18.4836
89.065,262.7102,-18.4845
89.070,262.7060,-18.4852
89.075,262.7017,-18.4860
89.080,262.6974,-18.4868
89.085,262.6929,-18.4877
89.090,262.6883,-18.4888
89.095,262.6836,-18.4900
89.100,262.6787,-18.4914
89.105,262.6737,-18.4928
89.110,262.6687,-18.4943
89.115,262.6638,-18.4957
89.120,262.6591,-18.4968
89.125,262.6548,-18.4977
89.130,262.6508,-18.4981
89.135,262.6472,-18.4981
89.140,262.6441,-18.4977
89.145,262.6414,-18.4968
89.150,262.6391,-18.4956
89.155,262.6368,-18.4944
89.160,262.6344,-18.4931
89.165,262.6319,-18.4921
89.170,262.6292,-18.4913
89.175,262.6262,-18.4907
89.180,262.6230,-18.4903
89.185,262.6198,-18.4899
89.190,262.6168,-18.4894
89.195,262.6140,-18.4886
89.200,262.6117,-18.4873
89.205,262.6098,-18.4857
89.210,262.6082,-18.4836
89.215,262.6069,-18.4813
89.220,262.6057,-18.4790
89.225,262.6043,-18.4768
89.230,262.6028,-18.4747
89.235,262.6009,-18.4730
89.240,262.5989,-18.4714
89.245,262.5967,-18.4700
89.250,262.5944,-18.4687
89.255,262.5921,-18.4674
89.260,262.5900,-18.4659
89.265,262.5880,-18.4643
89.270,262.5862,-18.4624
89.275,262.5845,-18.4605
89.280,262.5829,-18.4585
89.285,262.5812,-18.4566
89.290,262.5795,-18.4547
89.295,262.5776,-18.4529
89.300,262.5756,-18.4512
89.305,262.5736,-18.4496
89.310,262.5717,-18.4479
89.315,262.5698,-18.4462
89.320,262.5680,-18.4443
89.325,262.5664,-18.4423
89.330,262.5649,-18.4401
89.335,262.5635,-18.4379
89.340,262.5620,-18.4357
89.345,262.5605,-18.4336
89.350,262.5588,-18.4317
89.355,262.5568,-18.4299
89.360,262.5547,-18.4284
89.365,262.5524,-18.4270
89.370,262.5500,-18.4258
89.375,262.5474,-18.4247
89.380,262.5449,-18.4235
89.385,262.5425,-18.4222
89.390,262.5404,-18.4206
89.395,262.5387,-18.4187
89.400,262.5374,-18.4163
89.405,262.5364,-18.4136
89.410,262.5357,-18.4106
89.415,262.5353,-18.4073
89.420,262.5349,-18.4040
89.425,262.5346,-18.4007
89.430,262.5342,-18.3973
89.435,262.5337,-18.3941
89.440,262.5333,-18.3908
89.445,262.5328,-18.3876
89.450,262.5324,-18.3843
89.455,262.5319,-18.3811
89.460,262.5314,-18.3778
89.465,262.5309,-18.3746
89.470,262.5304,-18.3714
89.475,262.5298,-18.3683
89.480,262.5291,-18.3652
89.485,262.5284,-18.3622
89.490,262.5277,-18.3592
89.495,262.5269,-18.3562
89.500,262.5262,-18.3532
89.505,262.5255,-18.3502
89.510,262.5248,-18.3472
89.515,262.5241,-18.3441
89.520,262.5236,-18.3409
89.525,262.5231,-18.3376
89.530,262.5226,-18.3343
89.535,262.5222,-18.3310
89.540,262.5217,-18.3277
89.545,262.5212,-18.3245
89.550,262.5206,-18.3213
89.555,262.5198,-18.3183
89.560,262.5188,-18.3155
89.565,262.5177,-18.3129
89.570,262.5165,-18.3104
89.575,262.5152,-18.3078
89.580,262.5140,-18.3053
89.585,262.5130,-18.3025
89.590,262.5123,-18.2994
89.595,262.5120,-18.2959
89.600,262.5121,-18.2920
89.605,262.5125,-18.2878
89.610,262.5132,-18.2833
89.615,262.5140,-18.2788
89.620,262.5146,-18.2743
89.625,262.5150,-18.2701
89.630,262.5150,-18.2663
89.635,262.5146,-18.2629
89.640,262.5138,-18.2598
89.645,262.5127,-18.2572
89.650,262.5113,-18.2547
89.655,262.5098,-18.2524
89.660,262.5083,-18.2502
89.665,262.5068,-18.2478
89.670,262.5055,-18.2453
89.675,262.5045,-18.2425
89.680,262.5037,-18.2394
89.685,262.5031,-18.2362
89.690,262.5027,-18.2327
89.695,262.5024,-18.2292
89.700,262.5022,-18.2256
89.705,262.5019,-18.2220
89.710,262.5015,-18.2186
89.715,262.5009,-18.2153
89.720,262.5003,-18.2121
89.725,262.4996,-18.2088
89.730,262.4991,-18.2055
89.735,262.4987,-18.2020
89.740,262.4986,-18.1983
89.745,262.4988,-18.1942
89.750,262.4994,-18.1897
89.755,262.5004,-18.1849
89.760,262.5017,-18.1797
89.765,262.5033,-18.1742
89.770,262.5051,-18.1685
89.775,262.5070,-18.1627
89.780,262.5090,-18.1569
89.785,262.5110,-18.1510
89.790,262.5131,-18.1450
89.795,262.5151,-18.1391
89.800,262.5171,-18.1332
89.805,262.5192,-18.1272
89.810,262.5214,-18.1211
89.815,262.5237,-18.1149
89.820,262.5261,-18.1086
89.825,262.5286,-18.1022
89.830,262.5312,-18.0957
89.835,262.5337,-18.0893
89.840,262.5361,-18.0830
89.845,262.5383,-18.0768
89.850,262.5403,-18.0709
89.855,262.5421,-18.0652
89.860,262.5436,-18.0598
89.865,262.5449,-18.0545
89.870,262.5461,-18.0494
89.875,262.5474,-18.0442
89.880,262.5487,-18.0389
89.885,262.5503,-18.0334
89.890,262.5520,-18.0278
89.895,262.5539,-18.0219
89.900,262.5560,-18.0159
89.905,262.5582,-18.0097
89.910,262.5603,-18.0036
89.915,262.5623,-17.9977
89.920,262.5641,-17.9919
89.925,262.5657,-17.9863
89.930,262.5671,-17.9810
89.935,262.5684,-17.9758
89.940,262.5695,-17.9707
89.945,262.5707,-17.9655
89.950,262.5720,-17.9602
89.955,262.5735,-17.9548
89.960,262.5752,-17.9491
89.965,262.5770,-17.9433
89.970,262.5790,-17.9373
89.975,262.5812,-17.9311
89.980,262.5834,-17.9249
89.985,262.5858,-17.9186
89.990,262.5882,-17.9121
89.995,262.5909,-17.9054
90.000,262.5938,-17.8986
90.005,262.5969,-17.8914
90.010,262.6003,-17.8840
90.015,262.6040,-17.8763
90.020,262.6080,-17.8683
90.025,262.6123,-17.8600
90.030,262.6166,-17.8516
90.035,262.6209,-17.8434
90.040,262.6250,-17.8353
90.045,262.6288,-17.8274
90.050,262.6323,-17.8199
90.055,262.6355,-17.8127
90.060,262.6383,-17.8058
90.065,262.6409,-17.7992
90.070,262.6433,-17.7927
90.075,262.6456,-17.7864
90.080,262.6479,-17.7801
90.085,262.6502,-17.7738
90.090,262.6526,-17.7673
90.095,262.6551,-17.7607
90.100,262.6578,-17.7540
90.105,262.6606,-17.7471
90.110,262.6634,-17.7402
90.115,262.6663,-17.7333
90.120,262.6692,-17.7264
90.125,262.6719,-17.7195
90.130,262.6746,-17.7128
90.135,262.6772,-17.7061
90.140,262.6797,-17.6995
90.145,262.6822,-17.6930
90.150,262.6846,-17.6865
90.155,262.6871,-17.6799
90.160,262.6897,-17.6732
90.165,262.6925,-17.6663
90.170,262.6954,-17.6593
90.175,262.6985,-17.6522
90.180,262.7016,-17.6449
90.185,262.7048,-17.6377
90.190,262.7079,-17.6304
90.195,262.7109,-17.6234
90.200,262.7135,-17.6166
90.205,262.7158,-17.6102
90.210,262.7177,-17.6043
90.215,262.7191,-17.5987
90.220,262.7201,-17.5936
90.225,262.7207,-17.5889
90.230,262.7209,-17.5845
90.235,262.7210,-17.5804
90.240,262.7210,-17.5763
90.245,262.7209,-17.5722
90.250,262.7210,-17.5680
90.255,262.7212,-17.5636
90.260,262.7216,-17.5591
90.265,262.7221,-17.5545
90.270,262.7225,-17.5499
90.275,262.7229,-17.5453
90.280,262.7231,-17.5410
90.285,262.7231,-17.5369
90.290,262.7228,-17.5330
90.295,262.7221,-17.5295
90.300,262.7212,-17.5263
90.305,262.7199,-17.5234
90.310,262.7184,-17.5207
90.315,262.7169,-17.5181
90.320,262.7155,-17.5154
90.325,262.7142,-17.5125
90.330,262.7132,-17.5093
90.335,262.7126,-17.5057
90.340,262.7123,-17.5018
90.345,262.7124,-17.4976
90.350,262.7128,-17.4930
90.355,262.7132,-17.4884
90.360,262.7137,-17.4837
90.365,262.7140,-17.4792
90.370,262.7141,-17.4749
90.375,262.7140,-17.4709
90.380,262.7136,-17.4670
90.385,262.7131,-17.4634
90.390,262.7125,-17.4598
90.395,262.7119,-17.4561
90.400,262.7114,-17.4524
90.405,262.7112,-17.4484
90.410,262.7112,-17.4442
90.415,262.7115,-17.4397
90.420,262.7121,-17.4349
90.425,262.7128,-17.4299
90.430,262.7137,-17.4248
90.435,262.7147,-17.4195
90.440,262.7157,-17.4144
90.445,262.7163,-17.4095
90.450,262.7166,-17.4050
90.455,262.7164,-17.4009
90.460,262.7158,-17.3973
90.465,262.7148,-17.3941
90.470,262.7134,-17.3912
90.475,262.7117,-17.3886
90.480,262.7098,-17.3864
90.485,262.7076,-17.3843
90.490,262.7054,-17.3822
90.495,262.7032,-17.3802
90.500,262.7011,-17.3780
90.505,262.6990,-17.3758
90.510,262.6969,-17.3737
90.515,262.6946,-17.3717
90.520,262.6923,-17.3697
90.525,262.6898,-17.3679
90.530,262.6872,-17.3663
90.535,262.6846,-17.3646
90.540,262.6820,-17.3629
90.545,262.6796,-17.3610
90.550,262.6774,-17.3590
90.555,262.6754,-17.3566
90.560,262.6737,-17.3540
90.565,262.6723,-17.3512
90.570,262.6710,-17.3482
90.575,262.6698,-17.3451
90.580,262.6687,-17.3418
90.585,262.6678,-17.3385
90.590,262.6669,-17.3351
90.595,262.6661,-17.3315
90.600,262.6654,-17.3280
90.605,262.6646,-17.3244
90.610,262.6638,-17.3209
90.615,262.6630,-17.3174
90.620,262.6622,-17.3138
90.625,262.6615,-17.3102
90.630,262.6610,-17.3064
90.635,262.6607,-17.3024
90.640,262.6607,-17.2981
90.645,262.6610,-17.2934
90.650,262.6615,-17.2885
90.655,262.6622,-17.2835
90.660,262.6629,-17.2785
90.665,262.6635,-17.2736
90.670,262.6638,-17.2689
90.675,262.6638,-17.2645
90.680,262.6634,-17.2606
90.685,262.6624,-17.2572
90.690,262.6610,-17.2543
90.695,262.6590,-17.2519
90.700,262.6564,-17.2501
90.705,262.6533,-17.2489
90.710,262.6498,-17.2480
90.715,262.6459,-17.2475
90.720,262.6417,-17.2474
90.725,262.6372,-17.2475
90.730,262.6325,-17.2478
90.735,262.6277,-17.2482
90.740,262.6228,-17.2487
90.745,262.6178,-17.2493
90.750,262.6128,-17.2500
90.755,262.6078,-17.2506
90.760,262.6028,-17.2512
90.765,262.5978,-17.2518
90.770,262.5929,-17.2522
90.775,262.5881,-17.2526
90.780,262.5835,-17.2529
90.785,262.5790,-17.2529
90.790,262.5748,-17.2527
90.795,262.5707,-17.2524
90.800,262.5669,-17.2518
90.805,262.5632,-17.2511
90.810,262.5597,-17.2501
90.815,262.5564,-17.2490
90.820,262.5533,-17.2477
90.825,262.5503,-17.2463
90.830,262.5474,-17.2448
90.835,262.5446,-17.2431
90.840,262.5419,-17.2414
90.845,262.5391,-17.2398
90.850,262.5363,-17.2381
90.855,262.5334,-17.2365
90.860,262.5304,-17.2351
90.865,262.5273,-17.2338
90.870,262.5239,-17.2328
90.875,262.5202,-17.2319
90.880,262.5163,-17.2314
90.885,262.5122,-17.2311
90.890,262.5078,-17.2310
90.895,262.5032,-17.2311
90.900,262.4985,-17.2313
90.905,262.4938,-17.2316
90.910,262.4891,-17.2318
90.915,262.4845,-17.2320
90.920,262.4799,-17.2320
90.925,262.4755,-17.2320
90.930,262.4713,-17.2317
90.935,262.4672,-17.2313
90.940,262.4632,-17.2308
90.945,262.4594,-17.2302
90.950,262.4556,-17.2294
90.955,262.4520,-17.2286
90.960,262.4483,-17.2277
90.965,262.4447,-17.2269
90.970,262.4409,-17.2261
90.975,262.4370,-17.2255
90.980,262.4329,-17.2251
90.985,262.4286,-17.2250
90.990,262.4241,-17.2250
90.995,262.4193,-17.2252
91.000,262.4145,-17.2255
91.005,262.4094,-17.2260
91.010,262.4043,-17.2267
91.015,262.3990,-17.2274
91.020,262.3936,-17.2283
91.025,262.3880,-17.2293
91.030,262.3823,-17.2305
91.035,262.3764,-17.2319
91.040,262.3704,-17.2334
91.045,262.3642,-17.2350
91.050,262.3578,-17.2369
91.055,262.3512,-17.2389
91.060,262.3444,-17.2412
91.065,262.3373,-17.2437
91.070,262.3301,-17.2464
91.075,262.3227,-17.2492
91.080,262.3151,-17.2523
91.085,262.3074,-17.2554
91.090,262.2995,-17.2587
91.095,262.2916,-17.2620
91.100,262.2837,-17.2654
91.105,262.2758,-17.2687
91.110,262.2680,-17.2719
91.115,262.2603,-17.2750
91.120,262.2527,-17.2781
91.125,262.2452,-17.2810
91.130,262.2377,-17.2840
91.135,262.2301,-17.2869
91.140,262.2225,-17.2899
91.145,262.2148,-17.2930
91.150,262.2071,-17.2962
91.155,262.1993,-17.2994
91.160,262.1914,-17.3027
91.165,262.1836,-17.3059
91.170,262.1758,-17.3091
91.175,262.1680,-17.3122
91.180,262.1603,-17.3153
91.185,262.1527,-17.3184
91.190,262.1451,-17.3213
91.195,262.1376,-17.3242
91.200,262.1302,-17.3270
91.205,262.1227,-17.3298
91.210,262.1153,-17.3327
91.215,262.1077,-17.3356
91.220,262.1002,-17.3385
91.225,262.0925,-17.3415
91.230,262.0849,-17.3445
91.235,262.0772,-17.3476
91.240,262.0696,-17.3505
91.245,262.0622,-17.3533
91.250,262.0550,-17.3558
91.255,262.0480,-17.3581
91.260,262.0414,-17.3602
91.265,262.0350,-17.3619
91.270,262.0289,-17.3633
91.275,262.0230,-17.3646
91.280,262.0173,-17.3657
91.285,262.0115,-17.3667
91.290,262.0057,-17.3679
91.295,261.9997,-17.3692
91.300,261.9935,-17.3707
91.305,261.9871,-17.3725
91.310,261.9804,-17.3745
91.315,261.9735,-17.3767
91.320,261.9665,-17.3791
91.325,261.9594,-17.3814
91.330,261.9525,-17.3837
91.335,261.9457,-17.3858
91.340,261.9391,-17.3876
91.345,261.9328,-17.3893
91.350,261.9267,-17.3907
91.355,261.9207,-17.3920
91.360,261.9148,-17.3932
91.365,261.9088,-17.3945
91.370,261.9028,-17.3957
91.375,261.8967,-17.3971
91.380,261.8905,-17.3986
91.385,261.8842,-17.4002
91.390,261.8778,-17.4019
91.395,261.8714,-17.4037
91.400,261.8649,-17.4054
91.405,261.8584,-17.4072
91.410,261.8518,-17.4090
91.415,261.8453,-17.4108
91.420,261.8388,-17.4126
91.425,261.8323,-17.4144
91.430,261.8257,-17.4162
91.435,261.8191,-17.4181
91.440,261.8124,-17.4201
91.445,261.8056,-17.4221
91.450,261.7988,-17.4242
91.455,261.7919,-17.4263
91.460,261.7851,-17.4284
91.465,261.7783,-17.4304
91.470,261.7715,-17.4324
91.475,261.7648,-17.4344
91.480,261.7582,-17.4362
91.485,261.7515,-17.4381
91.490,261.7450,-17.4399
91.495,261.7384,-17.4417
91.500,261.7318,-17.4436
91.505,261.7252,-17.4454
91.510,261.7186,-17.4472
91.515,261.7120,-17.4491
91.520,261.7054,-17.4508
91.525,261.6989,-17.4526
91.530,261.6924,-17.4543
91.535,261.6860,-17.4559
91.540,261.6797,-17.4574
91.545,261.6734,-17.4589
91.550,261.6672,-17.4603
91.555,261.6610,-17.4617
91.560,261.6549,-17.4630
91.565,261.6488,-17.4643
91.570,261.6426,-17.4656
91.575,261.6364,-17.4671
91.580,261.6300,-17.4686
91.585,261.6235,-17.4703
91.590,261.6168,-17.4722
91.595,261.6098,-17.4743
91.600,261.6027,-17.4767
91.605,261.5954,-17.4792
91.610,261.5879,-17.4818
91.615,261.5803,-17.4846
91.620,261.5727,-17.4874
91.625,261.5650,-17.4902
91.630,261.5573,-17.4931
91.635,261.5496,-17.4960
91.640,261.5418,-17.4989
91.645,261.5339,-17.5020
91.650,261.5258,-17.5052
91.655,261.5176,-17.5085
91.660,261.5093,-17.5120
91.665,261.5007,-17.5157
91.670,261.4920,-17.5196
91.675,261.4832,-17.5235
91.680,261.4743,-17.5275
91.685,261.4654,-17.5316
91.690,261.4566,-17.5356
91.695,261.4478,-17.5395
91.700,261.4391,-17.5433
91.705,261.4305,-17.5471
91.710,261.4219,-17.5507
91.715,261.4133,-17.5545
91.720,261.4046,-17.5583
91.725,261.3957,-17.5623
91.730,261.3866,-17.5665
91.735,261.3772,-17.5710
91.740,261.3676,-17.5758
91.745,261.3577,-17.5807
91.750,261.3477,-17.5859
91.755,261.3375,-17.5911
91.760,261.3272,-17.5965
91.765,261.3169,-17.6019
91.770,261.3065,-17.6074
91.775,261.2961,-17.6129
91.780,261.2858,-17.6183
91.785,261.2754,-17.6238
91.790,261.2650,-17.6292
91.795,261.2547,-17.6346
91.800,261.2444,-17.6400
91.805,261.2342,-17.6452
91.810,261.2241,-17.6505
91.815,261.2140,-17.6556
91.820,261.2041,-17.6606
91.825,261.1943,-17.6654
91.830,261.1846,-17.6702
91.835,261.1751,-17.6748
91.840,261.1657,-17.6792
91.845,261.1564,-17.6836
91.850,261.1473,-17.6878
91.855,261.1382,-17.6918
91.860,261.1294,-17.6958
91.865,261.1206,-17.6996
91.870,261.1119,-17.7033
91.875,261.1034,-17.7069
91.880,261.0948,-17.7105
91.885,261.0863,-17.7140
91.890,261.0778,-17.7175
91.895,261.0693,-17.7211
91.900,261.0607,-17.7247
91.905,261.0522,-17.7282
91.910,261.0437,-17.7318
91.915,261.0352,-17.7353
91.920,261.0268,-17.7387
91.925,261.0185,-17.7420
91.930,261.0105,-17.7451
91.935,261.0026,-17.7480
91.940,260.9949,-17.7506
91.945,260.9875,-17.7531
91.950,260.9802,-17.7553
91.955,260.9732,-17.7573
91.960,260.9664,-17.7591
91.965,260.9598,-17.7607
91.970,260.9534,-17.7621
91.975,260.9473,-17.7633
91.980,260.9413,-17.7642
91.985,260.9356,-17.7649
91.990,260.9301,-17.7654
91.995,260.9248,-17.7657
92.000,260.9196,-17.7659
92.005,260.9145,-17.7659
92.010,260.9094,-17.7660
92.015,260.9044,-17.7659
92.020,260.8994,-17.7659
92.025,260.8944,-17.7659
92.030,260.8893,-17.7659
92.035,260.8842,-17.7660
92.040,260.8792,-17.7660
92.045,260.8741,-17.7660
92.050,260.8692,-17.7659
92.055,260.8643,-17.7657
92.060,260.8595,-17.7655
92.065,260.8547,-17.7652
92.070,260.8501,-17.7648
92.075,260.8454,-17.7644
92.080,260.8406,-17.7641
92.085,260.8358,-17.7638
92.090,260.8309,-17.7637
92.095,260.8258,-17.7638
92.100,260.8205,-17.7640
92.105,260.8150,-17.7644
92.110,260.8094,-17.7649
92.115,260.8035,-17.7657
92.120,260.7976,-17.7666
92.125,260.7915,-17.7676
92.130,260.7853,-17.7687
92.135,260.7791,-17.7698
92.140,260.7728,-17.7710
92.145,260.7665,-17.7722
92.150,260.7602,-17.7734
92.155,260.7538,-17.7747
92.160,260.7474,-17.7760
92.165,260.7409,-17.7774
92.170,260.7343,-17.7788
92.175,260.7277,-17.7803
92.180,260.7211,-17.7818
92.185,260.7144,-17.7834
92.190,260.7078,-17.7849
92.195,260.7013,-17.7863
92.200,260.6949,-17.7876
92.205,260.6885,-17.7888
92.210,260.6822,-17.7900
92.215,260.6759,-17.7911
92.220,260.6697,-17.7922
92.225,260.6634,-17.7934
92.230,260.6571,-17.7946
92.235,260.6507,-17.7959
92.240,260.6441,-17.7973
92.245,260.6373,-17.7989
92.250,260.6304,-17.8007
92.255,260.6232,-17.8027
92.260,260.6159,-17.8049
92.265,260.6085,-17.8072
92.270,260.6010,-17.8095
92.275,260.5936,-17.8118
92.280,260.5861,-17.8140
92.285,260.5788,-17.8162
92.290,260.5715,-17.8183
92.295,260.5643,-17.8203
92.300,260.5572,-17.8223
92.305,260.5502,-17.8241
92.310,260.5432,-17.8260
92.315,260.5362,-17.8278
92.320,260.5292,-17.8295
92.325,260.5223,-17.8312
92.330,260.5155,-17.8329
92.335,260.5088,-17.8344
92.340,260.5022,-17.8358
92.345,260.4957,-17.8372
92.350,260.4893,-17.8383
92.355,260.4830,-17.8394
92.360,260.4769,-17.8403
92.365,260.4708,-17.8412
92.370,260.4648,-17.8420
92.375,260.4588,-17.8428
92.380,260.4528,-17.8436
92.385,260.4467,-17.8444
92.390,260.4407,-17.8453
92.395,260.4346,-17.8461
92.400,260.4285,-17.8470
92.405,260.4224,-17.8479
92.410,260.4163,-17.8488
92.415,260.4102,-17.8497
92.420,260.4041,-17.8505
92.425,260.3980,-17.8513
92.430,260.3920,-17.8521
92.435,260.3861,-17.8528
92.440,260.3802,-17.8535
92.445,260.3742,-17.8542
92.450,260.3682,-17.8549
92.455,260.3620,-17.8559
92.460,260.3557,-17.8570
92.465,260.3490,-17.8584
92.470,260.3421,-17.8601
92.475,260.3349,-17.8620
92.480,260.3275,-17.8641
92.485,260.3200,-17.8663
92.490,260.3125,-17.8686
92.495,260.3051,-17.8708
92.500,260.2977,-17.8728
92.505,260.2905,-17.8748
92.510,260.2835,-17.8765
92.515,260.2767,-17.8780
92.520,260.2700,-17.8795
92.525,260.2633,-17.8809
92.530,260.2566,-17.8823
92.535,260.2498,-17.8838
92.540,260.2429,-17.8854
92.545,260.2359,-17.8871
92.550,260.2288,-17.8889
92.555,260.2216,-17.8908
92.560,260.2144,-17.8927
92.565,260.2072,-17.8946
92.570,260.1999,-17.8966
92.575,260.1928,-17.8984
92.580,260.1857,-17.9002
92.585,260.1788,-17.9017
92.590,260.1722,-17.9030
92.595,260.1658,-17.9041
92.600,260.1598,-17.9048
92.605,260.1539,-17.9053
92.610,260.1483,-17.9056
92.615,260.1428,-17.9058
92.620,260.1373,-17.9060
92.625,260.1318,-17.9062
92.630,260.1261,-17.9065
92.635,260.1204,-17.9069
92.640,260.1145,-17.9075
92.645,260.1085,-17.9081
92.650,260.1026,-17.9087
92.655,260.0967,-17.9092
92.660,260.0910,-17.9096
92.665,260.0855,-17.9098
92.670,260.0801,-17.9098
92.675,260.0749,-17.9096
92.680,260.0698,-17.9094
92.685,260.0647,-17.9091
92.690,260.0596,-17.9088
92.695,260.0545,-17.9086
92.700,260.0494,-17.9083
92.705,260.0444,-17.9079
92.710,260.0396,-17.9073
92.715,260.0349,-17.9066
92.720,260.0304,-17.9058
92.725,260.0261,-17.9047
92.730,260.0219,-17.9035
92.735,260.0179,-17.9022
92.740,260.0139,-17.9008
92.745,260.0099,-17.8993
92.750,260.0060,-17.8979
92.755,260.0020,-17.8965
92.760,259.9980,-17.8950
92.765,259.9941,-17.8936
92.770,259.9901,-17.8921
92.775,259.9862,-17.8906
92.780,259.9823,-17.8891
92.785,259.9785,-17.8875
92.790,259.9748,-17.8858
92.795,259.9711,-17.8841
92.800,259.9674,-17.8823
92.805,259.9637,-17.8806
92.810,259.9600,-17.8789
92.815,259.9562,-17.8773
92.820,259.9523,-17.8758
92.825,259.9483,-17.8744
92.830,259.9442,-17.8730
92.835,259.9400,-17.8717
92.840,259.9358,-17.8705
92.845,259.9316,-17.8693
92.850,259.9273,-17.8681
92.855,259.9230,-17.8670
92.860,259.9187,-17.8659
92.865,259.9143,-17.8648
92.870,259.9098,-17.8639
92.875,259.9052,-17.8630
92.880,259.9005,-17.8623
92.885,259.8956,-17.8617
92.890,259.8907,-17.8612
92.895,259.8856,-17.8607
92.900,259.8805,-17.8604
92.905,259.8753,-17.8601
92.910,259.8700,-17.8599
92.915,259.8647,-17.8597
92.920,259.8594,-17.8596
92.925,259.8540,-17.8595
92.930,259.8485,-17.8595
92.935,259.8429,-17.8597
92.940,259.8372,-17.8599
92.945,259.8314,-17.8602
92.950,259.8255,-17.8605
92.955,259.8196,-17.8609
92.960,259.8138,-17.8613
92.965,259.8080,-17.8616
92.970,259.8023,-17.8618
92.975,259.7967,-17.8619
92.980,259.7913,-17.8618
92.985,259.7860,-17.8615
92.990,259.7809,-17.8612
92.995,259.7759,-17.8607
93.000,259.7709,-17.8601
93.005,259.7661,-17.8594
93.010,259.7613,-17.8587
93.015,259.7566,-17.8578
93.020,259.7520,-17.8569
93.025,259.7475,-17.8559
93.030,259.7432,-17.8547
93.035,259.7390,-17.8533
93.040,259.7349,-17.8519
93.045,259.7310,-17.8502
93.050,259.7272,-17.8485
93.055,259.7234,-17.8467
93.060,259.7197,-17.8449
93.065,259.7160,-17.8430
93.070,259.7123,-17.8412
93.075,259.7085,-17.8394
93.080,259.7047,-17.8377
93.085,259.7009,-17.8360
93.090,259.6970,-17.8343
93.095,259.6932,-17.8325
93.100,259.6894,-17.8307
93.105,259.6858,-17.8288
93.110,259.6822,-17.8269
93.115,259.6787,-17.8248
93.120,259.6752,-17.8227
93.125,259.6719,-17.8205
93.130,259.6686,-17.8182
93.135,259.6653,-17.8158
93.140,259.6621,-17.8134
93.145,259.6590,-17.8110
93.150,259.6560,-17.8084
93.155,259.6530,-17.8058
93.160,259.6500,-17.8032
93.165,259.6471,-17.8005
93.170,259.6441,-17.7979
93.175,259.6412,-17.7952
93.180,259.6382,-17.7926
93.185,259.6351,-17.7901
93.190,259.6320,-17.7876
93.195,259.6289,-17.7851
93.200,259.6258,-17.7826
93.205,259.6227,-17.7801
93.210,259.6195,-17.7776
93.215,259.6164,-17.7751
93.220,259.6133,-17.7726
93.225,259.6101,-17.7702
93.230,259.6068,-17.7678
93.235,259.6035,-17.7655
93.240,259.6000,-17.7634
93.245,259.5963,-17.7615
93.250,259.5924,-17.7597
93.255,259.5884,-17.7581
93.260,259.5842,-17.7566
93.265,259.5800,-17.7552
93.270,259.5756,-17.7539
93.275,259.5713,-17.7526
93.280,259.5670,-17.7513
93.285,259.5627,-17.7499
93.290,259.5585,-17.7484
93.295,259.5544,-17.7469
93.300,259.5504,-17.7452
93.305,259.5464,-17.7435
93.310,259.5425,-17.7418
93.315,259.5385,-17.7401
93.320,259.5346,-17.7383
93.325,259.5307,-17.7366
93.330,259.5267,-17.7349
93.335,259.5226,-17.7333
93.340,259.5186,-17.7316
93.345,259.5145,-17.7300
93.350,259.5104,-17.7284
93.355,259.5064,-17.7268
93.360,259.5024,-17.7250
93.365,259.4986,-17.7232
93.370,259.4949,-17.7212
93.375,259.4913,-17.7191
93.380,259.4877,-17.7169
93.385,259.4843,-17.7147
93.390,259.4808,-17.7124
93.395,259.4774,-17.7102
93.400,259.4739,-17.7080
93.405,259.4703,-17.7058
93.410,259.4667,-17.7037
93.415,259.4629,-17.7018
93.420,259.4591,-17.6999
93.425,259.4551,-17.6981
93.430,259.4511,-17.6964
93.435,259.4471,-17.6947
93.440,259.4429,-17.6931
93.445,259.4388,-17.6916
93.450,259.4345,-17.6901
93.455,259.4301,-17.6887
93.460,259.4257,-17.6875
93.465,259.4211,-17.6863
93.470,259.4164,-17.6852
93.475,259.4117,-17.6842
93.480,259.4070,-17.6832
93.485,259.4022,-17.6822
93.490,259.3976,-17.6811
93.495,259.3930,-17.6799
93.500,259.3885,-17.6786
93.505,259.3841,-17.6772
93.510,259.3799,-17.6757
93.515,259.3757,-17.6741
93.520,259.3716,-17.6725
93.525,259.3675,-17.6708
93.530,259.3633,-17.6692
93.535,259.3591,-17.6676
93.540,259.3549,-17.6661
93.545,259.3505,-17.6647
93.550,259.3460,-17.6634
93.555,259.3415,-17.6622
93.560,259.3369,-17.6610
93.565,259.3322,-17.6599
93.570,259.3275,-17.6588
93.575,259.3228,-17.6577
93.580,259.3180,-17.6566
93.585,259.3133,-17.6556
93.590,259.3085,-17.6546
93.595,259.3036,-17.6537
93.600,259.2986,-17.6528
93.605,259.2936,-17.6521
93.610,259.2884,-17.6514
93.615,259.2832,-17.6508
93.620,259.2778,-17.6504
93.625,259.2724,-17.6500
93.630,259.2669,-17.6497
93.635,259.2613,-17.6495
93.640,259.2557,-17.6492
93.645,259.2501,-17.6490
93.650,259.2445,-17.6488
93.655,259.2390,-17.6485
93.660,259.2336,-17.6480
93.665,259.2283,-17.6474
93.670,259.2233,-17.6466
93.675,259.2184,-17.6457
93.680,259.2137,-17.6446
93.685,259.2090,-17.6434
93.690,259.2044,-17.6421
