time,displacement
0.0,0.0000
0.1,-0.1150
0.2,-0.3891
0.3,-0.6911
0.4,-0.9170
0.5,-1.0000
0.6,-0.9170
0.7,-0.6911
0.8,-0.3891
0.9,-0.1150
1.0,0.0000
