frequency,node_238_accel_y_sa,node_238_accel_y_sd,node_238_accel_y_sv,node_4_accel_y_sa,node_4_accel_y_sd,node_4_accel_y_sv,period
0.1,0.0031974539042098,0.0080992435692696,0.0050889053805025,0.0031854800813629,0.0080689135283691,0.005069848451666,10
0.10174193661806,0.0032854333053355,0.0080395700363311,0.0051394037745578,0.0032730348637135,0.0080092306166877,0.0051200088906115,9.8287887300003
0.10351421666793,0.0033749755189616,0.0079783079329839,0.0051890841153867,0.0033621373434059,0.0079479589964343,0.0051693451950678,9.6605087898981
0.10531736871297,0.0034660441306454,0.007915425314255,0.0052378634434315,0.0034527505685494,0.0078850667285115,0.0052177742984838,9.495109992022
0.10715193052376,0.003558596488299,0.0078508903781257,0.0052856552034368,0.0035448313309473,0.0078205220175202,0.0052652095373374,9.3325430079699
0.10901844923851,0.0036525832670997,0.0077846715348107,0.0053323691721332,0.0036383297304376,0.0077542932811175,0.0053115605788903,9.1727593538978
0.11091748152624,0.0037479480157021,0.0077167374813562,0.005377911391139,0.0037331887205054,0.0076863492246445,0.0053567333541355,9.0157113760596
0.11284959375278,0.0038446266837541,0.0076470572816277,0.0054221841057956,0.0038293436351957,0.0076166589211685,0.0054006299966979,8.861352236595
0.11481536214969,0.0039425471306658,0.0075756004514699,0.005465085710491,0.0039267216972782,0.0075451918967102,0.005443148788242,8.7096358995608
0.11681537298613,0.0040416286162047,0.0075023370498334,0.0055065107017983,0.0040252415082117,0.0074719182214081,0.0054841841116774,8.5605171172009
0.1188502227437,0.0041417812731741,0.0074272377756805,0.0055463496401439,0.0041248125201978,0.0073968086064899,0.0055236264129244,8.413951416452
0.12092051829432,0.0042431880814989,0.0073507634972875,0.0055848609706606,0.00422533449099,0.0073198345073659,0.005561362172374,8.2698950856793
0.12302687708124,0.0043458861995306,0.0072730825571075,0.0056220982838243,0.004326696922195,0.0072409682329248,0.0055972738870907,8.128305161641
0.12516992730317,0.0044493899404034,0.0071935064291578,0.0056574477586737,0.0044287784822262,0.0071601830614831,0.005631240065163,7.989139416674
0.12735030810167,0.00455357143592,0.0071120093944928,0.0056907857832427,0.0045314464148474,0.0070774533630488,0.0056631352330875,7.8523563461007
0.1295686697517,0.0046582910078853,0.0070285669066655,0.005721984797222,0.0046345559350174,0.0069927547284645,0.005692829957844,7.7179151558501
0.13182567385564,0.0047633965571235,0.0069431557245418,0.0057509133251906,0.0047379496138387,0.0069060641056054,0.0057201908851277,7.5857757502918
0.13412199354054,0.0048687229426269,0.0068557540515487,0.0057774360264552,0.0048414567542709,0.0068173599421499,0.005745080794751,7.4558987202778
0.13645831365889,0.0049740913535577,0.0067663416821503,0.0058014137635925,0.0049448927604338,0.0067266223357066,0.005767358675339,7.328245331389
0.1388353309929,0.0050793086764321,0.0066749001551714,0.0058227036909395,0.0050480585029157,0.0066338331908773,0.0057868798195688,7.2027775123834
0.14125375446228,0.0051841668606439,0.0065814129142501,0.0058411593649094,0.0051507396834111,0.0065389763835904,0.005803495941917,7.0794578438414
