0,0.00E+00
0.005,-1.50E-04
0.01,-1.68E-04
0.015,-1.96E-04
0.02,-2.32E-04
0.025,-2.75E-04
0.03,-3.16E-04
0.035,-3.59E-04
0.04,-3.92E-04
0.045,-4.21E-04
0.05,-4.33E-04
0.055,-4.44E-04
0.06,-4.50E-04
0.065,-4.63E-04
0.07,-4.70E-04
0.075,-4.84E-04
0.08,-4.90E-04
0.085,-5.03E-04
0.09,-5.07E-04
0.095,-5.16E-04
0.1,-5.15E-04
0.105,-5.18E-04
0.11,-5.08E-04
0.115,-5.01E-04
0.12,-4.80E-04
0.125,-4.59E-04
0.13,-4.24E-04
0.135,-3.89E-04
0.14,-3.39E-04
0.145,-2.92E-04
0.15,-2.30E-04
0.155,-1.75E-04
0.16,-1.10E-04
0.165,-5.70E-05
0.17,-1.52E-06
0.175,3.49E-05
0.18,6.43E-05
0.185,6.31E-05
0.19,4.43E-05
0.195,-1.20E-05
0.2,-8.23E-05
0.205,-1.74E-04
0.21,-2.48E-04
0.215,-2.98E-04
0.22,-2.77E-04
0.225,-1.76E-04
0.23,3.91E-05
0.235,3.31E-04
0.24,6.83E-04
0.245,1.03E-03
0.25,1.35E-03
0.255,1.64E-03
0.26,1.95E-03
0.265,2.29E-03
0.27,2.69E-03
0.275,3.08E-03
0.28,3.44E-03
0.285,3.70E-03
0.29,3.84E-03
0.295,3.84E-03
0.3,3.74E-03
0.305,3.63E-03
0.31,3.59E-03
0.315,3.73E-03
0.32,4.35E-03
0.325,5.58E-03
0.33,7.35E-03
0.335,9.36E-03
0.34,1.13E-02
0.345,1.27E-02
0.35,1.38E-02
0.355,1.46E-02
0.36,1.53E-02
0.365,1.56E-02
0.37,1.50E-02
0.375,1.35E-02
0.38,1.15E-02
0.385,9.42E-03
0.39,7.58E-03
0.395,6.15E-03
0.4,5.41E-03
0.405,5.48E-03
0.41,6.35E-03
0.415,7.43E-03
0.42,8.01E-03
0.425,7.65E-03
0.43,6.28E-03
0.435,4.09E-03
0.44,1.37E-03
0.445,-2.06E-03
0.45,-6.12E-03
0.455,-9.95E-03
0.46,-1.23E-02
0.465,-1.25E-02
0.47,-1.09E-02
0.475,-8.16E-03
0.48,-5.15E-03
0.485,-2.25E-03
0.49,3.86E-04
0.495,2.63E-03
0.5,4.70E-03
0.505,6.83E-03
0.51,9.22E-03
0.515,1.19E-02
0.52,1.44E-02
0.525,1.63E-02
0.53,1.77E-02
0.535,1.85E-02
0.54,1.85E-02
0.545,1.74E-02
0.55,1.53E-02
0.555,1.22E-02
0.56,8.05E-03
0.565,3.20E-03
0.57,-1.68E-03
0.575,-5.87E-03
0.58,-8.86E-03
0.585,-1.08E-02
0.59,-1.20E-02
0.595,-1.26E-02
0.6,-1.22E-02
0.605,-1.13E-02
0.61,-1.07E-02
0.615,-1.11E-02
0.62,-1.32E-02
0.625,-1.73E-02
0.63,-2.37E-02
0.635,-3.14E-02
0.64,-3.80E-02
0.645,-4.13E-02
0.65,-4.03E-02
0.655,-3.61E-02
0.66,-3.02E-02
0.665,-2.34E-02
0.67,-1.52E-02
