frequency(Hz),accel_x_0,accel_x_11,accel_x_14,accel_x_17,accel_x_18,accel_y_0,accel_y_11,accel_y_14,accel_y_17,accel_y_18,accel_z_0,accel_z_11,accel_z_14,accel_z_17,accel_z_18
5.815430E+01,1.207274E+01,0.000000E+00,1.630869E+01,2.367921E+01,7.182577E+01,1.490707E+01,0.000000E+00,1.524643E+01,2.510487E+01,6.025369E+01,1.258743E+01,0.000000E+00,1.803498E+01,2.685129E+01,4.361939E+01
5.820312E+01,1.207006E+01,0.000000E+00,1.630461E+01,2.367713E+01,7.182339E+01,1.490701E+01,0.000000E+00,1.524579E+01,2.510276E+01,6.025096E+01,1.259027E+01,0.000000E+00,1.803497E+01,2.684883E+01,4.357643E+01
5.825195E+01,1.206738E+01,0.000000E+00,1.630056E+01,2.367524E+01,7.182102E+01,1.490688E+01,0.000000E+00,1.524514E+01,2.510063E+01,6.024823E+01,1.259327E+01,0.000000E+00,1.803478E+01,2.684611E+01,4.353329E+01
5.830078E+01,1.206470E+01,0.000000E+00,1.629657E+01,2.367354E+01,7.181867E+01,1.490668E+01,0.000000E+00,1.524449E+01,2.509849E+01,6.024552E+01,1.259642E+01,0.000000E+00,1.803438E+01,2.684312E+01,4.348997E+01
5.834961E+01,1.206204E+01,0.000000E+00,1.629261E+01,2.367203E+01,7.181634E+01,1.490640E+01,0.000000E+00,1.524384E+01,2.509633E+01,6.024282E+01,1.259972E+01,0.000000E+00,1.803380E+01,2.683987E+01,4.344648E+01
5.839844E+01,1.205937E+01,0.000000E+00,1.628870E+01,2.367071E+01,7.181402E+01,1.490605E+01,0.000000E+00,1.524318E+01,2.509415E+01,6.024014E+01,1.260314E+01,0.000000E+00,1.803302E+01,2.683637E+01,4.340281E+01
5.844727E+01,1.205672E+01,0.000000E+00,1.628483E+01,2.366958E+01,7.181172E+01,1.490562E+01,0.000000E+00,1.524252E+01,2.509195E+01,6.023746E+01,1.260668E+01,0.000000E+00,1.803205E+01,2.683260E+01,4.335898E+01
5.849609E+01,1.205406E+01,0.000000E+00,1.628100E+01,2.366863E+01,7.180943E+01,1.490513E+01,0.000000E+00,1.524187E+01,2.508974E+01,6.023480E+01,1.261033E+01,0.000000E+00,1.803090E+01,2.682858E+01,4.331499E+01
5.854492E+01,1.205142E+01,0.000000E+00,1.627722E+01,2.366786E+01,7.180715E+01,1.490456E+01,0.000000E+00,1.524121E+01,2.508751E+01,6.023215E+01,1.261406E+01,0.000000E+00,1.802957E+01,2.682430E+01,4.327084E+01
5.859375E+01,1.204878E+01,0.000000E+00,1.627347E+01,2.366728E+01,7.180489E+01,1.490392E+01,0.000000E+00,1.524055E+01,2.508526E+01,6.022952E+01,1.261788E+01,0.000000E+00,1.802806E+01,2.681978E+01,4.322654E+01
5.864258E+01,1.204614E+01,0.000000E+00,1.626977E+01,2.366687E+01,7.180264E+01,1.490321E+01,0.000000E+00,1.523989E+01,2.508299E+01,6.022690E+01,1.262176E+01,0.000000E+00,1.802638E+01,2.681501E+01,4.318208E+01
5.869141E+01,1.204351E+01,0.000000E+00,1.626610E+01,2.366664E+01,7.180041E+01,1.490242E+01,0.000000E+00,1.523923E+01,2.508071E+01,6.022429E+01,1.262569E+01,0.000000E+00,1.802454E+01,2.681001E+01,4.313749E+01
5.874023E+01,1.204089E+01,0.000000E+00,1.626248E+01,2.366658E+01,7.179818E+01,1.490157E+01,0.000000E+00,1.523857E+01,2.507841E+01,6.022169E+01,1.262967E+01,0.000000E+00,1.802253E+01,2.680477E+01,4.309275E+01
5.878906E+01,1.203827E+01,0.000000E+00,1.625890E+01,2.366669E+01,7.179597E+01,1.490066E+01,0.000000E+00,1.523791E+01,2.507609E+01,6.021910E+01,1.263367E+01,0.000000E+00,1.802036E+01,2.679932E+01,4.304788E+01
5.883789E+01,1.203566E+01,0.000000E+00,1.625535E+01,2.366696E+01,7.179377E+01,1.489967E+01,0.000000E+00,1.523726E+01,2.507376E+01,6.021653E+01,1.263770E+01,0.000000E+00,1.801804E+01,2.679364E+01,4.300287E+01
5.888672E+01,1.203306E+01,0.000000E+00,1.625185E+01,2.366740E+01,7.179158E+01,1.489862E+01,0.000000E+00,1.523660E+01,2.507141E+01,6.021398E+01,1.264172E+01,0.000000E+00,1.801558E+01,2.678776E+01,4.295774E+01
5.893555E+01,1.203047E+01,0.000000E+00,1.624838E+01,2.366801E+01,7.178939E+01,1.489751E+01,0.000000E+00,1.523595E+01,2.506904E+01,6.021143E+01,1.264575E+01,0.000000E+00,1.801298E+01,2.678168E+01,4.291248E+01
5.898438E+01,1.202788E+01,0.000000E+00,1.624495E+01,2.366877E+01,7.178722E+01,1.489633E+01,0.000000E+00,1.523530E+01,2.506666E+01,6.020890E+01,1.264975E+01,0.000000E+00,1.801024E+01,2.677541E+01,4.286710E+01
5.903320E+01,1.202530E+01,0.000000E+00,1.624155E+01,2.366968E+01,7.178506E+01,1.489509E+01,0.000000E+00,1.523465E+01,2.506427E+01,6.020638E+01,1.265373E+01,0.000000E+00,1.800737E+01,2.676895E+01,4.282161E+01
5.908203E+01,1.202273E+01,0.000000E+00,1.623819E+01,2.367075E+01,7.178291E+01,1.489379E+01,0.000000E+00,1.523400E+01,2.506185E+01,6.020387E+01,1.265766E+01,0.000000E+00,1.800439E+01,2.676233E+01,4.277600E+01
5.913086E+01,1.202016E+01,0.000000E+00,1.623487E+01,2.367197E+01,7.178077E+01,1.489243E+01,0.000000E+00,1.523336E+01,2.505943E+01,6.020138E+01,1.266154E+01,0.000000E+00,1.800129E+01,2.675554E+01,4.273029E+01
5.917969E+01,1.201761E+01,0.000000E+00,1.623159E+01,2.367333E+01,7.177863E+01,1.489101E+01,0.000000E+00,1.523272E+01,2.505698E+01,6.019890E+01,1.266537E+01,0.000000E+00,1.799808E+01,2.674860E+01,4.268448E+01
5.922852E+01,1.201506E+01,0.000000E+00,1.622834E+01,2.367483E+01,7.177651E+01,1.488954E+01,0.000000E+00,1.523208E+01,2.505453E+01,6.019643E+01,1.266912E+01,0.000000E+00,1.799478E+01,2.674153E+01,4.263856E+01
5.927734E+01,1.201252E+01,0.000000E+00,1.622512E+01,2.367648E+01,7.177439E+01,1.488801E+01,0.000000E+00,1.523145E+01,2.505206E+01,6.019397E+01,1.267279E+01,0.000000E+00,1.799138E+01,2.673432E+01,4.259255E+01
5.932617E+01,1.200999E+01,0.000000E+00,1.622194E+01,2.367826E+01,7.177228E+01,1.488643E+01,0.000000E+00,1.523082E+01,2.504957E+01,6.019153E+01,1.267637E+01,0.000000E+00,1.798789E+01,2.672700E+01,4.254645E+01
5.937500E+01,1.200747E+01,0.000000E+00,1.621879E+01,2.368017E+01,7.177018E+01,1.488480E+01,0.000000E+00,1.523020E+01,2.504707E+01,6.018910E+01,1.267985E+01,0.000000E+00,1.798432E+01,2.671956E+01,4.250027E+01
5.942383E+01,1.200495E+01,0.000000E+00,1.621568E+01,2.368221E+01,7.176808E+01,1.488312E+01,0.000000E+00,1.522958E+01,2.504456E+01,6.018668E+01,1.268322E+01,0.000000E+00,1.798068E+01,2.671204E+01,4.245399E+01
5.947266E+01,1.200245E+01,0.000000E+00,1.621259E+01,2.368437E+01,7.176600E+01,1.488140E+01,0.000000E+00,1.522896E+01,2.504204E+01,6.018428E+01,1.268648E+01,0.000000E+00,1.797697E+01,2.670443E+01,4.240764E+01
5.952148E+01,1.199995E+01,0.000000E+00,1.620954E+01,2.368665E+01,7.176392E+01,1.487963E+01,0.000000E+00,1.522835E+01,2.503951E+01,6.018189E+01,1.268961E+01,0.000000E+00,1.797320E+01,2.669674E+01,4.236121E+01
5.957031E+01,1.199747E+01,0.000000E+00,1.620652E+01,2.368905E+01,7.176184E+01,1.487782E+01,0.000000E+00,1.522774E+01,2.503696E+01,6.017951E+01,1.269261E+01,0.000000E+00,1.796938E+01,2.668900E+01,4.231471E+01
5.961914E+01,1.199499E+01,0.000000E+00,1.620354E+01,2.369157E+01,7.175978E+01,1.487597E+01,0.000000E+00,1.522714E+01,2.503440E+01,6.017714E+01,1.269547E+01,0.000000E+00,1.796551E+01,2.668120E+01,4.226814E+01
5.966797E+01,1.199252E+01,0.000000E+00,1.620058E+01,2.369419E+01,7.175772E+01,1.487408E+01,0.000000E+00,1.522655E+01,2.503183E+01,6.017478E+01,1.269818E+01,0.000000E+00,1.796160E+01,2.667337E+01,4.222151E+01
5.971680E+01,1.199005E+01,0.000000E+00,1.619765E+01,2.369693E+01,7.175566E+01,1.487215E+01,0.000000E+00,1.522596E+01,2.502925E+01,6.017244E+01,1.270073E+01,0.000000E+00,1.795766E+01,2.666551E+01,4.217481E+01
5.976562E+01,1.198760E+01,0.000000E+00,1.619475E+01,2.369976E+01,7.175362E+01,1.487019E+01,0.000000E+00,1.522537E+01,2.502666E+01,6.017010E+01,1.270313E+01,0.000000E+00,1.795369E+01,2.665763E+01,4.212805E+01
5.981445E+01,1.198515E+01,0.000000E+00,1.619188E+01,2.370269E+01,7.175157E+01,1.486819E+01,0.000000E+00,1.522479E+01,2.502407E+01,6.016778E+01,1.270537E+01,0.000000E+00,1.794970E+01,2.664975E+01,4.208124E+01
5.986328E+01,1.198271E+01,0.000000E+00,1.618904E+01,2.370572E+01,7.174954E+01,1.486617E+01,0.000000E+00,1.522422E+01,2.502146E+01,6.016547E+01,1.270743E+01,0.000000E+00,1.794569E+01,2.664187E+01,4.203437E+01
5.991211E+01,1.198028E+01,0.000000E+00,1.618623E+01,2.370884E+01,7.174751E+01,1.486412E+01,0.000000E+00,1.522365E+01,2.501884E+01,6.016317E+01,1.270933E+01,0.000000E+00,1.794168E+01,2.663401E+01,4.198745E+01
5.996094E+01,1.197785E+01,0.000000E+00,1.618345E+01,2.371204E+01,7.174548E+01,1.486205E+01,0.000000E+00,1.522309E+01,2.501621E+01,6.016088E+01,1.271104E+01,0.000000E+00,1.793765E+01,2.662617E+01,4.194049E+01
6.000977E+01,1.197543E+01,0.000000E+00,1.618069E+01,2.371533E+01,7.174346E+01,1.485996E+01,0.000000E+00,1.522254E+01,2.501358E+01,6.015860E+01,1.271257E+01,0.000000E+00,1.793363E+01,2.661837E+01,4.189348E+01
6.005859E+01,1.197302E+01,0.000000E+00,1.617797E+01,2.371870E+01,7.174144E+01,1.485784E+01,0.000000E+00,1.522199E+01,2.501094E+01,6.015632E+01,1.271391E+01,0.000000E+00,1.792962E+01,2.661061E+01,4.184643E+01
6.010742E+01,1.197061E+01,0.000000E+00,1.617527E+01,2.372214E+01,7.173943E+01,1.485571E+01,0.000000E+00,1.522145E+01,2.500829E+01,6.015406E+01,1.271507E+01,0.000000E+00,1.792561E+01,2.660291E+01,4.179934E+01
6.015625E+01,1.196820E+01,0.000000E+00,1.617259E+01,2.372566E+01,7.173742E+01,1.485356E+01,0.000000E+00,1.522091E+01,2.500564E+01,6.015181E+01,1.271603E+01,0.000000E+00,1.792162E+01,2.659526E+01,4.175221E+01
6.020508E+01,1.196580E+01,0.000000E+00,1.616994E+01,2.372924E+01,7.173542E+01,1.485141E+01,0.000000E+00,1.522038E+01,2.500298E+01,6.014957E+01,1.271680E+01,0.000000E+00,1.791765E+01,2.658769E+01,4.170504E+01
6.025391E+01,1.196341E+01,0.000000E+00,1.616732E+01,2.373289E+01,7.173342E+01,1.484924E+01,0.000000E+00,1.521986E+01,2.500031E+01,6.014734E+01,1.271738E+01,0.000000E+00,1.791370E+01,2.658020E+01,4.165785E+01
6.030273E+01,1.196101E+01,0.000000E+00,1.616473E+01,2.373659E+01,7.173143E+01,1.484706E+01,0.000000E+00,1.521935E+01,2.499764E+01,6.014511E+01,1.271775E+01,0.000000E+00,1.790977E+01,2.657279E+01,4.161062E+01
6.035156E+01,1.195862E+01,0.000000E+00,1.616216E+01,2.374035E+01,7.172944E+01,1.484488E+01,0.000000E+00,1.521884E+01,2.499496E+01,6.014290E+01,1.271793E+01,0.000000E+00,1.790588E+01,2.656547E+01,4.156336E+01
6.040039E+01,1.195623E+01,0.000000E+00,1.615962E+01,2.374417E+01,7.172745E+01,1.484270E+01,0.000000E+00,1.521835E+01,2.499228E+01,6.014069E+01,1.271792E+01,0.000000E+00,1.790202E+01,2.655825E+01,4.151608E+01
6.044922E+01,1.195384E+01,0.000000E+00,1.615710E+01,2.374803E+01,7.172547E+01,1.484052E+01,0.000000E+00,1.521785E+01,2.498959E+01,6.013848E+01,1.271770E+01,0.000000E+00,1.789820E+01,2.655114E+01,4.146878E+01
6.049805E+01,1.195145E+01,0.000000E+00,1.615461E+01,2.375193E+01,7.172348E+01,1.483834E+01,0.000000E+00,1.521737E+01,2.498690E+01,6.013629E+01,1.271729E+01,0.000000E+00,1.789442E+01,2.654414E+01,4.142145E+01
6.054688E+01,1.194907E+01,0.000000E+00,1.615214E+01,2.375588E+01,7.172151E+01,1.483617E+01,0.000000E+00,1.521690E+01,2.498421E+01,6.013410E+01,1.271667E+01,0.000000E+00,1.789067E+01,2.653725E+01,4.137410E+01
6.059570E+01,1.194668E+01,0.000000E+00,1.614970E+01,2.375986E+01,7.171953E+01,1.483401E+01,0.000000E+00,1.521643E+01,2.498152E+01,6.013192E+01,1.271587E+01,0.000000E+00,1.788698E+01,2.653049E+01,4.132673E+01
6.064453E+01,1.194429E+01,0.000000E+00,1.614728E+01,2.376387E+01,7.171756E+01,1.483185E+01,0.000000E+00,1.521597E+01,2.497882E+01,6.012975E+01,1.271486E+01,0.000000E+00,1.788332E+01,2.652385E+01,4.127934E+01
6.069336E+01,1.194190E+01,0.000000E+00,1.614489E+01,2.376792E+01,7.171559E+01,1.482971E+01,0.000000E+00,1.521552E+01,2.497612E+01,6.012758E+01,1.271366E+01,0.000000E+00,1.787972E+01,2.651734E+01,4.123195E+01
6.074219E+01,1.193951E+01,0.000000E+00,1.614253E+01,2.377199E+01,7.171362E+01,1.482759E+01,0.000000E+00,1.521508E+01,2.497343E+01,6.012542E+01,1.271227E+01,0.000000E+00,1.787616E+01,2.651096E+01,4.118453E+01
6.079102E+01,1.193712E+01,0.000000E+00,1.614019E+01,2.377608E+01,7.171166E+01,1.482548E+01,0.000000E+00,1.521465E+01,2.497073E+01,6.012326E+01,1.271069E+01,0.000000E+00,1.787266E+01,2.650471E+01,4.113711E+01
6.083984E+01,1.193472E+01,0.000000E+00,1.613788E+01,2.378019E+01,7.170970E+01,1.482339E+01,0.000000E+00,1.521423E+01,2.496803E+01,6.012111E+01,1.270892E+01,0.000000E+00,1.786920E+01,2.649860E+01,4.108968E+01
6.088867E+01,1.193232E+01,0.000000E+00,1.613559E+01,2.378431E+01,7.170773E+01,1.482133E+01,0.000000E+00,1.521382E+01,2.496533E+01,6.011896E+01,1.270697E+01,0.000000E+00,1.786580E+01,2.649263E+01,4.104224E+01
6.093750E+01,1.192992E+01,0.000000E+00,1.613332E+01,2.378844E+01,7.170578E+01,1.481929E+01,0.000000E+00,1.521341E+01,2.496263E+01,6.011682E+01,1.270484E+01,0.000000E+00,1.786244E+01,2.648680E+01,4.099480E+01
6.098633E+01,1.192752E+01,0.000000E+00,1.613109E+01,2.379258E+01,7.170382E+01,1.481728E+01,0.000000E+00,1.521302E+01,2.495994E+01,6.011468E+01,1.270252E+01,0.000000E+00,1.785914E+01,2.648111E+01,4.094735E+01
6.103516E+01,1.192511E+01,0.000000E+00,1.612888E+01,2.379673E+01,7.170186E+01,1.481530E+01,0.000000E+00,1.521264E+01,2.495725E+01,6.011255E+01,1.270004E+01,0.000000E+00,1.785589E+01,2.647556E+01,4.089990E+01
6.108398E+01,1.192270E+01,0.000000E+00,1.612669E+01,2.380088E+01,7.169991E+01,1.481335E+01,0.000000E+00,1.521226E+01,2.495456E+01,6.011042E+01,1.269738E+01,0.000000E+00,1.785269E+01,2.647015E+01,4.085246E+01
6.113281E+01,1.192029E+01,0.000000E+00,1.612453E+01,2.380502E+01,7.169796E+01,1.481143E+01,0.000000E+00,1.521190E+01,2.495187E+01,6.010830E+01,1.269455E+01,0.000000E+00,1.784955E+01,2.646488E+01,4.080502E+01
6.118164E+01,1.191787E+01,0.000000E+00,1.612239E+01,2.380916E+01,7.169600E+01,1.480955E+01,0.000000E+00,1.521155E+01,2.494919E+01,6.010617E+01,1.269156E+01,0.000000E+00,1.784645E+01,2.645975E+01,4.075759E+01
6.123047E+01,1.191545E+01,0.000000E+00,1.612029E+01,2.381329E+01,7.169405E+01,1.480771E+01,0.000000E+00,1.521121E+01,2.494651E+01,6.010406E+01,1.268841E+01,0.000000E+00,1.784340E+01,2.645475E+01,4.071016E+01
6.127930E+01,1.191303E+01,0.000000E+00,1.611820E+01,2.381741E+01,7.169210E+01,1.480591E+01,0.000000E+00,1.521088E+01,2.494384E+01,6.010194E+01,1.268511E+01,0.000000E+00,1.784040E+01,2.644990E+01,4.066275E+01
6.132813E+01,1.191060E+01,0.000000E+00,1.611614E+01,2.382152E+01,7.169016E+01,1.480415E+01,0.000000E+00,1.521056E+01,2.494117E+01,6.009983E+01,1.268166E+01,0.000000E+00,1.783745E+01,2.644517E+01,4.061535E+01
6.137695E+01,1.190817E+01,0.000000E+00,1.611411E+01,2.382561E+01,7.168821E+01,1.480244E+01,0.000000E+00,1.521026E+01,2.493851E+01,6.009772E+01,1.267807E+01,0.000000E+00,1.783454E+01,2.644058E+01,4.056798E+01
6.142578E+01,1.190574E+01,0.000000E+00,1.611210E+01,2.382968E+01,7.168626E+01,1.480077E+01,0.000000E+00,1.520996E+01,2.493585E+01,6.009561E+01,1.267434E+01,0.000000E+00,1.783167E+01,2.643611E+01,4.052062E+01
6.147461E+01,1.190331E+01,0.000000E+00,1.611012E+01,2.383373E+01,7.168432E+01,1.479915E+01,0.000000E+00,1.520968E+01,2.493321E+01,6.009351E+01,1.267047E+01,0.000000E+00,1.782885E+01,2.643177E+01,4.047328E+01
6.152344E+01,1.190088E+01,0.000000E+00,1.610817E+01,2.383776E+01,7.168237E+01,1.479757E+01,0.000000E+00,1.520941E+01,2.493057E+01,6.009141E+01,1.266647E+01,0.000000E+00,1.782607E+01,2.642755E+01,4.042598E+01
6.157227E+01,1.189844E+01,0.000000E+00,1.610624E+01,2.384176E+01,7.168043E+01,1.479605E+01,0.000000E+00,1.520916E+01,2.492794E+01,6.008931E+01,1.266236E+01,0.000000E+00,1.782332E+01,2.642345E+01,4.037871E+01
6.162109E+01,1.189601E+01,0.000000E+00,1.610433E+01,2.384573E+01,7.167849E+01,1.479458E+01,0.000000E+00,1.520891E+01,2.492532E+01,6.008721E+01,1.265812E+01,0.000000E+00,1.782061E+01,2.641945E+01,4.033147E+01
6.166992E+01,1.189357E+01,0.000000E+00,1.610245E+01,2.384967E+01,7.167654E+01,1.479316E+01,0.000000E+00,1.520868E+01,2.492271E+01,6.008512E+01,1.265378E+01,0.000000E+00,1.781794E+01,2.641557E+01,4.028427E+01
6.171875E+01,1.189113E+01,0.000000E+00,1.610059E+01,2.385357E+01,7.167460E+01,1.479180E+01,0.000000E+00,1.520847E+01,2.492011E+01,6.008303E+01,1.264933E+01,0.000000E+00,1.781529E+01,2.641178E+01,4.023711E+01
6.176758E+01,1.188870E+01,0.000000E+00,1.609876E+01,2.385745E+01,7.167266E+01,1.479050E+01,0.000000E+00,1.520826E+01,2.491753E+01,6.008094E+01,1.264478E+01,0.000000E+00,1.781267E+01,2.640810E+01,4.019000E+01
6.181641E+01,1.188626E+01,0.000000E+00,1.609695E+01,2.386128E+01,7.167072E+01,1.478925E+01,0.000000E+00,1.520807E+01,2.491495E+01,6.007885E+01,1.264015E+01,0.000000E+00,1.781008E+01,2.640450E+01,4.014294E+01
6.186523E+01,1.188383E+01,0.000000E+00,1.609517E+01,2.386508E+01,7.166878E+01,1.478806E+01,0.000000E+00,1.520790E+01,2.491239E+01,6.007676E+01,1.263542E+01,0.000000E+00,1.780751E+01,2.640098E+01,4.009593E+01
6.191406E+01,1.188140E+01,0.000000E+00,1.609341E+01,2.386884E+01,7.166684E+01,1.478693E+01,0.000000E+00,1.520773E+01,2.490984E+01,6.007468E+01,1.263062E+01,0.000000E+00,1.780495E+01,2.639755E+01,4.004899E+01
6.196289E+01,1.187898E+01,0.000000E+00,1.609168E+01,2.387256E+01,7.166490E+01,1.478586E+01,0.000000E+00,1.520758E+01,2.490730E+01,6.007260E+01,1.262574E+01,0.000000E+00,1.780242E+01,2.639419E+01,4.000211E+01
6.201172E+01,1.187655E+01,0.000000E+00,1.608997E+01,2.387623E+01,7.166296E+01,1.478485E+01,0.000000E+00,1.520745E+01,2.490478E+01,6.007052E+01,1.262079E+01,0.000000E+00,1.779990E+01,2.639089E+01,3.995529E+01
6.206055E+01,1.187413E+01,0.000000E+00,1.608828E+01,2.387986E+01,7.166102E+01,1.478390E+01,0.000000E+00,1.520733E+01,2.490228E+01,6.006844E+01,1.261579E+01,0.000000E+00,1.779738E+01,2.638765E+01,3.990855E+01
6.210938E+01,1.187172E+01,0.000000E+00,1.608661E+01,2.388344E+01,7.165908E+01,1.478301E+01,0.000000E+00,1.520723E+01,2.489979E+01,6.006637E+01,1.261073E+01,0.000000E+00,1.779488E+01,2.638446E+01,3.986189E+01
6.215820E+01,1.186931E+01,0.000000E+00,1.608497E+01,2.388697E+01,7.165715E+01,1.478219E+01,0.000000E+00,1.520713E+01,2.489732E+01,6.006430E+01,1.260563E+01,0.000000E+00,1.779238E+01,2.638131E+01,3.981531E+01
6.220703E+01,1.186691E+01,0.000000E+00,1.608334E+01,2.389046E+01,7.165521E+01,1.478143E+01,0.000000E+00,1.520706E+01,2.489486E+01,6.006223E+01,1.260049E+01,0.000000E+00,1.778988E+01,2.637820E+01,3.976882E+01
6.225586E+01,1.186451E+01,0.000000E+00,1.608174E+01,2.389389E+01,7.165327E+01,1.478073E+01,0.000000E+00,1.520700E+01,2.489242E+01,6.006016E+01,1.259532E+01,0.000000E+00,1.778737E+01,2.637512E+01,3.972243E+01
6.230469E+01,1.186212E+01,0.000000E+00,1.608016E+01,2.389727E+01,7.165134E+01,1.478010E+01,0.000000E+00,1.520695E+01,2.489000E+01,6.005809E+01,1.259012E+01,0.000000E+00,1.778486E+01,2.637206E+01,3.967613E+01
6.235352E+01,1.185974E+01,0.000000E+00,1.607861E+01,2.390060E+01,7.164940E+01,1.477953E+01,0.000000E+00,1.520692E+01,2.488760E+01,6.005603E+01,1.258490E+01,0.000000E+00,1.778234E+01,2.636901E+01,3.962993E+01
6.240234E+01,1.185736E+01,0.000000E+00,1.607707E+01,2.390388E+01,7.164747E+01,1.477902E+01,0.000000E+00,1.520691E+01,2.488522E+01,6.005397E+01,1.257967E+01,0.000000E+00,1.777981E+01,2.636597E+01,3.958384E+01
6.245117E+01,1.185499E+01,0.000000E+00,1.607555E+01,2.390709E+01,7.164554E+01,1.477857E+01,0.000000E+00,1.520691E+01,2.488286E+01,6.005191E+01,1.257444E+01,0.000000E+00,1.777726E+01,2.636293E+01,3.953787E+01
6.250000E+01,1.185263E+01,0.000000E+00,1.607405E+01,2.391026E+01,7.164361E+01,1.477819E+01,0.000000E+00,1.520692E+01,2.488052E+01,6.004986E+01,1.256921E+01,0.000000E+00,1.777470E+01,2.635987E+01,3.949201E+01
6.254883E+01,1.185028E+01,0.000000E+00,1.607257E+01,2.391336E+01,7.164167E+01,1.477787E+01,0.000000E+00,1.520695E+01,2.487821E+01,6.004781E+01,1.256399E+01,0.000000E+00,1.777211E+01,2.635679E+01,3.944628E+01
6.259766E+01,1.184794E+01,0.000000E+00,1.607112E+01,2.391641E+01,7.163974E+01,1.477762E+01,0.000000E+00,1.520700E+01,2.487591E+01,6.004576E+01,1.255878E+01,0.000000E+00,1.776950E+01,2.635369E+01,3.940068E+01
6.264648E+01,1.184560E+01,0.000000E+00,1.606968E+01,2.391940E+01,7.163781E+01,1.477742E+01,0.000000E+00,1.520706E+01,2.487364E+01,6.004371E+01,1.255360E+01,0.000000E+00,1.776685E+01,2.635055E+01,3.935521E+01
6.269531E+01,1.184328E+01,0.000000E+00,1.606825E+01,2.392233E+01,7.163589E+01,1.477728E+01,0.000000E+00,1.520713E+01,2.487139E+01,6.004167E+01,1.254845E+01,0.000000E+00,1.776418E+01,2.634737E+01,3.930987E+01
6.274414E+01,1.184097E+01,0.000000E+00,1.606685E+01,2.392519E+01,7.163396E+01,1.477721E+01,0.000000E+00,1.520723E+01,2.486917E+01,6.003963E+01,1.254334E+01,0.000000E+00,1.776147E+01,2.634413E+01,3.926469E+01
6.279297E+01,1.183866E+01,0.000000E+00,1.606546E+01,2.392799E+01,7.163203E+01,1.477719E+01,0.000000E+00,1.520733E+01,2.486697E+01,6.003760E+01,1.253827E+01,0.000000E+00,1.775872E+01,2.634084E+01,3.921965E+01
6.284180E+01,1.183636E+01,0.000000E+00,1.606409E+01,2.393073E+01,7.163011E+01,1.477723E+01,0.000000E+00,1.520745E+01,2.486480E+01,6.003556E+01,1.253325E+01,0.000000E+00,1.775594E+01,2.633747E+01,3.917477E+01
6.289063E+01,1.183408E+01,0.000000E+00,1.606274E+01,2.393341E+01,7.162819E+01,1.477733E+01,0.000000E+00,1.520759E+01,2.486265E+01,6.003354E+01,1.252829E+01,0.000000E+00,1.775310E+01,2.633404E+01,3.913004E+01
6.293945E+01,1.183180E+01,0.000000E+00,1.606141E+01,2.393602E+01,7.162626E+01,1.477748E+01,0.000000E+00,1.520774E+01,2.486053E+01,6.003151E+01,1.252339E+01,0.000000E+00,1.775023E+01,2.633051E+01,3.908548E+01
6.298828E+01,1.182953E+01,0.000000E+00,1.606009E+01,2.393857E+01,7.162435E+01,1.477769E+01,0.000000E+00,1.520791E+01,2.485844E+01,6.002949E+01,1.251856E+01,0.000000E+00,1.774730E+01,2.632690E+01,3.904109E+01
6.303711E+01,1.182727E+01,0.000000E+00,1.605879E+01,2.394105E+01,7.162243E+01,1.477795E+01,0.000000E+00,1.520810E+01,2.485637E+01,6.002747E+01,1.251382E+01,0.000000E+00,1.774432E+01,2.632319E+01,3.899687E+01
6.308594E+01,1.182502E+01,0.000000E+00,1.605751E+01,2.394346E+01,7.162051E+01,1.477826E+01,0.000000E+00,1.520829E+01,2.485433E+01,6.002546E+01,1.250915E+01,0.000000E+00,1.774129E+01,2.631937E+01,3.895283E+01
6.313477E+01,1.182278E+01,0.000000E+00,1.605624E+01,2.394581E+01,7.161860E+01,1.477862E+01,0.000000E+00,1.520851E+01,2.485232E+01,6.002345E+01,1.250473E+01,0.000000E+00,1.773820E+01,2.631544E+01,3.890897E+01
6.318359E+01,1.182055E+01,0.000000E+00,1.605498E+01,2.394808E+01,7.161669E+01,1.477903E+01,0.000000E+00,1.520873E+01,2.485034E+01,6.002145E+01,1.250383E+01,0.000000E+00,1.773506E+01,2.631139E+01,3.886530E+01
6.323242E+01,1.181833E+01,0.000000E+00,1.605375E+01,2.395029E+01,7.161478E+01,1.477948E+01,0.000000E+00,1.520898E+01,2.484839E+01,6.001945E+01,1.250291E+01,0.000000E+00,1.773185E+01,2.630721E+01,3.882182E+01
6.328125E+01,1.181612E+01,0.000000E+00,1.605253E+01,2.395243E+01,7.161287E+01,1.477998E+01,0.000000E+00,1.520923E+01,2.484648E+01,6.001746E+01,1.250196E+01,0.000000E+00,1.772858E+01,2.630290E+01,3.877854E+01
6.333008E+01,1.181392E+01,0.000000E+00,1.605132E+01,2.395450E+01,7.161096E+01,1.478053E+01,0.000000E+00,1.520950E+01,2.484459E+01,6.001547E+01,1.250098E+01,0.000000E+00,1.772525E+01,2.629845E+01,3.873545E+01
6.337891E+01,1.181172E+01,0.000000E+00,1.605013E+01,2.395650E+01,7.160906E+01,1.478111E+01,0.000000E+00,1.520979E+01,2.484273E+01,6.001348E+01,1.249998E+01,0.000000E+00,1.772185E+01,2.629385E+01,3.869257E+01
