0,0.00E+00
0.005,3.58E-05
0.01,3.95E-05
0.015,4.53E-05
0.02,5.35E-05
0.025,6.25E-05
0.03,7.35E-05
0.035,8.36E-05
0.04,9.49E-05
0.045,1.03E-04
0.05,1.12E-04
0.055,1.17E-04
0.06,1.26E-04
0.065,1.34E-04
0.07,1.46E-04
0.075,1.58E-04
0.08,1.73E-04
0.085,1.89E-04
0.09,2.10E-04
0.095,2.30E-04
0.1,2.55E-04
0.105,2.79E-04
0.11,3.07E-04
0.115,3.32E-04
0.12,3.57E-04
0.125,3.78E-04
0.13,3.96E-04
0.135,4.05E-04
0.14,4.08E-04
0.145,3.99E-04
0.15,3.77E-04
0.155,3.36E-04
0.16,2.78E-04
0.165,1.95E-04
0.17,9.03E-05
0.175,-4.52E-05
0.18,-2.12E-04
0.185,-4.21E-04
0.19,-6.75E-04
0.195,-9.83E-04
0.2,-1.33E-03
0.205,-1.70E-03
0.21,-2.05E-03
0.215,-2.35E-03
0.22,-2.56E-03
0.225,-2.72E-03
0.23,-2.84E-03
0.235,-2.96E-03
0.24,-3.15E-03
0.245,-3.48E-03
0.25,-3.95E-03
0.255,-4.51E-03
0.26,-5.03E-03
0.265,-5.43E-03
0.27,-5.73E-03
0.275,-6.11E-03
0.28,-6.74E-03
0.285,-7.63E-03
0.29,-8.52E-03
0.295,-9.09E-03
0.3,-9.18E-03
0.305,-8.74E-03
0.31,-7.55E-03
0.315,-5.26E-03
0.32,-1.50E-03
0.325,3.87E-03
0.33,1.02E-02
0.335,1.59E-02
0.34,1.91E-02
0.345,1.88E-02
0.35,1.54E-02
0.355,9.64E-03
0.36,2.88E-03
0.365,-3.93E-03
0.37,-1.03E-02
0.375,-1.61E-02
0.38,-2.05E-02
0.385,-2.30E-02
0.39,-2.32E-02
0.395,-2.23E-02
0.4,-2.18E-02
0.405,-2.31E-02
0.41,-2.58E-02
0.415,-2.78E-02
0.42,-2.70E-02
0.425,-2.29E-02
0.43,-1.65E-02
0.435,-9.11E-03
0.44,-1.26E-03
0.445,7.47E-03
0.45,1.75E-02
0.455,2.84E-02
0.46,3.80E-02
0.465,4.36E-02
0.47,4.35E-02
0.475,3.81E-02
0.48,2.86E-02
0.485,1.58E-02
0.49,1.65E-03
0.495,-1.11E-02
0.5,-2.01E-02
0.505,-2.41E-02
0.51,-2.35E-02
0.515,-1.90E-02
0.52,-1.06E-02
0.525,1.83E-03
0.53,1.77E-02
0.535,3.48E-02
0.54,4.87E-02
0.545,5.45E-02
0.55,4.98E-02
0.555,3.69E-02
0.56,2.12E-02
0.565,7.71E-03
0.57,-2.34E-03
0.575,-1.07E-02
0.58,-1.95E-02
0.585,-2.87E-02
0.59,-3.70E-02
0.595,-4.27E-02
0.6,-4.53E-02
0.605,-4.57E-02
0.61,-4.40E-02
0.615,-3.86E-02
