time,accel_x_0,accel_x_11,accel_x_14,accel_x_17,accel_x_18,accel_y_0,accel_y_11,accel_y_14,accel_y_17,accel_y_18,accel_z_0,accel_z_11,accel_z_14,accel_z_17,accel_z_18
45,6.444705880071e-13,2.6906642525137e-08,1.278017358608e-09,5.620299281528e-09,3.4262618131553e-08,-6.9715067052556e-14,-5.3116135265152e-07,-6.1214802671294e-10,-2.1599466382138e-09,-3.3349255718074e-09,-4.1067149680885e-13,3.5677238940934e-11,2.9728757053316e-08,-5.2808729611442e-12,-8.5059737031656e-13
