time,node_0_accel_x,node_0_accel_y,node_0_accel_z,node_11_accel_x,node_11_accel_y,node_11_accel_z,node_14_accel_x,node_14_accel_y,node_14_accel_z,node_17_accel_x,node_17_accel_y,node_17_accel_z,node_18_accel_x,node_18_accel_y,node_18_accel_z
0.265,-0.20769000516,0.073738001832005,-0.174846004344,0.12001701393366,-0.024665829976492,-0.12861916261857,-0.18250311163697,0.06904770401306,-0.18275453241472,-0.10601778435914,0.063459694516153,-0.19054837084657,0.00812173301038,-0.048495131293802,-0.19482937482336
0.27,-0.246974006136,0.086618002151997,-0.184506004584,0.11488453349535,-0.024649129196515,-0.16093511292651,-0.23118144076689,0.083931588708202,-0.19419002610343,-0.16299899917724,0.087742677585487,-0.2057941231433,-0.027987832306981,-0.041707870720129,-0.21633481918423
0.275,-0.282394007016,0.099176002464005,-0.196742004888,0.10247144215157,-0.017190280783222,-0.19877773786134,-0.27631976325747,0.10140403444581,-0.19982859951746,-0.23048338982804,0.10831746422034,-0.20723470178954,-0.07382539435189,-0.024265756393767,-0.21830256100166
0.28,-0.314916007824,0.11076800275199,-0.217028005392,0.079057846436593,-0.0034353755680731,-0.23288519348398,-0.31648134433806,0.11886428931351,-0.20818548566715,-0.30420610041393,0.12525630426468,-0.20202292170836,-0.13139366718309,0.0038912804672241,-0.20339270486636
0.285,-0.34776000864,0.11914000296,-0.245686006104,0.040772025090051,0.013892255310879,-0.25813232433013,-0.35429468202146,0.13270263537995,-0.22788187293377,-0.37716654878661,0.13998776974931,-0.20726888236174,-0.20223593411134,0.041624069759304,-0.19159996907627
0.29,-0.37996000944,0.123648003072,-0.274344006816,-0.015171028831142,0.031805798485721,-0.27647466358896,-0.39313359041382,0.14018903151764,-0.25988916736384,-0.44176941281024,0.15364195944823,-0.23791005918525,-0.28665875751581,0.086888912913882,-0.21121950427172
0.295,-0.41538001032,0.123648003072,-0.292698007272,-0.089077256883767,0.048674202413845,-0.2955886126937,-0.43341374855155,0.14068586593485,-0.29527289653065,-0.4929016398216,0.1655980853817,-0.29155053679971,-0.38294058696732,0.13699466247167,-0.27485206238717
0.3,-0.44436001104001,0.120428002992,-0.295596007344,-0.17783288554073,0.065002378077845,-0.32095307087443,-0.47284195636594,0.13606639011083,-0.31944616992244,-0.53020029279903,0.17350713159054,-0.34376878768052,-0.48719688682784,0.18881147998478,-0.35809891524252
0.305,-0.4669000116,0.116886002904,-0.281428006992,-0.27506253826985,0.082801859835228,-0.34702178265524,-0.50554503795409,0.12946219147936,-0.31879871311835,-0.55726004307149,0.17466403064149,-0.36178259478157,-0.59373208086953,0.23877209300761,-0.4062951702413
0.31,-0.48944001216,0.115598002872,-0.24311000604001,-0.37301724210081,0.10409760336871,-0.35900753658569,-0.52453842669709,0.12387717554803,-0.28373488244781,-0.57817035861728,0.16780199904624,-0.32634337390805,-0.69595051700995,0.28290841640842,-0.37354319931447
0.315,-0.51198001272,0.12010600298401,-0.16937200420799,-0.46549120473538,0.12931019713326,-0.34351952491843,-0.53209075591223,0.1215233967752,-0.20702222194716,-0.59368548138401,0.15382539683701,-0.23913341907145,-0.78722636243327,0.31704147102834,-0.26074560065567
0.32,-0.54418001352,0.14007000348,-0.048300001200004,-0.55019281200692,0.15657782918177,-0.29457532215943,-0.54096773193225,0.12474695805869,-0.084550408306227,-0.60094658655434,0.1353305287858,-0.11102325687202,-0.86142991709055,0.33717255213824,-0.10939368958639
0.325,-0.59892001488,0.179676004464,0.12461400309601,-0.62834437884129,0.18208750234757,-0.20628090244016,-0.56352795343662,0.13908345249537,0.084911372903495,-0.59715344184223,0.11594621191901,0.053220791723157,-0.91306107728427,0.33997911151486,0.047821410944061
0.33,-0.67298001672,0.23667000588,0.32844000815999,-0.70183963819329,0.20129823770219,-0.060754333036039,-0.61048905871676,0.17286711541268,0.29612579564193,-0.58470856657923,0.10065206966675,0.25826969092615,-0.93733682701058,0.32336444937969,0.22478272467727
0.335,-0.75992001888,0.301392007488,0.51198001272001,-0.76982237147233,0.21021091959446,0.16722888480456,-0.68758460015111,0.22896031294729,0.51919835217354,-0.57507880420911,0.097050316014362,0.50244150291835,-0.93083088843974,0.28711340387511,0.46002324120145
0.34,-0.84364002096,0.36386000904,0.61502001528,-0.8278017731543,0.20649371871181,0.48458373614705,-0.78141346969172,0.29906666098349,0.6935004214857,-0.58741748189184,0.11596572846455,0.74742283010711,-0.89308129635104,0.23374149868498,0.74949405640682
0.345,-0.91126002263999,0.40894001016,0.60536001503998,-0.87045362246073,0.19067194497859,0.85507062293943,-0.86837542737724,0.36863609219685,0.75360156429,-0.64037741353085,0.1690912536703,0.90136072750511,-0.82842128326737,0.16937751653566,0.9965225581264
0.35,-0.94024002336,0.44436001104,0.49588001232001,-0.8968921785134,0.16735638000513,1.1920181123181,-0.93331966429035,0.42402706990455,0.66450500559248,-0.74235818000743,0.26224503876955,0.85834929683858,-0.74744816555728,0.10437487748397,1.0373296106977
0.355,-0.91770002279997,0.47012001168,0.31040800771197,-0.9154583669194,0.14620186230249,1.3754632813639,-0.96429310870857,0.4613522397543,0.43543071903248,-0.88576502478877,0.38721114879531,0.58143422260705,-0.66690187957365,0.052772976490075,0.75253317456813
0.36,-0.83398002072003,0.49266001224,0.092736002304004,-0.94405827571617,0.14119286641155,1.3015313663874,-0.94928660470722,0.49260018171886,0.11571693117918,-1.0461070749215,0.52081694839802,0.14480578292086,-0.60744538140315,0.030050049574346,0.19199731312536
0.365,-0.69552001728,0.50232001247999,-0.126546003144,-1.0050681505666,0.16729490197774,0.94020886890573,-0.88403864232987,0.53111451143538,-0.20941644150764,-1.1869981440645,0.63614877727863,-0.30471347482502,-0.58948984699118,0.04957749094375,-0.41463152252744
0.37,-0.52164001295997,0.483000012,-0.33166000824,-1.1159312724929,0.2343294856063,0.34742531888163,-0.76886866977204,0.57044484437956,-0.46086330312917,-1.2696232231182,0.7175852764892,-0.62380241670628,-0.62802949180098,0.11923817209014,-0.80653512214037
0.375,-0.34776000864,0.43470001079998,-0.51842001288,-1.279925280887,0.3406611859653,-0.37374072615227,-0.60876402987014,0.58420065964875,-0.61806205997748,-1.2594200075834,0.76540415724641,-0.74531051374526,-0.72766714024311,0.23971137465679,-0.87620138597691
0.38,-0.19126800475195,0.3703000092,-0.66010001639999,-1.4808218775801,0.47186776293638,-1.1067261173325,-0.4244582334851,0.54589467047969,-0.69793412367537,-1.1293363237887,0.78528038848116,-0.7194176742755,-0.87885319215141,0.40470606806051,-0.72744497490272
0.385,-0.066976001664038,0.30332400753601,-0.74060001840003,-1.683731628566,0.6072707640461,-1.7285107702311,-0.24315203146177,0.4547141926396,-0.72332731676406,-0.86833252038717,0.7725981084207,-0.66983858541974,-1.0563053072171,0.60197266622998,-0.57618253841055
0.39,0.022314600554395,0.244076006064,-0.74704001855997,-1.8420808606096,0.73045186888494,-2.1246712505522,-0.077320791819917,0.34119027004685,-0.72435589936538,-0.4942329899766,0.70806369959665,-0.67817358108335,-1.220610130305,0.81368962026351,-0.58234807500532
0.395,0.080500001999973,0.19803000492001,-0.71806001784,-1.9077557238264,0.83440804472919,-2.2161434980572,0.071417839559319,0.24220838428772,-0.72238972128468,-0.056741167545474,0.57275725350708,-0.73026972581916,-1.3237493320612,1.0161127152941,-0.73088001053869
0.4,0.11881800295203,0.17420200432798,-0.70196001743998,-1.8420698249378,0.9165052542703,-1.9718761908313,0.20395561350526,0.17676898933223,-0.72292493447002,0.37697422053506,0.37138292969193,-0.76946282071675,-1.3181369560273,1.1800282006182,-0.86245607931667
0.405,0.14264600354404,0.17645600438399,-0.74382001848,-1.6264181374125,0.96877337882227,-1.4264451204605,0.32413052247017,0.14226449731289,-0.73734588622388,0.74499929976339,0.14070248272246,-0.76245705673159,-1.1669306013711,1.2739372501726,-0.84372909872118
0.41,0.15391600382408,0.20447000508,-0.83076002064001,-1.2717518868674,0.97441835058002,-0.71218315183357,0.42419157096868,0.12372493444663,-0.78671211103582,1.0060517239098,-0.067736947115536,-0.74016668328893,-0.85255346977388,1.2702126678887,-0.71337663950406
0.415,0.15649200388808,0.23924600594403,-0.89516002223999,-0.82051615334556,0.91646526256179,-0.042080855091353,0.48009784313406,0.11008988565241,-0.86212417206806,1.1406945260373,-0.21453368190642,-0.7791227349298,-0.38144246745052,1.1520364452828,-0.65232825115996
0.42,0.16422000407989,0.25792200640799,-0.86940002159999,-0.33515692333973,0.79262836086287,0.38078132562365,0.47649504405069,0.10325380708642,-0.90653712000986,1.1455617181248,-0.28304145453201,-0.89843021469849,0.2153043154549,0.91826863520635,-0.79762272537057
0.425,0.19191200476802,0.24633000612,-0.73738001832,0.12219001313329,0.623295621288,0.45485347662029,0.42431470598545,0.10684194941781,-0.8628310644587,1.0295172178218,-0.27060503050613,-0.9953483928989,0.88481383251653,0.58498881997964,-1.063671447415
0.43,0.24794000615996,0.20221600502397,-0.53130001320001,0.50614145402695,0.44435761008649,0.21954321827176,0.3554625233094,0.11414436099279,-0.70146266616867,0.81167050983962,-0.18149210114837,-0.91382630702494,1.5581566100663,0.18410145817918,-1.1570385357166
0.435,0.32200000800007,0.13169800327202,-0.29334200728798,0.79297122881241,0.29141884778379,-0.16979361779847,0.3072951165905,0.11400557587827,-0.41910812586126,0.52242665703977,-0.032999293056355,-0.5820328732115,2.1580525458792,-0.24024775485379,-0.82373285047396
0.44,0.39928000992001,0.044114001095988,-0.040572001008015,0.97896988470646,0.18930437074572,-0.53317943989337,0.29851620090494,0.09797581252129,-0.058138253833731,0.20972447184661,0.13966824151761,-0.080027338217985,2.6085593528664,-0.63754643259348,-0.11693231341573
0.445,0.46690001159989,-0.066332001647982,0.24053400597603,1.0773121782989,0.15119027210986,-0.75097464767969,0.31534283582281,0.060467900783011,0.31306317391937,-0.058384492376098,0.29186084172162,0.42623101830901,2.846256714049,-0.95861687324828,0.60989561627458
0.45,0.52808001312003,-0.19706400489603,0.56350001399998,1.1147752950826,0.1774858230524,-0.76102242357115,0.3337216827888,-0.0026603383721031,0.65123519683394,-0.21236547023305,0.3840725348566,0.79468481865917,2.8317504664067,-1.1637534948072,1.0139288916731
0.455,0.5860400145599,-0.32039000795998,0.91448002272001,1.1272614995446,0.24925481690743,-0.50859931558533,0.35068769332016,-0.097138080375785,0.95149185717385,-0.21534247432285,0.38928476223064,1.0007285641834,2.5585225806587,-1.2294556969316,1.0629115940768
0.46,0.63756001584004,-0.39606000983996,1.2236000303999,1.155492641699,0.32620991060405,0.056308600837351,0.38743246609474,-0.21755940290913,1.2146449082863,-0.080829569764142,0.29192173636424,1.1539218367717,2.055612178421,-1.1527343063549,1.0279180981099
0.465,0.67298001671987,-0.40250000999997,1.40392003488,1.2388236547783,0.36001315441897,0.91267666356736,0.46926198105232,-0.33015854737547,1.4170805311312,0.14550786778893,0.087797125801474,1.3627737600428,1.3828666130297,-0.95267212129565,1.2001403381903
0.47,0.67942001687995,-0.35098000872001,1.4007000348,1.4031853906856,0.31470827624227,1.9124368520388,0.5965134593888,-0.39349349598285,1.5152690298083,0.4202785585323,-0.20857301711642,1.5977707449345,0.6211464000508,-0.66879696444128,1.5991611226924
0.475,0.65044001616009,-0.26275200652792,1.22682003048,1.6459319256978,0.1760615805807,2.8082373729523,0.72964989230098,-0.39518113071299,1.4512992702628,0.71689090490502,-0.55334598231051,1.696902388159,-0.13867571187806,-0.35562066324864,1.9279565411945
0.48,0.59892001487994,-0.16583000412011,0.92092002287991,1.9292744578365,-0.054751206865394,3.3312340086705,0.81295402846208,-0.35524535116461,1.1786999292426,1.0107040139879,-0.87115362116934,1.4822575156416,-0.80595495956558,-0.073065529098453,1.8150686019983
0.485,0.53130001320006,-0.072450001799986,0.50876001263996,2.1935435172425,-0.36970241063769,3.2791145019598,0.81670184496037,-0.3054509971315,0.69837839793055,1.259597339723,-1.0742273053711,0.90965651360772,-1.3002999613744,0.1262287384008,1.1297959309036
0.49,0.47012001167996,0.012429200308777,0.053130001319944,2.3833897539285,-0.75035462385157,2.5955395537864,0.7549141762575,-0.26641181439018,0.078986815962007,1.4050738659479,-1.1019447802158,0.10762045036262,-1.5620575586556,0.20923139401556,0.095508994271188
0.495,0.42504001055992,0.08468600210405,-0.35742000887997,2.4669261552551,-1.1538751343457,1.3762659500952,0.66802155425731,-0.22532719843784,-0.52549704545845,1.3944565058691,-0.95239131256286,-0.69645904910083,-1.562356432002,0.16995498858349,-0.88488921521472
0.5,0.39928000991997,0.15134000376,-0.64722001608003,2.4352968250339,-1.5067516119106,-0.19132557509032,0.59229561829774,-0.14239073530417,-0.94163146170123,1.2082826583873,-0.67279459271636,-1.2565877413587,-1.3096261113455,0.02903151956582,-1.499615154311
0.505,0.40572001008002,0.21992600546413,-0.77602001927999,2.2907555758684,-1.7236325779183,-1.8604212541541,0.53433805009436,0.0079971607797986,-1.0794831567752,0.87655741452382,-0.31904636974639,-1.4079033550075,-0.84951247719214,-0.17309813918434,-1.638377072524
0.51,0.44114001096005,0.29688400737593,-0.75670001879994,2.0404303764274,-1.7480212200383,-3.3055955610821,0.474547834245,0.21457050184589,-0.9503087511476,0.47179107525014,0.070668950042343,-1.1544689446863,-0.25702370523884,-0.38527289570637,-1.3349976899755
0.515,0.49588001232,0.38318000952006,-0.6118000152,1.6991809330329,-1.5846986160542,-4.1523088988624,0.40194441795698,0.43937485068315,-0.64679430796234,0.080195618553709,0.46949991435361,-0.66784602224342,0.37733927457504,-0.55385775809271,-0.72557712995774
