time,node_0_accel_x,node_0_accel_y,node_0_accel_z,node_11_accel_x,node_11_accel_y,node_11_accel_z,node_14_accel_x,node_14_accel_y,node_14_accel_z,node_17_accel_x,node_17_accel_y,node_17_accel_z,node_18_accel_x,node_18_accel_y,node_18_accel_z
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0.0044758001112,-0.00483000012,0.00115276002864,-3.9898894067333e-05,4.3056360504398e-05,4.3778478173613e-06,0.00046111603974279,-0.00049760723713251,0.00037194585513239,-6.4984894762124e-05,7.0127584275669e-05,8.1630104010979e-05,-1.1344443082128e-05,1.2242204764886e-05,2.9061270510423e-05
0.01,0.0044436001104,-0.0054096001344,0.0012719000316,-0.00016512774934726,0.00018367188669041,5.7217958523319e-05,0.0025479560810418,-0.0028128856720641,0.0013071282988619,-0.00025028969237498,0.00027901658324586,0.00059992158024949,-6.9019988054093e-05,7.6039090040008e-05,0.00028630031285416
0.015,0.0043792001088,-0.0063112001568,0.00145866003624,-0.00042612456172293,0.00049120791927104,0.00033040226520628,0.0055611645546705,-0.0064514910319638,0.0017725181220994,-0.00020247136236457,0.0002670129905415,0.0018004355071647,-0.00020522876669053,0.00023341660032346,0.0012157202215696
0.02,0.0043148001072,-0.0074704001856,0.0017227000428,-0.0008718410277533,0.0010464098117391,0.0011015356030324,0.0062322115243899,-0.0081722886045084,0.0018298782983857,0.00090300843663745,-0.00087405700805983,0.0028422073652694,-0.00039075246097251,0.00046804341362006,0.0028674256963483
0.025,0.0042182001048,-0.00885500022,0.00201250005,-0.0014756065047471,0.0018643967124114,0.0023316379644367,0.0045618469467519,-0.0078555233659521,0.0024201903465217,0.0035993058034885,-0.0038722855189729,0.0027200178837748,-0.0004820275579317,0.00064158615940688,0.0040006860402909
0.03,0.0042182001048,-0.0101752002528,0.0023667000588,-0.0020724358389122,0.0028158653428977,0.0032969815111151,0.0037402082603249,-0.0085745176393367,0.0025265384001796,0.0071989746920844,-0.0082982113125369,0.0022401626364536,-0.00020838276561696,0.00046020982960224,0.0031971281465849
0.035,0.0041538001032,-0.0115598002872,0.00269192006688,-0.0021972062481062,0.0034287368694918,0.0034106953580644,0.0037197070324649,-0.010084713505702,0.002248723792503,0.0097707590478641,-0.012399792554202,0.00228657756528,0.00073028065416879,-0.00045093581016157,0.001350312439736
0.04,0.0042182001048,-0.0126224003136,0.00305578007592,-0.0012076887326727,0.0029600004732935,0.0033519856970846,0.0040931030523572,-0.011818247902743,0.0026975776673481,0.0097322376493688,-0.014556989811247,0.0022635784809193,0.0024534483752812,-0.0023462610727179,0.00091021356120645
0.045,0.0041860001039999,-0.0135562003368,0.0033166000824,0.0012948648956402,0.00078751531643138,0.0039511569299932,0.006143078204886,-0.01512719426095,0.0032960738566962,0.0078964895337288,-0.015344349918047,0.002605932066837,0.0047784358446748,-0.0052213576490402,0.0024527840178748
0.05,0.004347000108,-0.0139426003464,0.0036064000896,0.0048281957933294,-0.0029143727792156,0.0044922090226644,0.0077070858416966,-0.017858776377548,0.0036052811917399,0.0067324745319675,-0.016935259290327,0.0038550977699255,0.0073468672404142,-0.0089031796435633,0.0043875995431838
0.055,0.0043470001080001,-0.0142968003552,0.0037674000936001,0.0079525235565463,-0.0069787091415506,0.0042081702427186,0.0064536691233351,-0.017495919287108,0.0039160494234783,0.0070006934437723,-0.019813614400503,0.0046458060030884,0.009844081538148,-0.013226599594777,0.0053413380949896
0.06,0.0045080001119999,-0.01449000036,0.0040572001008,0.0093537385192791,-0.010200052283017,0.0038424572347728,0.0043668936343797,-0.015971799854213,0.0044967221901758,0.0070299619162267,-0.02201999649491,0.0046564574507026,0.012066378510307,-0.018060955517533,0.0050730882597968
0.065,0.0045402001128,-0.0149086003704,0.0043148001072,0.0090794713907299,-0.012527650993355,0.003831837449773,0.0032493780930351,-0.015227070747857,0.0045674739496727,0.0057764033555708,-0.02222324491666,0.004566544197094,0.013828922911295,-0.023184562159368,0.0042602688960207
0.07,0.0047656001184,-0.015134000376,0.0047012001168,0.0084800996470326,-0.015061418902133,0.0037981857885574,0.0029870665887041,-0.015213012225062,0.0042668500750345,0.0041235599950941,-0.021112019907853,0.0042761058971697,0.014898180743491,-0.028196574430896,0.0038633892362952
0.075,0.00483000012,-0.0155848003872,0.0050876001264,0.0085047012556597,-0.018426516669384,0.0040535372204194,0.0038962691613405,-0.016201193042603,0.0047214819876738,0.00280671540248,-0.019401386492967,0.0041994035673423,0.01504863728971,-0.032573645202892,0.004113212572407
0.08,0.0050554001256001,-0.015778000392,0.0055706001384001,0.0087110657654974,-0.021820256656618,0.0046708099311445,0.0052472944636997,-0.017443998838886,0.0053134758755817,0.0015746792631162,-0.017027203966622,0.0047333951121871,0.014147213711573,-0.0357821148413,0.0046580462712232
0.085,0.0051842001288001,-0.016196600402399,0.0060858001512001,0.0083394373692521,-0.024131384285866,0.0051223868984157,0.0052819855985606,-0.017161333044849,0.0059023432181474,0.00076097333880151,-0.014662275823017,0.0058593475692429,0.012177154084654,-0.037357347046189,0.0054921738097989
0.09,0.0055384001375996,-0.0163254004056,0.0067620001680001,0.0076788227949483,-0.025404033036758,0.0057336313504703,0.0045673477687181,-0.015881571299701,0.0068282461569957,0.0014783269743037,-0.013744593357077,0.0071488073322551,0.0092722639939583,-0.037007859788578,0.0068775842891709
0.095,0.0057638001432,-0.0166152004128,0.0074060001840001,0.0075308106820417,-0.026405663122735,0.0068111641709651,0.0042893139752045,-0.014881426922471,0.0077390442965027,0.0036372065670943,-0.014365096013547,0.0078450653797257,0.0057761542967711,-0.034737981917615,0.008385835696472
0.1,0.0062468001551998,-0.016583000412001,0.0082110002040001,0.0078364313341134,-0.027268550216299,0.008015751724784,0.0043669979102905,-0.014262978947876,0.0083398318292577,0.0054526799722007,-0.014833730936848,0.0084696380689777,0.0021786018760121,-0.030827472331096,0.0090698663250024
0.105,0.0066332001647997,-0.0166796004144,0.0089838002231999,0.0080834020949661,-0.027795703416398,0.009199957588607,0.0055918150659494,-0.014913176633093,0.0087905467315677,0.0058374966915375,-0.014189141531548,0.0090498571802263,-0.0010767955127525,-0.025663788418941,0.0089254832943418
0.11,0.0073416001823999,-0.016357600406401,0.0098854002455998,0.0084110483553565,-0.028415068454405,0.010098427884598,0.0078519094075363,-0.016658151884183,0.0096986534561002,0.005937739134633,-0.013692827893319,0.0092183382558773,-0.0036938500192131,-0.019652951822377,0.00886960892872
0.115,0.0080178001992002,-0.016132200400801,0.0106904002656,0.009258505545495,-0.029718548582987,0.010833214170998,0.0091900029254099,-0.017358326333419,0.010577459065828,0.0071441523577868,-0.014718691612529,0.010087604460049,-0.0054510758759224,-0.0132885574409,0.0095605081140165
0.12,0.0091126002264008,-0.015456000383999,0.0114954002856,0.010237677927941,-0.031345808397405,0.011881029276051,0.0094534777593318,-0.016680694035104,0.011286647584916,0.0089560369474238,-0.016615841622468,0.01142289789748,-0.0061278851529587,-0.0071982094638648,0.011113606452601
0.125,0.0102396002544,-0.0147798003672,0.0121716003024,0.010497793735313,-0.032427639080621,0.012806964081724,0.009879307406258,-0.015757078303805,0.012345462329684,0.010184170757291,-0.017982388410791,0.012473446633587,-0.0055539707936945,-0.002044723881474,0.012929772622453
0.13,0.011817400293601,-0.013652800339199,0.0127512003168,0.0098549282132907,-0.032725568281201,0.01338392900034,0.010623130766059,-0.014668576757736,0.013167425748586,0.010841316149773,-0.018537132075344,0.013489571835705,-0.0037002087547447,0.0016281054127518,0.014040829767203
0.135,0.013524000335999,-0.012525800311201,0.013041000324,0.0086015128416299,-0.032360493960877,0.013946159667189,0.011927183875644,-0.013596001728,0.013475492365713,0.011471841197476,-0.018421744604932,0.013956512640273,-0.00069688074179182,0.00348622398147,0.014200089863043
0.14,0.015778000392001,-0.0109158002712,0.0131376003264,0.0069099808107691,-0.031198635070325,0.014286852280113,0.014406566924204,-0.013102377875863,0.01342214930502,0.011991779695627,-0.017177715331919,0.013831588008718,0.0032085013009124,0.0034368195543306,0.013863065063356
0.145,0.018193000452,-0.0094024002336002,0.0128478003192,0.0050874482899144,-0.029229325283606,0.014403206925216,0.017214246481252,-0.01221525969952,0.013122984548694,0.012412289138022,-0.014644083431782,0.013284602188791,0.0076875868379281,0.0016484962055859,0.013371840745348
0.15,0.021155400525601,-0.0074060001840006,0.012139400301601,0.0039018022804217,-0.026994416213424,0.014384308829788,0.019459132977037,-0.0099000703789814,0.012419666085762,0.013593045892351,-0.011672080090835,0.01238221753415,0.01237883308322,-0.0014722325627368,0.012648736426684
0.155,0.0242788006032,-0.0056350001399981,0.0108192002688,0.0038177079984168,-0.024811136023439,0.013901897616042,0.021828101986865,-0.0068660597999249,0.011118280710078,0.016277493741673,-0.0089983303998569,0.011584705254262,0.016985916537069,-0.0053852116252541,0.011607478429272
0.16,0.0278852006928,-0.0035420000880011,0.0089516002223996,0.0044842039882724,-0.022244285329426,0.012771691078865,0.024731457494429,-0.0036878419099148,0.0095750361796314,0.020071365559976,-0.0062190576479255,0.01016336903613,0.021354538750716,-0.009517337439754,0.01034502452363
0.165,0.031523800783201,-0.0018354000456027,0.0062790001559997,0.0054582385821741,-0.018878882497601,0.010848870355093,0.028330227224734,-0.00077053106831892,0.0072445357997637,0.024119267292027,-0.0026044539731263,0.0078569457360725,0.025444920644488,-0.013273863287475,0.008539198194552
0.17,0.03542000088,-4.8944001213691e-05,0.0029076600722401,0.0068323907503218,-0.014937371538864,0.0081747844106102,0.033053364151905,0.0011276361921056,0.0037881606537735,0.028376837658424,0.0015871893857587,0.0048866286435478,0.029267241584942,-0.016033359397875,0.0055816117109845
0.175,0.039284000976001,0.0011237800279174,-0.0014554400361607,0.0089849121082777,-0.01091698387928,0.0046353129097404,0.038180626719188,0.002428875679671,-0.000482707836147,0.033494390318601,0.0053087255598966,0.00047418864570718,0.032883135122591,-0.017228614763944,0.001230055821198
0.18,0.043148001071999,0.0020704600514434,-0.0068264001696004,0.01204699783492,-0.0069818679702968,-0.00022091818681487,0.042836467960661,0.0037827878109596,-0.0058138804086966,0.03965622902831,0.0079322553770276,-0.0050861934385971,0.036445925663995,-0.016473740678104,-0.0044623966732156
0.185,0.046368001152,0.0020318200504799,-0.013556200336801,0.015925638284718,-0.0030006153143483,-0.0062582985671577,0.047114841558605,0.004779531393644,-0.012393028367635,0.046298638693371,0.0095255261474913,-0.011458812540184,0.040197793743542,-0.013642404061853,-0.011174082562619
0.19,0.049588001232001,0.0014264600354414,-0.02173500054,0.020457183427509,0.0012824745552991,-0.013464386178197,0.050892262915251,0.0050305273568921,-0.020417450489763,0.052825790013941,0.010181415429118,-0.019181994500482,0.044410772816107,-0.0088771637978254,-0.018622113628677
0.195,0.051520001280001,-0.00038640000959722,-0.031652600786401,0.025539445339774,0.0061142152923563,-0.022160438630268,0.053908246204514,0.0043118475946519,-0.029913390832789,0.058850072615523,0.0098583302315287,-0.028358772204532,0.049309988446883,-0.0025596433495966,-0.027246004278238
0.2,0.052486001303998,-0.0026500600658366,-0.042826001064,0.031241594293287,0.011544317475223,-0.032370879706764,0.056472319642247,0.0019493360177453,-0.041128233612834,0.063898146509973,0.008659765616496,-0.039432501068025,0.055011154533015,0.0047369035762934,-0.037951975513861
0.205,0.052486001303997,-0.0056028001391972,-0.054740001360002,0.037697012630075,0.017416444817306,-0.044534765113965,0.058178324469133,-0.0019830164840081,-0.053801254066865,0.067509813068603,0.0065941914839042,-0.052481556534156,0.061476370301072,0.012302015139313,-0.051208836338921
0.21,0.050876001264001,-0.0079856001983996,-0.066010001639999,0.045014623109136,0.023416662106886,-0.058853018050608,0.057914799510882,-0.0060903243218989,-0.066509807403869,0.069497629244815,0.0032691413086617,-0.066601562610575,0.0684865828813,0.019335050003267,-0.066334339460409
0.215,0.047334001176004,-0.0095956002383983,-0.07567000188,0.053246691270812,0.029095982290535,-0.074720826119964,0.055617326613361,-0.0094472663003945,-0.07792694774128,0.069785046050797,-0.0017054249943523,-0.080125206540492,0.075646743962868,0.024972809907886,-0.081320322774697
0.22,0.042504001055998,-0.008919400221604,-0.082432002048,0.062455493689931,0.033746719844575,-0.091106066203313,0.051272199230371,-0.011558136944841,-0.086424573617928,0.068096713232408,-0.0081058817467853,-0.090309300898014,0.082417708984227,0.028321453699277,-0.093237766330904
0.225,0.034454000856003,-0.0056672001407965,-0.087584002176,0.072517214214609,0.036529599188452,-0.10581418513735,0.044449205111974,-0.011432260507255,-0.091085127315891,0.063951386028217,-0.014975831930195,-0.095311645548285,0.08813922248019,0.028544189314175,-0.099192277479849
0.23,0.023667000588005,0.0012590200312794,-0.091448002271999,0.082924114598287,0.036708034983482,-0.11622771302728,0.03531414724805,-0.0085099905600642,-0.093062993973456,0.05697882040228,-0.020921432271209,-0.095374693543186,0.092047234765581,0.025014093847419,-0.098181864002911
0.235,0.0078246001944033,0.010658200264805,-0.095312002368001,0.092908345683662,0.033753124585426,-0.12065897056892,0.023005323678546,-0.0024646405559233,-0.094231210327545,0.047163341355751,-0.02443645363831,-0.092979440037022,0.093322964924693,0.017487535746085,-0.092780671028395
0.24,-0.013620600338403,0.021992600546396,-0.10143000252,0.10174192710786,0.027413060519898,-0.11872718668317,0.0056291422825884,0.0069863424407511,-0.096997004286742,0.034603138581761,-0.02400692597045,-0.092694090584044,0.091175200688306,0.0062616683549971,-0.088794721175929
0.245,-0.042182001048001,0.033166000824006,-0.112056002784,0.10903616794595,0.017814003135567,-0.11235402139994,-0.01806896402155,0.018983102194372,-0.10490229089496,0.018993307376882,-0.018131167555809,-0.098304298039855,0.084923260248843,-0.0077019595064327,-0.092450094318473
0.25,-0.077602001928,0.043470001079998,-0.12719000316,0.11468545604877,0.0057808293119435,-0.10547813889763,-0.04921432508934,0.031888696789575,-0.12010618317846,-0.00072055874003138,-0.0056705315177887,-0.11225203235949,0.074022319451981,-0.022712207016554,-0.10688845159539
0.255,-0.11914000296,0.052808001312,-0.145222003608,0.11866181380717,-0.0069957015322587,-0.10268554442727,-0.088292082124267,0.044486067682234,-0.14101519245783,-0.026480838043451,0.01343250428494,-0.13564142922863,0.058012332995184,-0.036402496169901,-0.13144304606864
0.26,-0.163576004064,0.062790001559995,-0.161966004024,0.12070798903165,-0.018052774525734,-0.10900552991987,-0.13373568778216,0.056517364628788,-0.16363369737138,-0.060825856808212,0.037535833543537,-0.16453835493729,0.036336334901958,-0.04594861999248,-0.16295513805741
