0,0.00E+00
0.005,1.39E-04
0.01,1.38E-04
0.015,1.36E-04
0.02,1.34E-04
0.025,1.31E-04
0.03,1.31E-04
0.035,1.29E-04
0.04,1.31E-04
0.045,1.30E-04
0.05,1.35E-04
0.055,1.35E-04
0.06,1.40E-04
0.065,1.41E-04
0.07,1.48E-04
0.075,1.50E-04
0.08,1.57E-04
0.085,1.61E-04
0.09,1.72E-04
0.095,1.79E-04
0.1,1.94E-04
0.105,2.06E-04
0.11,2.28E-04
0.115,2.49E-04
0.12,2.83E-04
0.125,3.18E-04
0.13,3.67E-04
0.135,4.20E-04
0.14,4.90E-04
0.145,5.65E-04
0.15,6.57E-04
0.155,7.54E-04
0.16,8.66E-04
0.165,9.79E-04
0.17,1.10E-03
0.175,1.22E-03
0.18,1.34E-03
0.185,1.44E-03
0.19,1.54E-03
0.195,1.60E-03
0.2,1.63E-03
0.205,1.63E-03
0.21,1.58E-03
0.215,1.47E-03
0.22,1.32E-03
0.225,1.07E-03
0.23,7.35E-04
0.235,2.43E-04
0.24,-4.23E-04
0.245,-1.31E-03
0.25,-2.41E-03
0.255,-3.70E-03
0.26,-5.08E-03
0.265,-6.45E-03
0.27,-7.67E-03
0.275,-8.77E-03
0.28,-9.78E-03
0.285,-1.08E-02
0.29,-1.18E-02
0.295,-1.29E-02
0.3,-1.38E-02
0.305,-1.45E-02
0.31,-1.52E-02
0.315,-1.59E-02
0.32,-1.69E-02
0.325,-1.86E-02
0.33,-2.09E-02
0.335,-2.36E-02
0.34,-2.62E-02
0.345,-2.83E-02
0.35,-2.92E-02
0.355,-2.85E-02
0.36,-2.59E-02
0.365,-2.16E-02
0.37,-1.62E-02
0.375,-1.08E-02
0.38,-5.94E-03
0.385,-2.08E-03
0.39,6.93E-04
0.395,2.50E-03
0.4,3.69E-03
0.405,4.43E-03
0.41,4.78E-03
0.415,4.86E-03
0.42,5.10E-03
0.425,5.96E-03
0.43,7.70E-03
0.435,1.00E-02
0.44,1.24E-02
0.445,1.45E-02
0.45,1.64E-02
0.455,1.82E-02
0.46,1.98E-02
0.465,2.09E-02
0.47,2.11E-02
0.475,2.02E-02
0.48,1.86E-02
0.485,1.65E-02
0.49,1.46E-02
0.495,1.32E-02
0.5,1.24E-02
0.505,1.26E-02
0.51,1.37E-02
0.515,1.54E-02
0.52,1.72E-02
0.525,1.83E-02
0.53,1.87E-02
0.535,1.85E-02
0.54,1.84E-02
0.545,1.81E-02
0.55,1.75E-02
0.555,1.60E-02
0.56,1.38E-02
0.565,1.10E-02
0.57,8.23E-03
0.575,5.77E-03
0.58,3.70E-03
0.585,2.08E-03
0.59,1.32E-03
0.595,1.65E-03
0.6,3.08E-03
0.605,5.21E-03
0.61,7.14E-03
0.615,8.15E-03
0.62,7.97E-03
0.625,6.32E-03
0.63,3.04E-03
0.635,-1.90E-03
0.64,-8.33E-03
0.645,-1.56E-02
0.65,-2.21E-02
0.655,-2.63E-02
0.66,-2.76E-02
0.665,-2.62E-02
0.67,-2.33E-02
0.675,-1.99E-02
0.68,-1.73E-02
0.685,-1.62E-02
0.69,-1.65E-02
0.695,-1.70E-02
0.7,-1.69E-02
0.705,-1.64E-02
0.71,-1.53E-02
0.715,-1.46E-02
0.72,-1.49E-02
0.725,-1.63E-02
0.73,-1.89E-02
0.735,-2.19E-02
0.74,-2.40E-02
0.745,-2.41E-02
0.75,-2.18E-02
0.755,-1.73E-02
0.76,-1.20E-02
0.765,-7.55E-03
0.77,-5.86E-03
0.775,-8.11E-03
0.78,-1.34E-02
0.785,-1.97E-02
0.79,-2.46E-02
0.795,-2.67E-02
0.8,-2.52E-02
0.805,-2.03E-02
0.81,-1.34E-02
0.815,-6.24E-03
0.82,-8.85E-04
