t (sec),x (g),y (g),z (g)
7.425027946,-0.012918313,-0.028155001,-0.027918839
7.431352501,-0.011236836,-0.02741586,-0.020992786
7.437677057,-0.009565558,-0.026788481,-0.014906891
7.444001612,-0.008135084,-0.026325485,-0.010232157
7.450326167,-0.007127467,-0.026028377,-0.007254195
7.456650723,-0.006623315,-0.025849508,-0.005954605
7.462975278,-0.006580808,-0.025707624,-0.006087154
7.469299833,-0.006853071,-0.025512905,-0.007321042
7.475624389,-0.007237771,-0.025194562,-0.009398926
7.481948944,-0.007542305,-0.024723086,-0.012249812
7.488273499,-0.007642997,-0.024120404,-0.016009936
7.494598055,-0.00751887,-0.023454344,-0.020935549
7.50092261,-0.007249159,-0.022818273,-0.027230289
7.507247165,-0.006975881,-0.022301253,-0.034843862
7.513571721,-0.006844411,-0.021957288,-0.043315701
7.519896276,-0.006942467,-0.021783207,-0.051730036
7.526220831,-0.007258517,-0.021712763,-0.058817939
7.532545387,-0.007674407,-0.021630181,-0.063196329
7.538869942,-0.007995728,-0.021400655,-0.063687704
7.545194497,-0.008010991,-0.020909885,-0.059633216
7.551519052,-0.007560857,-0.02010143,-0.051106534
7.557843608,-0.006594851,-0.019000523,-0.038960086
7.564168163,-0.0051964,-0.017716407,-0.024682083
7.570492718,-0.003566651,-0.016421246,-0.010098066
7.576817274,-0.001970482,-0.015310613,0.003003056
7.583141829,-0.000660225,-0.01455626,0.013216402
7.589466384,0.000199897,-0.014264518,0.019749334
7.59579094,0.000585165,-0.014452374,0.022476186
7.602115495,0.000621109,-0.015048146,0.021819933
7.60844005,0.000549343,-0.015916405,0.01851456
7.614764606,0.000658035,-0.016899338,0.013336316
7.621089161,0.001197707,-0.017861632,0.006896284
7.627413716,0.002307892,-0.01872475,-0.000440268
7.633738272,0.00397719,-0.019479705,-0.008491148
7.640062827,0.006049158,-0.02017427,-0.017088256
7.646387382,0.008272266,-0.020878903,-0.025879659
7.652711938,0.010378326,-0.021642985,-0.034192524
7.659036493,0.012164606,-0.022456779,-0.041026917
7.665361048,0.013553423,-0.023233458,-0.04520487
7.671685604,0.014609918,-0.023819654,-0.045642937
7.678010159,0.015511964,-0.024033888,-0.041668947
7.684334714,0.016481666,-0.023722735,-0.033281226
7.69065927,0.017700707,-0.022817676,-0.021259519
7.696983825,0.019237647,-0.021373847,-0.007078347
7.70330838,0.021012124,-0.019576125,0.007367333
7.709632935,0.022809389,-0.017707283,0.020156516
7.715957491,0.024342401,-0.016084649,0.029751037
7.722282046,0.02534272,-0.014982026,0.035307678
7.728606601,0.025651235,-0.014559316,0.036810373
7.734931157,0.025278567,-0.01482107,0.034992588
7.741255712,0.024413825,-0.015617183,0.031081106
7.747580267,0.02337645,-0.016686425,0.026442609
7.753904823,0.022524324,-0.017730271,0.022238239
7.760229378,0.022146024,-0.018494909,0.019182232
7.766553933,0.022371274,-0.018836493,0.017462872
7.772878489,0.023128789,-0.018749903,0.01683038
7.779203044,0.024166337,-0.018352833,0.016804467
7.785527599,0.025128103,-0.017831461,0.016920591
7.791852155,0.025665944,-0.017366411,0.016928097
7.79817671,0.025549681,-0.017064158,0.016876053
7.804501265,0.02474133,-0.016917218,0.017064831
7.810825821,0.023409243,-0.016806829,0.017888831
7.817150376,0.021877248,-0.016547566,0.019632299
7.823474931,0.020524773,-0.015959062,0.022294644
7.829799487,0.019669907,-0.014940573,0.025509973
7.836124042,0.019473002,-0.013522594,0.028592719
7.842448597,0.019891803,-0.01187688,0.030698634
7.848773153,0.020702366,-0.010279613,0.031052299
7.855097708,0.021578499,-0.009037819,0.029170864
7.861422263,0.022203347,-0.008401422,0.025015246
7.867746818,0.022376236,-0.008488455,0.01902313
7.874071374,0.022079571,-0.009247261,0.012014794
7.880395929,0.021483802,-0.010468169,0.005000782
7.886720484,0.020888959,-0.011841694,-0.001051846
7.89304504,0.020622135,-0.013045861,-0.005428714
7.899369595,0.02092477,-0.013836159,-0.007797578
7.90569415,0.02186689,-0.014111003,-0.008229258
7.912018706,0.023316544,-0.013933243,-0.007114149
7.918343261,0.02497462,-0.013502036,-0.005007625
7.924667816,0.026463905,-0.013084679,-0.002454714
7.930992372,0.027443764,-0.012930199,0.000154463
7.937316927,0.027713682,-0.013191775,0.002660719
7.943641482,0.027272768,-0.013881938,0.005128635
7.949966038,0.026316706,-0.014873965,0.007766454
7.956290593,0.02517376,-0.015948366,0.010802849
7.962615148,0.024200805,-0.016869213,0.014359756
7.968939704,0.023672721,-0.017465877,0.018358454
7.975264259,0.023700017,-0.017694011,0.022484521
7.981588814,0.024199998,-0.017656199,0.026220455
7.98791337,0.024929387,-0.017575228,0.028937388
7.994237925,0.025566681,-0.017727781,0.030023572
8.00056248,0.025817076,-0.018358805,0.029019751
8.006887036,0.025506192,-0.019602977,0.025730898
8.013211591,0.024633118,-0.021437728,0.020289489
8.019536146,0.023366805,-0.023682639,0.013155813
8.025860702,0.021988153,-0.026045729,0.005053747
8.032185257,0.020797353,-0.028202673,-0.003146381
8.038509812,0.020016674,-0.029884754,-0.010575052
8.044834367,0.019719754,-0.0309488,-0.016511154
8.051158923,0.019809411,-0.031408065,-0.0204991
8.057483478,0.020050129,-0.031415448,-0.022410374
8.063808033,0.020143862,-0.03120544,-0.022436397
8.070132589,0.019824254,-0.031014119,-0.021015574
8.076457144,0.018939062,-0.031003126,-0.018713741
8.082781699,0.017494996,-0.031211846,-0.016089481
8.089106255,0.015651754,-0.031552495,-0.013580086
8.09543081,0.013668562,-0.031848671,-0.011438265
8.101755365,0.011821564,-0.031903771,-0.009734805
8.108079921,0.010319161,-0.03157608,-0.008422077
8.114404476,0.009242205,-0.030835461,-0.007433461
8.120729031,0.008527078,-0.029782884,-0.006780928
8.127053587,0.007995251,-0.028626334,-0.006611847
8.133378142,0.007417768,-0.027620947,-0.007198117
8.139702697,0.006592289,-0.026992642,-0.008852993
8.146027253,0.00540712,-0.02686954,-0.01179697
8.152351808,0.003872046,-0.027242532,-0.016015428
8.158676363,0.002107576,-0.027966648,-0.021159591
8.165000919,0.00029833,-0.028801779,-0.026534753
8.171325474,-0.001372057,-0.029479216,-0.031196285
8.177650029,-0.002781729,-0.029773161,-0.034141194
8.183974585,-0.003906834,-0.029556044,-0.034550597
8.19029914,-0.004822088,-0.028822778,-0.03201721
8.196623695,-0.005667172,-0.027679523,-0.026689546
8.20294825,-0.006591988,-0.02630357,-0.01928337
8.209272806,-0.007700439,-0.024888832,-0.010946635
8.215597361,-0.009011971,-0.023594149,-0.003006575
8.221921916,-0.0104532,-0.02250866,0.003336128
8.228246472,-0.011881028,-0.021641583,0.007282791
8.234571027,-0.013127795,-0.020935571,0.008604646
8.240895582,-0.014051977,-0.020296052,0.007655867
8.247220138,-0.014576943,-0.019625681,0.00522949
8.253544693,-0.014705551,-0.018853493,0.002300737
8.259869248,-0.014507576,-0.017951821,-0.000263852
8.266193804,-0.014086777,-0.016938707,-0.001943214
8.272518359,-0.013541142,-0.015867736,-0.00267372
8.278842914,-0.012931251,-0.014809784,-0.002805563
8.28516747,-0.012267468,-0.013831957,-0.002922742
8.291492025,-0.011518638,-0.012978358,-0.003589796
8.29781658,-0.010636403,-0.012256259,-0.005112202
8.304141136,-0.009583408,-0.01163014,-0.007392846
8.310465691,-0.008352807,-0.011025195,-0.00993544
8.316790246,-0.006970799,-0.010340792,-0.011996977
8.323114802,-0.005481572,-0.009472768,-0.012841166
8.329439357,-0.003921917,-0.008341109,-0.0120096
8.335763912,-0.002297583,-0.00691705,-0.009519041
8.342088468,-0.000573179,-0.005242038,-0.005914803
8.348413023,0.001317908,-0.003431247,-0.002155295
8.354737578,0.003445562,-0.001657316,0.000643
8.361062133,0.005847037,-0.000115219,0.001524873
8.367386689,0.008497651,0.001024593,-1.79E-05
8.373711244,0.01130135,0.001662514,-0.003884153
8.380035799,0.014107608,0.001801445,-0.009377368
8.386360355,0.016751153,0.001552301,-0.015394654
8.39268491,0.019101563,0.001108734,-0.020735584
8.399009465,0.021104751,0.00069584,-0.024437931
8.405334021,0.022799913,0.000506443,-0.026039048
8.411658576,0.024303511,0.000643842,-0.025684516
8.417983131,0.025763741,0.001089367,-0.024052925
8.424307687,0.027300257,0.001706473,-0.022122422
8.430632242,0.028950555,0.002282038,-0.020853142
8.436956797,0.030643409,0.00259351,-0.020884806
8.443281353,0.032211099,0.002481474,-0.022342948
8.449605908,0.033438676,0.001904312,-0.024812437
8.455930463,0.034134754,0.00095632,-0.027484267
8.462255019,0.03419952,-0.000158296,-0.029427529
8.468579574,0.033665159,-0.001188961,-0.029899818
8.474904129,0.032692409,-0.001920529,-0.028598007
8.481228685,0.031521858,-0.002247129,-0.025770554
8.48755324,0.030394752,-0.002213263,-0.022156104
8.493877795,0.029469865,-0.002007034,-0.018767364
8.500202351,0.028765796,-0.001905509,-0.016587219
8.506526906,0.028150618,-0.002187974,-0.016270946
8.512851461,0.02738516,-0.003044114,-0.017946107
8.519176016,0.026207594,-0.004506931,-0.021171121
8.525500572,0.024431823,-0.006433283,-0.025064373
8.531825127,0.022025952,-0.008540247,-0.028563304
8.538149682,0.019142356,-0.010487547,-0.030733508
8.544474238,0.016086259,-0.011980958,-0.031033431
8.550798793,0.013230293,-0.012864026,-0.02945511
8.557123348,0.010901314,-0.013168274,-0.026500566
8.563447904,0.009276296,-0.013104801,-0.023004636
8.569772459,0.008322483,-0.012998752,-0.019862217
8.576097014,0.007803338,-0.01318664,-0.017746527
8.58242157,0.007350512,-0.01390887,-0.016906364
8.588746125,0.006580041,-0.015231856,-0.017104357
8.59507068,0.005215723,-0.017025042,-0.017713287
8.601395236,0.003179422,-0.019000702,-0.017937776
8.607719791,0.000618187,-0.020804286,-0.017089727
8.614044346,-0.002141511,-0.022126699,-0.014829661
8.620368902,-0.004698208,-0.022802719,-0.011297552
8.626693457,-0.006704714,-0.022864052,-0.007091829
8.633018012,-0.007979802,-0.022529995,-0.003102956
8.639342568,-0.008565308,-0.022138644,-0.000253235
8.645667123,-0.008709381,-0.02204061,0.000776683
8.651991678,-0.008781022,-0.022489149,-0.000249544
8.658316234,-0.009143959,-0.023561675,-0.003053808
8.664640789,-0.010031734,-0.0251375,-0.006926434
8.670965344,-0.011465882,-0.026938581,-0.01093553
8.6772899,-0.01324513,-0.028619944,-0.014197958
8.683614455,-0.015010069,-0.02988065,-0.016129218
8.68993901,-0.01636261,-0.030559739,-0.016597267
8.696263565,-0.017000925,-0.03068652,-0.015935929
8.702588121,-0.016824929,-0.030469214,-0.014817221
8.708912676,-0.015976572,-0.030225659,-0.014025034
8.715237231,-0.0148005,-0.030278209,-0.014201953
8.721561787,-0.01373687,-0.030846326,-0.015647645
8.727886342,-0.013180786,-0.031971089,-0.01822969
8.734210897,-0.013354193,-0.033495698,-0.021431726
8.740535453,-0.014232425,-0.035108357,-0.024520744
8.746860008,-0.015549928,-0.036434213,-0.026778868
8.753184563,-0.016883855,-0.037147606,-0.027726023
8.759509119,-0.01778873,-0.037069557,-0.027264293
8.765833674,-0.01793859,-0.036220186,-0.025700538
8.772158229,-0.017230639,-0.034810052,-0.023642727
8.778482785,-0.015817031,-0.033173676,-0.021804975
8.78480734,-0.014054987,-0.031666611,-0.020784059
8.791131895,-0.012392006,-0.030558689,-0.020877802
8.797456451,-0.011223887,-0.029956855,-0.022001015
8.803781006,-0.010771682,-0.029781241,-0.023722906
8.810105561,-0.011016943,-0.029800937,-0.025411185
8.816430117,-0.011715195,-0.029716858,-0.026435078
8.822754672,-0.012481867,-0.029264302,-0.026362328
8.829079227,-0.012921519,-0.028301937,-0.025089051
8.835403783,-0.012757733,-0.026858821,-0.022864401
8.841728338,-0.011921634,-0.025125009,-0.0202063
8.848052893,-0.010571227,-0.023389646,-0.017738904
8.854377448,-0.009036744,-0.02194732,-0.016005823
8.860702004,-0.007711221,-0.021003369,-0.015318401
8.867026559,-0.006922837,-0.020608657,-0.015684446
8.873351114,-0.006830693,-0.020644415,-0.016834942
8.87967567,-0.007377266,-0.020861267,-0.018334052
8.886000225,-0.008311802,-0.020959084,-0.01973177
8.89232478,-0.009275791,-0.020681495,-0.020707096
8.898649336,-0.00992183,-0.019894659,-0.021155667
8.904973891,-0.010027031,-0.018625623,-0.02119669
8.911298446,-0.009564561,-0.017049046,-0.021102066
8.917623002,-0.008710947,-0.015427844,-0.021176361
8.923947557,-0.007787689,-0.014027896,-0.021631241
8.930272112,-0.007156684,-0.013034701,-0.022497785
8.936596668,-0.007103373,-0.012498494,-0.023605531
8.942921223,-0.007744919,-0.012324452,-0.024633703
8.949245778,-0.008992265,-0.012309723,-0.025215966
8.955570334,-0.010577459,-0.012213913,-0.025063238
8.961894889,-0.012136898,-0.011839352,-0.024064639
8.968219444,-0.013323617,-0.011095016,-0.022335312
8.974544,-0.01391296,-0.01002404,-0.020197999
8.980868555,-0.013868543,-0.008787095,-0.018106368
8.98719311,-0.013348352,-0.007608354,-0.016535191
8.993517666,-0.012649908,-0.006702627,-0.015870391
8.999842221,-0.012112621,-0.006207702,-0.016328891
9.006166776,-0.012008673,-0.006143465,-0.017926233
9.012491331,-0.01245693,-0.006409984,-0.020493742
9.018815887,-0.013386623,-0.006823716,-0.023732368
9.025140442,-0.014561426,-0.007178704,-0.027281774
9.031464997,-0.015655275,-0.007312045,-0.030782984
9.037789553,-0.016354999,-0.007152342,-0.033919763
9.044114108,-0.016456684,-0.00673627,-0.036434768
9.050438663,-0.015925191,-0.006189416,-0.038126744
9.056763219,-0.014898499,-0.005679387,-0.038841101
9.063087774,-0.013636531,-0.005357921,-0.038466176
9.069412329,-0.012431993,-0.005311589,-0.036942024
9.075736885,-0.011512822,-0.005536935,-0.034280374
9.08206144,-0.010968178,-0.005947046,-0.030586946
9.088385995,-0.010721912,-0.006405785,-0.026073793
9.094710551,-0.010561691,-0.006776837,-0.021051095
9.101035106,-0.010213707,-0.006970303,-0.015894318
9.107359661,-0.009437983,-0.006971207,-0.010991392
9.113684217,-0.008112696,-0.006840972,-0.006682193
9.120008772,-0.00627965,-0.006692463,-0.003206406
9.126333327,-0.004135882,-0.006648097,-0.000674097
9.132657883,-0.001974137,-0.006795892,0.000933211
9.138982438,-9.17E-05,-0.007158511,0.001732468
9.145306993,0.001302544,-0.007685441,0.001890289
9.151631549,0.002152551,-0.008270299,0.001570951
9.157956104,0.002569982,-0.008786707,0.000896822
9.164280659,0.002795015,-0.009130139,-6.82E-05
9.170605214,0.003116058,-0.009251491,-0.00130973
9.17692977,0.003774857,-0.009171362,-0.00283546
9.183254325,0.004888036,-0.008970822,-0.004640605
9.18957888,0.006410487,-0.00876246,-0.006681242
9.195903436,0.00815215,-0.008652034,-0.008865328
9.202227991,0.009842027,-0.0087039,-0.011064911
9.208552546,0.011217868,-0.008921771,-0.013144646
9.214877102,0.01211168,-0.009250908,-0.014995432
9.221201657,0.012502862,-0.009600417,-0.016559755
9.227526212,0.012521763,-0.009877592,-0.017837966
9.233850768,0.012402976,-0.010022277,-0.018871496
9.240175323,0.012404377,-0.010029426,-0.01970747
9.246499878,0.01271916,-0.00995224,-0.020356695
9.252824434,0.013410261,-0.009884953,-0.02076072
9.259148989,0.014388973,-0.009931295,-0.020782274
9.265473544,0.015444703,-0.010169517,-0.020227015
9.2717981,0.01631582,-0.010625988,-0.018894825
9.278122655,0.016777854,-0.011266474,-0.016648883
9.28444721,0.016719596,-0.012008141,-0.013483361
9.290771766,0.016181739,-0.01274834,-0.009568497
9.297096321,0.015345187,-0.01340045,-0.005255837
9.303420876,0.014472943,-0.013924581,-0.00103606
9.309745432,0.013824964,-0.014342544,0.002545488
9.316069987,0.01357436,-0.014731648,0.004998044
9.322394542,0.013752908,-0.015198941,0.005993422
9.328719097,0.01424406,-0.015844105,0.005444858
9.335043653,0.014825748,-0.016723192,0.003534517
9.341368208,0.015248573,-0.017825377,0.000679763
9.347692763,0.015323013,-0.019070917,-0.00255592
9.354017319,0.014986099,-0.02033174,-0.005586375
9.360341874,0.01432474,-0.021468744,-0.007929631
9.366666429,0.013547358,-0.022374293,-0.009305349
9.372990985,0.012912935,-0.023006416,-0.009677478
9.37931554,0.012641116,-0.023403523,-0.009231556
9.385640095,0.012833771,-0.023674342,-0.008294591
9.391964651,0.013434989,-0.023965515,-0.007222019
9.398289206,0.014243891,-0.024416401,-0.00628603
9.404613761,0.014977027,-0.025114898,-0.005599191
9.410938317,0.0153603,-0.0260681,-0.005096447
9.417262872,0.015220068,-0.027197301,-0.004580267
9.423587427,0.014542824,-0.028359505,-0.003813317
9.429911983,0.013482911,-0.029389373,-0.002627072
9.436236538,0.012314878,-0.030149083,-0.001008576
9.442561093,0.011345564,-0.030570825,0.000866395
9.448885649,0.010814748,-0.030678623,0.002668569
9.455210204,0.010817351,-0.030582293,0.004010849
9.461534759,0.011273373,-0.030444852,0.004575162
9.467859315,0.011955968,-0.030432972,0.004228575
9.47418387,0.012568669,-0.030665591,0.003087571
9.480508425,0.012846165,-0.031176696,0.001504139
9.486832981,0.012644875,-0.031904292,-2.80E-05
9.493157536,0.01199277,-0.032709634,-0.001022197
9.499482091,0.011081412,-0.033421403,-0.001156694
9.505806646,0.010202621,-0.033891453,-0.000391117
9.512131202,0.009650982,-0.034044637,0.001000827
9.518455757,0.009625159,-0.033906453,0.00249828
9.524780312,0.010161704,-0.033598672,0.003485095
9.531104868,0.011124223,-0.033302884,0.003443267
9.537429423,0.012252143,-0.033202178,0.00212883
9.543753978,0.013252979,-0.033418632,-0.000326333
9.550078534,0.013906972,-0.033966554,-0.003422493
9.556403089,0.014148322,-0.034737436,-0.006412599
9.562727644,0.014094778,-0.035523346,-0.008503
9.5690522,0.014014494,-0.036073569,-0.009076271
9.575376755,0.014240259,-0.036168457,-0.00786995
9.58170131,0.015059188,-0.035688088,-0.005057486
9.588025866,0.01661466,-0.034653807,-0.001207078
9.594350421,0.018853681,-0.033228202,0.002868869
9.600674976,0.021538035,-0.031671563,0.006327989
9.606999532,0.024316433,-0.030266652,0.00851177
9.613324087,0.026834488,-0.029234173,0.009096687
9.619648642,0.028846538,-0.028665261,0.008141616
9.625973198,0.030292425,-0.02849287,0.006024063
9.632297753,0.031313743,-0.028512209,0.003292495
9.638622308,0.032203952,-0.028444946,0.000486872
9.644946864,0.033308608,-0.028027545,-0.002013517
9.651271419,0.034908431,-0.027095719,-0.004068274
9.657595974,0.037123633,-0.025637514,-0.005760792
9.663920529,0.039870881,-0.023797129,-0.007303043
9.670245085,0.042886876,-0.021827441,-0.008900245
9.67656964,0.045810529,-0.020006133,-0.010627685
9.682894195,0.048296427,-0.018542776,-0.012365944
9.689218751,0.050122089,-0.017507834,-0.013818924
9.695543306,0.051253771,-0.016807847,-0.014609298
9.701867861,0.051849489,-0.016216068,-0.014418389
9.708192417,0.05219888,-0.015449313,-0.013121504
9.714516972,0.052620478,-0.014266037,-0.010870469
9.720841527,0.053351016,-0.012552981,-0.008092113
9.727166083,0.054463806,-0.010370925,-0.005398777
9.733490638,0.055843324,-0.007943317,-0.003435344
9.739815193,0.057224155,-0.005590419,-0.002707618
9.746139749,0.058280849,-0.003629945,-0.003442646
9.752464304,0.058738152,-0.002276601,-0.005521514
9.758788859,0.058464327,-0.001573707,-0.008502907
9.765113415,0.057516012,-0.001379647,-0.011729019
9.77143797,0.056119422,-0.001413799,-0.014482497
9.777762525,0.054594174,-0.001346906,-0.016151057
9.784087081,0.053245328,-0.000906103,-0.016357795
9.790411636,0.052260011,3.99E-05,-0.015028568
9.796736191,0.051643544,0.001443038,-0.012387713
9.803060747,0.051216833,0.003097419,-0.008893009
9.809385302,0.05067639,0.004711507,-0.005134275
9.815709857,0.049697465,0.00600643,-0.001724077
9.822034412,0.048046449,0.006806928,0.000795805
9.828358968,0.045665644,0.007095004,0.002019003
9.834683523,0.042702623,0.0070094,0.001708453
9.841008078,0.039474658,0.006792778,-0.00019419
9.847332634,0.036379883,0.006706115,-0.003574731
9.853657189,0.033783981,0.006940466,-0.008161672
9.859981744,0.031918633,0.00755632,-0.013548717
9.8663063,0.03082343,0.008470433,-0.019226738
9.872630855,0.030348213,0.009493125,-0.024628081
9.87895541,0.030212779,0.010401466,-0.029183001
9.885279966,0.03010253,0.011021739,-0.032382607
9.891604521,0.029767761,0.011292113,-0.033837742
9.897929076,0.029094415,0.011284173,-0.033321628
9.904253632,0.028124895,0.011176992,-0.030787128
9.910578187,0.027025049,0.011194181,-0.026356522
9.916902742,0.026011621,0.01152701,-0.020290111
9.923227298,0.025267286,0.012270779,-0.012946184
9.929551853,0.024873601,0.013395957,-0.004746139
9.935876408,0.024784972,0.014762526,0.003846115
9.942200964,0.024851855,0.016170337,0.012330312
9.948525519,0.024883985,0.017425833,0.020170882
9.954850074,0.024730514,0.018400605,0.026808077
9.96117463,0.024348177,0.019061488,0.031693274
9.967499185,0.023832822,0.019463342,0.034353992
9.97382374,0.023402248,0.019709959,0.034480758
9.980148295,0.023334954,0.019900143,0.032014495
9.986472851,0.023884367,0.020080834,0.027205394
9.992797406,0.025196463,0.02022542,0.020616167
9.999121961,0.027257632,0.02024485,0.013055175
10.00544652,0.02988971,0.020025998,0.005444949
10.01177107,0.032793702,0.019480999,-0.001347105
10.01809563,0.035628088,0.01858716,-0.006673899
10.02442018,0.038096886,0.017401017,-0.01022474
10.03074474,0.040020256,0.016040522,-0.01205843
10.03706929,0.041366975,0.014642149,-0.012542336
10.04339385,0.042241101,0.013309831,-0.012214081
10.0497184,0.042830154,0.012076149,-0.011606279
10.05604296,0.04333406,0.010891643,-0.011086647
10.06236751,0.04389909,0.009647207,-0.010761379
10.06869207,0.044577781,0.008221493,-0.010470005
10.07501663,0.045325622,0.006535079,-0.009870862
10.08134118,0.04603207,0.004589944,-0.008587312
10.08766574,0.046571733,0.002477895,-0.006365302
10.09399029,0.046855409,0.000353235,-0.003189374
10.10031485,0.046861895,-0.001621207,0.000681895
10.1066394,0.046639568,-0.003334766,0.004773345
10.11296396,0.046278381,-0.004773001,0.008525022
10.11928851,0.045864068,-0.006027143,0.011455052
10.12561307,0.045432957,-0.007263407,0.013299871
10.13193762,0.044945581,-0.008661691,0.014085514
10.13826218,0.044290442,-0.010345175,0.014106406
10.14458673,0.043318324,-0.012326762,0.013818706
10.15091129,0.041896395,-0.014493138,0.013683499
10.15723584,0.039963917,-0.016634253,0.014011673
10.1635604,0.037570293,-0.018509611,0.014861715
10.16988496,0.034881827,-0.019929049,0.016024099
10.17620951,0.032153863,-0.020819552,0.017097354
10.18253407,0.029676445,-0.02125375,0.017630721
10.18885862,0.027710238,-0.021428699,0.017286451
10.19518318,0.02643237,-0.021600946,0.015968418
10.20150773,0.025908088,-0.021999581,0.013874696
10.20783229,0.026095223,-0.0227473,0.011456328
10.21415684,0.026877409,-0.023817331,0.009294618
10.2204814,0.02811286,-0.025042008,0.007934974
10.22680595,0.029681132,-0.026170971,0.007728583
10.23313051,0.031512272,-0.026959577,0.008730001
10.23945506,0.033590021,-0.027257297,0.010680545
10.24577962,0.035930666,-0.027065473,0.01308048
10.25210417,0.038548074,-0.026544055,0.015326117
10.25842873,0.041420178,-0.025964315,0.016869571
10.26475328,0.044471168,-0.025623043,0.017354392
10.27107784,0.04757722,-0.02574694,0.016690242
10.2774024,0.050594374,-0.02641935,0.015050303
10.28372695,0.053398376,-0.027553839,0.012799086
10.29005151,0.055921381,-0.02892325,0.010378094
10.29637606,0.058171075,-0.030234081,0.008186535
10.30270062,0.060223865,-0.031220903,0.00649186
10.30902517,0.062193153,-0.031729125,0.005392108
10.31534973,0.064182889,-0.031758789,0.004833899
10.32167428,0.066242349,-0.031455661,0.004672616
10.32799884,0.06833813,-0.031053841,0.004750139
10.33432339,0.070353787,-0.03079035,0.004963247
10.34064795,0.072118064,-0.030821163,0.005302136
10.3469725,0.073452835,-0.031167002,0.005850324
10.35329706,0.074224978,-0.031706591,0.006750206
10.35962161,0.074385022,-0.032218661,0.008148451
10.36594617,0.073979925,-0.032457568,0.010139702
10.37227073,0.07313628,-0.032236451,0.012725311
10.37859528,0.072020293,-0.031489914,0.015797498
10.38491984,0.070788659,-0.030295777,0.019151205
10.39124439,0.069547132,-0.028849577,0.022518569
10.39756895,0.068330371,-0.027401362,0.025616341
10.4038935,0.067108698,-0.026176519,0.028195183
10.41021806,0.065817675,-0.025306876,0.030081085
10.41654261,0.064398333,-0.02479403,0.031201998
10.42286717,0.062832454,-0.024515345,0.03159594
10.42919172,0.061159496,-0.024268665,0.031399831
10.43551628,0.059468931,-0.023839301,0.03082089
10.44184083,0.057871048,-0.023066424,0.030094963
10.44816539,0.05645741,-0.021887528,0.029438621
10.45448994,0.055266116,-0.020348156,0.029004053
10.4608145,0.054265342,-0.018576414,0.028846683
10.46713906,0.05336203,-0.016733552,0.028914344
10.47346361,0.052433369,-0.014959058,0.029062846
10.47978817,0.051370326,-0.013329205,0.029096526
10.48611272,0.050117904,-0.01184195,0.028825048
10.49243728,0.048697774,-0.010431073,0.028121733
10.49876183,0.04720502,-0.00900211,0.026966279
10.50508639,0.045779861,-0.007475712,0.025457484
10.51141094,0.044563955,-0.005822557,0.023789381
10.5177355,0.043656282,-0.004078229,0.022195131
10.52406005,0.043083646,-0.002334391,0.02087386
10.53038461,0.042795561,-0.00071122,0.019922551
10.53670916,0.042684698,0.000677835,0.019295497
10.54303372,0.042625188,0.00175628,0.01880672
10.54935827,0.042515014,0.002500201,0.018178113
10.55568283,0.042307723,0.002935895,0.017121454
10.56200738,0.042022778,0.003122954,0.01543083
10.56833194,0.041731753,0.003131019,0.013057263
10.5746565,0.041526152,0.003019514,0.010141576
10.58098105,0.041479,0.002827151,0.006993653
10.58730561,0.041614269,0.002573006,0.004022666
10.59363016,0.041894981,0.002265944,0.001638216
10.59995472,0.042233893,0.00191602,0.000151604
10.60627927,0.042522398,0.001541417,-0.000293513
10.61260383,0.042666796,0.00116727,0.000258719
10.61892838,0.042618575,0.000817016,0.001609418
10.62525294,0.042387766,0.00050066,0.003478241
10.63157749,0.042034715,0.000206041,0.0055913
10.63790205,0.041643603,-0.000101999,0.007754112
10.6442266,0.041287723,-0.00047311,0.009885907
10.65055116,0.040999521,-0.000956339,0.012005365
10.65687571,0.040756688,-0.001584368,0.014174864
10.66320027,0.040489708,-0.002363692,0.016424764
10.66952483,0.040108382,-0.003275148,0.018686444
10.67584938,0.039537824,-0.004285096,0.020760176
10.68217394,0.038750746,-0.005362962,0.022332563
10.68849849,0.03778392,-0.006497931,0.023041802
10.69482305,0.036732216,-0.007707341,0.022573061
10.7011476,0.0357215,-0.009032253,0.020755791
10.70747216,0.034869331,-0.010520526,0.017633354
10.71379671,0.034246894,-0.012202862,0.013483111
10.72012127,0.033855425,-0.014070611,0.008779581
10.72644582,0.033625529,-0.016064266,0.004109695
10.73277038,0.033439898,-0.018078373,6.25E-05
10.73909493,0.033171812,-0.019982963,-0.002878188
10.74541949,0.032726359,-0.021655694,-0.004411856
10.75174404,0.032070348,-0.023014658,-0.004453998
10.7580686,0.031240938,-0.024041067,-0.003120486
10.76439316,0.030330454,-0.024784018,-0.00067438
10.77071771,0.029453211,-0.025345364,0.00254556
10.77704227,0.028706409,-0.025849449,0.006193216
10.78336682,0.028139068,-0.026407557,0.009963449
10.78969138,0.027739907,-0.027088753,0.013612703
10.79601593,0.027448148,-0.027906498,0.016954351
10.80234049,0.027182839,-0.028824837,0.019839279
10.80866504,0.026879553,-0.029781113,0.022135527
10.8149896,0.026520509,-0.030716343,0.023718918
10.82131415,0.026146467,-0.031601854,0.024480643
10.82763871,0.025845237,-0.032452265,0.024350081
10.83396326,0.025720114,-0.033320013,0.023324605
10.84028782,0.025849018,-0.034273415,0.021494709
10.84661237,0.026248864,-0.035366291,0.019053664
10.85293693,0.026858352,-0.036610356,0.016285308
10.85926149,0.027546344,-0.037960684,0.013530052
