time,accel_x,accel_y,accel_z
5.97,0.021310714,-0.077578165,0.028609873
5.98,0.016601482,-0.059897046,-0.077163397
5.99,0.011187399,-0.040363914,0.025777977
6,0.003686081,-0.019950887,-0.070654248
6.01,-0.005108102,-0.000138882,0.041083076
6.02,-0.013552023,0.018123178,-0.055999383
6.03,-0.020194028,0.033971604,0.047777677
6.04,-0.025482404,0.04747139,-0.06459118
6.05,-0.031056907,0.058057037,0.026063692
6.06,-0.038362875,0.066251079,-0.094597851
6.07,-0.047522587,0.071949333,-0.000507464
6.08,-0.056701312,0.075867113,-0.112676722
6.09,-0.06395811,0.078767332,-0.006846493
6.1,-0.068115118,0.081513893,-0.112046982
6.11,-0.070460139,0.084393425,-0.002081363
6.12,-0.072865499,0.087210601,-0.107236729
6.13,-0.076643634,0.089384895,0.005682883
6.14,-0.081467623,0.090767732,-0.09539624
6.15,-0.085454263,0.091876636,0.024091213
6.16,-0.087266646,0.093743398,-0.075075641
6.17,-0.086509605,0.097471648,0.04160515
6.18,-0.085168754,0.102925605,-0.066539667
6.19,-0.085168097,0.109493892,0.042880845
6.2,-0.08724101,0.116140201,-0.068899124
6.21,-0.090318805,0.122358073,0.045439968
6.22,-0.09222055,0.128370258,-0.059472901
6.23,-0.091816866,0.134462472,0.060064527
6.24,-0.089233501,0.140296334,-0.049891534
6.25,-0.086488584,0.14448646,0.058609148
6.26,-0.085131469,0.145284717,-0.065003541
6.27,-0.085171432,0.141639133,0.037634258
6.28,-0.085142605,0.134482224,-0.082795829
6.29,-0.08299245,0.125598898,0.032674709
6.3,-0.078742197,0.117328716,-0.076065417
6.31,-0.073818839,0.110777093,0.0447996
6.32,-0.070940059,0.10546396,-0.068565476
6.33,-0.07153967,0.100463539,0.04417647
6.34,-0.075128297,0.095554965,-0.075874646
6.35,-0.079206503,0.091602485,0.038639508
6.36,-0.081300661,0.090587782,-0.073916801
6.37,-0.081141789,0.092793256,0.050031493
6.38,-0.080039574,0.097476514,-0.05976882
6.39,-0.080186022,0.10196907,0.061440972
6.4,-0.082347553,0.104234517,-0.055603962
6.41,-0.085365083,0.10336287,0.061829278
6.42,-0.086957291,0.101148454,-0.054724304
6.43,-0.085141609,0.099760795,0.068267364
6.44,-0.080641781,0.100430929,-0.045347828
6.45,-0.075305158,0.102568593,0.075358203
6.46,-0.071496003,0.104099099,-0.04781347
6.47,-0.0695933,0.103607356,0.063230608
6.48,-0.068538814,0.100859914,-0.064755633
6.49,-0.066276245,0.097920599,0.051435835
6.5,-0.061845699,0.096762139,-0.064764175
6.51,-0.056280891,0.097911417,0.064801738
6.52,-0.051581657,0.100051978,-0.045507402
6.53,-0.049575397,0.1006921,0.08084273
6.54,-0.049899312,0.098665496,-0.040776683
6.55,-0.051053989,0.094128913,0.073329818
6.56,-0.051097697,0.089434862,-0.057439536
6.57,-0.049286393,0.086444685,0.055102918
6.58,-0.046693147,0.085472286,-0.07344886
6.59,-0.04492076,0.084880424,0.043085912
6.6,-0.045493983,0.082027575,-0.08396885
6.61,-0.047763563,0.076037953,0.033021202
6.62,-0.050552087,0.067310224,-0.093903293
6.63,-0.052245434,0.058278555,0.026456134
6.64,-0.052359657,0.050752469,-0.095088535
6.65,-0.051183252,0.045243253,0.031664357
6.66,-0.049603069,0.040287596,-0.087067358
6.67,-0.047814638,0.033973413,0.037756135
6.68,-0.045491758,0.025712712,-0.087217803
6.69,-0.041923185,0.016315296,0.03181644
6.7,-0.0370384,0.007813246,-0.095649537
6.71,-0.031473708,0.001467747,0.026825003
6.72,-0.026546812,-0.002640758,-0.093866037
6.73,-0.02306399,-0.006259858,0.035064591
6.74,-0.021624775,-0.011133269,-0.084670665
6.75,-0.021706142,-0.01768813,0.040028772
6.76,-0.022921697,-0.025032057,-0.087439691
6.77,-0.024937982,-0.031240582,0.031256296
6.78,-0.027721561,-0.035389936,-0.097773784
6.79,-0.031418028,-0.037337386,0.025223076
6.8,-0.035876669,-0.038782032,-0.097401866
6.81,-0.040903699,-0.040988137,0.030895497
6.82,-0.046385867,-0.044317737,-0.08974683
6.83,-0.052274047,-0.047821378,0.038071295
6.84,-0.058756766,-0.049900456,-0.083537165
6.85,-0.065534338,-0.049845189,0.044877132
6.86,-0.072060275,-0.047686167,-0.075085477
6.87,-0.07740742,-0.044752115,0.054218459
6.88,-0.080915081,-0.042117645,-0.067818154
6.89,-0.08226281,-0.040034147,0.056732725
6.9,-0.081986158,-0.037908025,-0.070476313
6.91,-0.080267577,-0.03454995,0.051695282
6.92,-0.077532185,-0.029749768,-0.073953653
6.93,-0.073356243,-0.023740744,0.052724585
6.94,-0.067544922,-0.017730005,-0.068855936
6.95,-0.060128762,-0.01251164,0.05842665
6.96,-0.051785441,-0.008463636,-0.066723637
6.97,-0.043495264,-0.004941869,0.054781129
6.98,-0.036233402,-0.001339375,-0.0752245
6.99,-0.030069964,0.002670477,0.044191741
7,-0.024889547,0.006673785,-0.084400067
7.01,-0.020362158,0.009915629,0.038095394
7.02,-0.016692339,0.01185091,-0.087015232
7.03,-0.014827582,0.012382096,0.038429768
7.04,-0.015433151,0.012217339,-0.083775202
7.05,-0.019149037,0.012134324,0.044186663
7.06,-0.025298831,0.01250741,-0.075915434
7.07,-0.032727452,0.013286835,0.051846914
7.08,-0.040206321,0.01383995,-0.071169024
7.09,-0.047054964,0.013810819,0.050987565
7.1,-0.053259847,0.012895241,-0.078008114
7.11,-0.05920305,0.011608784,0.03960234
7.12,-0.065029072,0.010307454,-0.089769433
7.13,-0.070221315,0.009351125,0.030474898
7.14,-0.074175444,0.008514129,-0.093915711
7.15,-0.076061158,0.007418018,0.030880399
7.16,-0.076289494,0.005668145,-0.090003141
7.17,-0.075286466,0.00322911,0.035682577
7.18,-0.074004685,0.000411126,-0.085385649
7.19,-0.072663325,-0.002294256,0.038380586
7.2,-0.070931399,-0.004718976,-0.085004094
7.21,-0.068182486,-0.006906425,0.035231213
7.22,-0.063827214,-0.009282894,-0.091508487
7.23,-0.058335202,-0.011947848,0.025311124
7.24,-0.052498912,-0.014906224,-0.102291636
7.25,-0.047232438,-0.017598832,0.015517335
7.26,-0.042954749,-0.019684245,-0.107983068
7.27,-0.039444365,-0.020770829,0.014548157
7.28,-0.036159111,-0.021259231,-0.104263515
7.29,-0.032742483,-0.021478142,0.019553516
7.3,-0.029485732,-0.02201455,-0.100200929
7.31,-0.026885246,-0.022952825,0.019649437
7.32,-0.025451113,-0.024238676,-0.103491823
7.33,-0.024913033,-0.02546772,0.013815206
7.34,-0.024701776,-0.026478532,-0.108542058
7.35,-0.024003674,-0.027208735,0.010145003
7.36,-0.02252131,-0.027910543,-0.110101371
7.37,-0.020580898,-0.028649525,0.008575206
7.38,-0.018824609,-0.0295024,-0.111594768
7.39,-0.017648765,-0.030103601,0.007314072
7.4,-0.016876317,-0.030303652,-0.108995116
7.41,-0.015841273,-0.029753358,0.015953296
7.42,-0.014101599,-0.028771903,-0.092519724
7.43,-0.011590079,-0.027560455,0.036412925
7.44,-0.009046444,-0.026631951,-0.071939766
7.45,-0.007173166,-0.026030101,0.051202631
7.46,-0.006606971,-0.025788021,-0.064493148
7.47,-0.006889532,-0.025463961,0.050772764
7.48,-0.007454526,-0.024882141,-0.069548074
7.49,-0.007603132,-0.023924771,0.040672706
7.5,-0.00729443,-0.022924921,-0.084187211
7.51,-0.006912793,-0.022137618,0.01918936
7.52,-0.006953429,-0.021796006,-0.10940996
7.53,-0.007501302,-0.021649413,-0.004030052
7.54,-0.008004126,-0.021327027,-0.120205543
7.55,-0.007663404,-0.02028153,0.003923261
7.56,-0.006123583,-0.018576834,-0.09100289
7.57,-0.003688166,-0.016507975,0.045507399
7.58,-0.001316485,-0.014945177,-0.048427085
7.59,0.000237733,-0.014266125,0.076375137
7.6,0.000603868,-0.014863092,-0.034179588
7.61,0.000581291,-0.016144585,0.073277404
7.62,0.001099683,-0.017710184,-0.047853253
7.63,0.002995464,-0.019019201,0.05194228
7.64,0.006023683,-0.020181651,-0.072491395
7.65,0.009480056,-0.021301063,0.024671933
7.66,0.012371507,-0.022589387,-0.096772417
7.67,0.014332956,-0.02364915,0.009389418
7.68,0.015812541,-0.023950298,-0.093750017
7.69,0.017578036,-0.022897765,0.032009257
7.7,0.020079559,-0.020530806,-0.054510809
7.71,0.022902605,-0.017598826,0.074832317
7.72,0.02497767,-0.015394118,-0.020611146
7.73,0.025573202,-0.0146027,0.090116522
7.74,0.02458159,-0.015473339,-0.02163925
7.75,0.02305426,-0.017071579,0.078119112
7.76,0.022155986,-0.018481389,-0.033777842
7.77,0.022787619,-0.018775168,0.069972671
7.78,0.02428403,-0.018301267,-0.035816623
7.79,0.025511843,-0.01748851,0.06934066
7.8,0.025313412,-0.017035832,-0.035261087
7.81,0.023586336,-0.016807248,0.06974736
7.82,0.021264836,-0.016296375,-0.030906643
7.83,0.01966654,-0.014881729,0.07711635
7.84,0.019726843,-0.012527901,-0.02139327
7.85,0.020875002,-0.010024892,0.081729732
7.86,0.02206027,-0.008558279,-0.024856176
7.87,0.02227304,-0.00874503,0.067093747
7.88,0.021518735,-0.010405407,-0.044886803
7.89,0.020752843,-0.012452479,0.04676236
7.9,0.021016498,-0.013877155,-0.057679423
7.91,0.022855851,-0.013976481,0.042121573
7.92,0.025362837,-0.01340616,-0.053681312
7.93,0.027291839,-0.012941036,0.048836155
7.94,0.027524996,-0.013497858,-0.045129984
7.95,0.026312118,-0.014866493,0.05636493
7.96,0.024601694,-0.016501617,-0.035435622
7.97,0.023678547,-0.017491066,0.067115193
7.98,0.024073234,-0.017678697,-0.022521429
7.99,0.025140669,-0.017612639,0.076835476
8,0.025793939,-0.018315484,-0.018164975
8.01,0.025077256,-0.020493275,0.070059002
8.02,0.023265048,-0.023868613,-0.034175087
8.03,0.021209318,-0.027444833,0.046151978
8.04,0.019946275,-0.030147998,-0.05816519
8.05,0.019793268,-0.03131151,0.026147539
8.06,0.020087255,-0.03134423,-0.068059168
8.07,0.019831034,-0.031005875,0.024313629
8.08,0.01813023,-0.031132191,-0.062321375
8.09,0.015371301,-0.031582291,0.031517036
8.1,0.012334526,-0.031900453,-0.054716924
8.11,0.009991708,-0.031339394,0.036100403
8.12,0.008610115,-0.029915979,-0.050789629
8.13,0.007725471,-0.028146296,0.036757824
8.14,0.006537481,-0.026998379,-0.052341618
8.15,0.004441862,-0.02709237,0.028609134
8.16,0.001730079,-0.028152766,-0.065044267
8.17,-0.001023273,-0.029326014,0.012242427
8.18,-0.003198383,-0.02970365,-0.076455394
8.19,-0.004780336,-0.028846442,0.009723481
8.2,-0.006159212,-0.026955929,-0.064293159
8.21,-0.007853014,-0.024729126,0.031218641
8.22,-0.01001332,-0.022849247,-0.039536899
8.23,-0.012228753,-0.021435197,0.048286521
8.24,-0.013918955,-0.020397136,-0.032536846
8.25,-0.01463579,-0.019275866,0.043957491
8.26,-0.01449645,-0.017941186,-0.040000399
8.27,-0.013760983,-0.016283996,0.037003836
8.28,-0.012807104,-0.014640957,-0.041896919
8.29,-0.011698145,-0.013169773,0.035319098
8.3,-0.010269905,-0.012049931,-0.044331046
8.31,-0.008446542,-0.011060032,0.028361676
8.32,-0.006211762,-0.009909857,-0.05021214
8.33,-0.003781309,-0.008205425,0.025673116
8.34,-0.001139099,-0.0058045,-0.044240648
8.35,0.001848135,-0.002976911,0.035354695
8.36,0.005447495,-0.000383271,-0.03510166
8.37,0.009652236,0.001297171,0.034532188
8.38,0.014095757,0.001791832,-0.045161509
8.39,0.018099624,0.001305769,0.017013157
8.4,0.021374534,0.000657559,-0.059834841
8.41,0.023904808,0.000616282,0.009031867
8.42,0.026258242,0.001277788,-0.057908502
8.43,0.02878094,0.002232748,0.013151597
8.44,0.031402501,0.002531512,-0.055377018
8.45,0.033477196,0.001853233,0.008469311
8.46,0.034181455,0.000231288,-0.061839148
8.47,0.033441583,-0.001345585,0.0031519
8.48,0.031754519,-0.002191246,-0.058732789
8.49,0.030031553,-0.002126084,0.011220051
8.5,0.028793824,-0.001915999,-0.048373041
8.51,0.027724645,-0.002650978,0.014174914
8.52,0.025982028,-0.004764854,-0.052692456
8.53,0.022714378,-0.007925388,0.00310764
8.54,0.018254268,-0.010931179,-0.0611284
8.55,0.013584869,-0.012745962,0.000297307
8.56,0.010168385,-0.013145842,-0.054505716
8.57,0.008297455,-0.012999213,0.009451398
8.58,0.007530323,-0.013638461,-0.046106595
8.59,0.006303061,-0.01558134,0.011293402
8.6,0.00363529,-0.018570714,-0.04604551
8.61,-0.000383483,-0.021275379,0.011519971
8.62,-0.004542288,-0.022768863,-0.038935004
8.63,-0.007378291,-0.022684034,0.022060453
8.64,-0.008573285,-0.022133659,-0.026847363
8.65,-0.008765586,-0.02234282,0.026408164
8.66,-0.009373046,-0.023986066,-0.030051563
8.67,-0.011254308,-0.026658953,0.015274395
8.68,-0.013993964,-0.02916474,-0.04025376
8.69,-0.016376352,-0.030556591,0.008266561
8.7,-0.016889336,-0.030562391,-0.039760749
8.71,-0.015782132,-0.030230593,0.010057598
8.72,-0.01399169,-0.030709942,-0.039030028
8.73,-0.013246602,-0.032476817,0.004065037
8.74,-0.014150075,-0.034975452,-0.047248592
8.75,-0.016220239,-0.036784968,-0.004636126
8.76,-0.017792278,-0.037006957,-0.049378696
8.77,-0.017480454,-0.035288159,-0.00248729
8.78,-0.015386072,-0.03281507,-0.043038773
8.79,-0.012697964,-0.030754197,0.000237947
8.8,-0.011033555,-0.029888779,-0.043411893
8.81,-0.011021347,-0.029798227,-0.005045976
8.82,-0.012139334,-0.029463632,-0.046348946
8.83,-0.0129064,-0.028089844,-0.005193136
8.84,-0.012141363,-0.025600658,-0.040121136
8.85,-0.010107686,-0.022943934,0.001598786
8.86,-0.007849387,-0.021109598,-0.033813798
8.87,-0.006888499,-0.020624147,0.001808078
8.88,-0.00741609,-0.020867417,-0.036052782
8.89,-0.008930594,-0.020782595,-0.003088546
8.9,-0.009935122,-0.019624446,-0.038036844
8.91,-0.009668786,-0.017372128,-0.004637329
8.92,-0.008354642,-0.014902101,-0.037442638
8.93,-0.007193179,-0.013077176,-0.006754593
8.94,-0.007439135,-0.012404873,-0.039474737
8.95,-0.009190785,-0.012298444,-0.010272347
8.96,-0.011660121,-0.011951254,-0.038898217
8.97,-0.013499194,-0.010794044,-0.007590758
8.98,-0.01386497,-0.00895625,-0.032144423
8.99,-0.013048146,-0.007207278,-0.002881813
9,-0.012100182,-0.006204986,-0.029334108
9.01,-0.012290216,-0.006306262,-0.006910339
9.02,-0.013596626,-0.006888726,-0.036575133
9.03,-0.015411898,-0.007282806,-0.018187924
9.04,-0.016380534,-0.007005121,-0.046188271
9.05,-0.015972152,-0.006229339,-0.027014816
9.06,-0.014242548,-0.005512684,-0.049248567
9.07,-0.012356713,-0.005334869,-0.026490965
9.08,-0.01113551,-0.005810831,-0.041598678
9.09,-0.010691227,-0.006503202,-0.015380315
9.1,-0.010260435,-0.006935743,-0.025753571
9.11,-0.008895008,-0.006919933,-0.00057382
9.12,-0.006271899,-0.00668939,-0.01143288
9.13,-0.00289295,-0.006737231,0.008082286
9.14,0.000143027,-0.007239641,-0.005669337
9.15,0.00192288,-0.008123244,0.008683033
9.16,0.00265316,-0.008893702,-0.006047069
9.17,0.003074849,-0.009244066,0.005043297
9.18,0.004325722,-0.009069661,-0.009548037
9.19,0.006515928,-0.008759633,-0.001388432
9.2,0.009257261,-0.008680916,-0.015330151
9.21,0.011411908,-0.009001975,-0.008926329
9.22,0.012439111,-0.009528955,-0.020506178
9.23,0.012464743,-0.009939425,-0.014396878
9.24,0.012414895,-0.010023822,-0.023131335
9.25,0.013091031,-0.009920588,-0.017531563
9.26,0.014541615,-0.009957578,-0.023358009
9.27,0.01605757,-0.010502139,-0.017021391
9.28,0.016771195,-0.011480511,-0.017563257
9.29,0.01623677,-0.012664302,-0.008590344
9.3,0.014955355,-0.013634637,-0.004376338
9.31,0.013804228,-0.014364831,0.003304155
9.32,0.01369592,-0.015015223,0.005354434
9.33,0.014351239,-0.016029093,0.004922478
9.34,0.015167732,-0.017579804,0.001830328
9.35,0.015189518,-0.019538166,-0.00459173
9.36,0.014371089,-0.021399833,-0.006475601
9.37,0.01320238,-0.022715115,-0.011225762
9.38,0.012672502,-0.02342504,-0.007009259
9.39,0.01323767,-0.023883029,-0.010072495
9.4,0.014452736,-0.024597197,-0.003186826
9.41,0.015292946,-0.025934977,-0.008480269
9.42,0.014937494,-0.027691804,-0.000543602
9.43,0.013456178,-0.029408595,-0.006704489
9.44,0.011748541,-0.030391259,0.004601907
9.45,0.010804726,-0.030670617,-0.00198417
9.46,0.011173132,-0.03046909,0.009721571
9.47,0.012152941,-0.030520962,-0.001834642
9.48,0.012834265,-0.031126181,0.007701733
9.49,0.012307998,-0.03231713,-0.006988992
9.5,0.011019767,-0.033450192,0.005761511
9.51,0.00982657,-0.034002893,-0.006715666
9.52,0.00976638,-0.033821302,0.010378102
9.53,0.010945863,-0.033364707,-0.004579199
9.54,0.012669094,-0.033279836,0.009551144
9.55,0.013888752,-0.033970191,-0.012194087
9.56,0.014127963,-0.0351738,0.001597866
9.57,0.01403827,-0.036098559,-0.018483563
9.58,0.014848871,-0.035806438,0.004162106
9.59,0.017303548,-0.034219877,-0.010298487
9.6,0.021261466,-0.03182651,0.016709367
9.61,0.025501173,-0.029788126,-0.002347463
9.62,0.02893672,-0.028644215,0.019546285
9.63,0.030932931,-0.028516756,-0.007622255
9.64,0.032454287,-0.028342337,0.012233509
9.65,0.034577142,-0.027294891,-0.016329956
9.66,0.038177452,-0.024926037,0.006710425
9.67,0.042760484,-0.021915827,-0.022277738
9.68,0.047168322,-0.019200227,0.002250069
9.69,0.05025253,-0.017433651,-0.028117514
9.7,0.051682891,-0.016378421,0.000105745
9.71,0.052310112,-0.015123688,-0.027437447
9.72,0.05326299,-0.012768278,0.006875406
9.73,0.055072799,-0.009295947,-0.020233246
9.74,0.057264112,-0.00552022,0.01336136
9.75,0.058550998,-0.0028169,-0.021177209
9.76,0.058291682,-0.001523406,0.007719395
9.77,0.056428119,-0.00141925,-0.031070007
9.78,0.054125742,-0.001177662,0.001361826
9.79,0.05231544,-3.51E-05,-0.033072679
9.8,0.051431926,0.002310278,0.007743872
9.81,0.050572761,0.004823792,-0.023500532
9.82,0.048585976,0.006563127,0.019051512
9.83,0.044888529,0.007059053,-0.017495346
9.84,0.039997405,0.006841145,0.019909368
9.85,0.035276893,0.006791011,-0.025674947
9.86,0.031923504,0.007572954,0.006964942
9.87,0.030537875,0.009053612,-0.043274559
9.88,0.03020249,0.01051811,-0.008456042
9.89,0.029844855,0.011209268,-0.055085054
9.9,0.028784744,0.011263428,-0.010515425
9.91,0.027117892,0.011178173,-0.049096625
9.92,0.025654719,0.011905727,0.005998911
9.93,0.024859759,0.013478213,-0.027186226
9.94,0.024836039,0.015695045,0.032781836
9.95,0.024840838,0.017638411,-0.002039689
9.96,0.024426485,0.018953505,0.054896616
9.97,0.023655362,0.01954606,0.009942118
9.98,0.023343621,0.01991054,0.056884517
9.99,0.024609043,0.020146562,-0.001630342
10,0.027629975,0.020229433,0.037507181
10.01,0.031973605,0.019618629,-0.025299878
10.02,0.036378291,0.018245061,0.018456514
10.03,0.039787057,0.016185642,-0.03838567
10.04,0.041778723,0.014039893,0.014495067
10.05,0.04284599,0.012008244,-0.038809219
10.06,0.043694111,0.010128245,0.01668232
10.07,0.044725964,0.007857524,-0.038249528
10.08,0.045888664,0.005017696,0.019380452
10.09,0.046670118,0.001678441,-0.033768207
10.1,0.046867833,-0.001507612,0.029397874
10.11,0.046441481,-0.004114336,-0.022474042
10.12,0.045821661,-0.006150851,0.041234156
10.13,0.04508889,-0.008248691,-0.016055898
10.14,0.044029271,-0.01087423,0.044255745
10.15,0.042095454,-0.014196428,-0.016851538
10.16,0.038923564,-0.017438437,0.045262269
10.17,0.034826525,-0.019960741,-0.015158484
10.18,0.030674667,-0.021064322,0.048940569
10.19,0.02747407,-0.021475258,-0.014794792
10.2,0.02603848,-0.021889066,0.046535471
10.21,0.026357936,-0.023129496,-0.021762856
10.22,0.028024076,-0.024933338,0.040831709
10.23,0.030600704,-0.026584697,-0.0248723
10.24,0.03379679,-0.027225357,0.044305619
10.25,0.037672229,-0.026732968,-0.019149309
10.26,0.042183102,-0.025864097,0.051026669
10.27,0.047043019,-0.025741214,-0.017539815
10.28,0.05175082,-0.026869879,0.048773856
10.29,0.055896139,-0.028927493,-0.024553522
10.3,0.05935195,-0.030784158,0.042468246
10.31,0.062495283,-0.031749088,-0.030246362
10.32,0.065701629,-0.031520569,0.040565626
10.33,0.068971509,-0.030985785,-0.031328858
10.34,0.071941651,-0.030802696,0.041708149
10.35,0.07381824,-0.031440554,-0.030452148
10.36,0.074364958,-0.032217735,0.045291482
10.37,0.073435142,-0.032331058,-0.025515757
10.38,0.071750696,-0.031209547,0.054142098
10.39,0.069787557,-0.029149257,-0.016028825
10.4,0.067864531,-0.026915449,0.064775705
10.41,0.065858544,-0.0253519,-0.008433379
10.42,0.063545882,-0.024626652,0.070146267
10.43,0.060939995,-0.024228789,-0.007680605
10.44,0.05833947,-0.023276443,0.069588322
10.45,0.056108586,-0.02145592,-0.010243187
10.46,0.054397364,-0.018789719,0.068694419
10.47,0.052938906,-0.015945675,-0.011115716
10.48,0.051331326,-0.013264603,0.069452457
10.49,0.049242219,-0.010989509,-0.012238044
10.5,0.046928738,-0.00868861,0.067565517
10.51,0.044832581,-0.006205988,-0.016994879
10.52,0.043453743,-0.003439281,0.063138202
10.53,0.042810675,-0.000824431,-0.021693481
10.54,0.042656016,0.001253448,0.060970727
10.55,0.042491817,0.002530024,-0.02411227
10.56,0.042115275,0.003077934,0.058402156
10.57,0.041675582,0.003087329,-0.030395914
10.58,0.041488133,0.00287122,0.05041352
10.59,0.041732138,0.002428027,-0.040170011
10.6,0.04223756,0.001927443,0.043568412
10.61,0.042605869,0.001307268,-0.043629698
10.62,0.042580846,0.000777382,0.045826021
10.63,0.042121524,0.000265623,-0.039072472
10.64,0.041526686,-0.000211268,0.052832594
10.65,0.041023616,-0.000927981,-0.032783111
10.66,0.040625703,-0.001955655,0.060120335
10.67,0.040064742,-0.003364636,-0.026219866
10.68,0.039021962,-0.004978925,0.067080086
10.69,0.037533691,-0.006798518,-0.02258113
10.7,0.035905324,-0.008778452,0.066818672
10.71,0.034620222,-0.011206232,-0.029977774
10.72,0.033863128,-0.014021567,0.0550391
10.73,0.033521117,-0.017209262,-0.044548767
10.74,0.033108056,-0.020209297,0.043498878
10.75,0.032251387,-0.02265289,-0.051249174
10.76,0.030962654,-0.024255091,0.044641222
10.77,0.029553113,-0.025294445,-0.045040236
10.78,0.028440608,-0.026097764,0.055380158
10.79,0.027726252,-0.027141241,-0.03384906
10.8,0.027280316,-0.028472494,0.066595264
10.81,0.026804592,-0.029990918,-0.025550275
10.82,0.026223248,-0.031405558,0.072536514
10.83,0.025799569,-0.032788443,-0.024438681
10.84,0.02584197,-0.03421792,0.070173327
10.85,0.026576598,-0.036044641,-0.031211555
10.86,0.027614781,-0.038107521,0.062217547
10.87,0.028389223,-0.040197975,-0.039223731
10.88,0.028381751,-0.041735408,0.0578892
10.89,0.027529827,-0.042512042,-0.040040637
10.9,0.026212618,-0.042431024,0.061971286
10.91,0.025007132,-0.041989006,-0.033898976
10.92,0.024278773,-0.041514879,0.06941848
10.93,0.023848771,-0.041360662,-0.02833956
10.94,0.023316448,-0.041475479,0.073357846
10.95,0.022352712,-0.04180242,-0.027397203
10.96,0.020986305,-0.0421375,0.073469597
10.97,0.019581844,-0.042543329,-0.028281982
10.98,0.018441505,-0.042948976,0.073688991
10.99,0.017625142,-0.043398149,-0.027981742
11,0.016691199,-0.043650712,0.074959246
11.01,0.015203407,-0.043599132,-0.027550238
11.02,0.01292015,-0.043031557,0.07537533
11.03,0.0102098,-0.042125227,-0.028304214
11.04,0.007679616,-0.040963413,0.074895048
11.05,0.005820901,-0.039870006,-0.029400356
11.06,0.004728458,-0.038886864,0.074375242
11.07,0.003984901,-0.038057306,-0.030446452
11.08,0.003079591,-0.037187053,0.074049205
11.09,0.001783134,-0.036172279,-0.030586151
11.1,0.000331728,-0.034826259,0.075654791
11.11,-0.000740072,-0.033019408,-0.028107851
11.12,-0.00119316,-0.030587109,0.079367027
11.13,-0.001106263,-0.02745844,-0.025494732
11.14,-0.001082627,-0.023558383,0.080466859
11.15,-0.001563075,-0.01916954,-0.027439385
11.16,-0.002807223,-0.014532049,0.076812843
11.17,-0.004311236,-0.010095952,-0.032463294
11.18,-0.005564423,-0.006068604,0.07274448
11.19,-0.006224522,-0.002533653,-0.035720727
11.2,-0.006526443,0.000663791,0.070982146
11.21,-0.007030985,0.003538181,-0.037539361
11.22,-0.008190853,0.006142248,0.069120797
11.23,-0.010075476,0.008180501,-0.040702102
11.24,-0.012167436,0.009621021,0.065370473
11.25,-0.013902701,0.010374327,-0.045524245
11.26,-0.01513581,0.01072383,0.060451497
11.27,-0.016157918,0.010889626,-0.050874013
11.28,-0.017641356,0.011048814,0.055908955
11.29,-0.019783862,0.011052362,-0.054533901
11.3,-0.022487982,0.010686739,0.054604223
11.31,-0.025026443,0.009829973,-0.053534987
11.32,-0.026925411,0.008710295,0.05837842
11.33,-0.028012038,0.007761623,-0.048247805
11.34,-0.028778356,0.007367838,0.064482681
11.35,-0.029715748,0.00762392,-0.043359506
11.36,-0.031054511,0.0080788,0.067516301
11.37,-0.032526553,0.008141024,-0.043217218
11.38,-0.033681929,0.007490244,0.06535753
11.39,-0.034220131,0.006233806,-0.047170012
11.4,-0.034293684,0.004901121,0.061331215
11.41,-0.034322516,0.003903472,-0.050549379
11.42,-0.034760903,0.00339589,0.059528926
11.43,-0.035535746,0.002931163,-0.051343342
11.44,-0.036414891,0.002102379,0.059395201
11.45,-0.036942889,0.000732022,-0.05153123
11.46,-0.037089052,-0.000784177,0.059585898
11.47,-0.036935417,-0.001812577,-0.05054299
11.48,-0.036869226,-0.002065732,0.062022248
11.49,-0.036982308,-0.001691435,-0.047348883
11.5,-0.037207705,-0.001342041,0.064918838
11.51,-0.037252601,-0.00152763,-0.046324743
11.52,-0.03697966,-0.002236408,0.063690588
11.53,-0.036396053,-0.002839035,-0.049116731
11.54,-0.035684337,-0.002409599,0.061248385
11.55,-0.034888903,-0.000696685,-0.050009401
11.56,-0.033994991,0.002075291,0.06201362
11.57,-0.032750946,0.005038541,-0.048854413
11.58,-0.03114191,0.00756495,0.062165689
11.59,-0.029111737,0.009451765,-0.050179165
11.6,-0.026941502,0.011235687,0.060303464
11.61,-0.024671572,0.013468751,-0.050845589
11.62,-0.02235733,0.016251408,0.061605636
11.63,-0.019848151,0.019137812,-0.048281446
11.64,-0.017217822,0.021345946,0.063341277
11.65,-0.014618972,0.022588744,-0.048895625
11.66,-0.012531805,0.023016148,0.060248767
11.67,-0.01106965,0.023491807,-0.052351682
11.68,-0.010296655,0.024671824,0.059210099
11.69,-0.009764522,0.026623084,-0.048971607
11.7,-0.0091741,0.028778364,0.066312468
11.71,-0.008282401,0.030272612,-0.040432668
11.72,-0.0073763,0.03079684,0.073093116
11.73,-0.006739778,0.030477878,-0.037156607
11.74,-0.006590893,0.030055212,0.072454642
11.75,-0.006702737,0.03004835,-0.04007936
11.76,-0.006716809,0.030482601,0.068077476
11.77,-0.006308604,0.030910376,-0.045061071
11.78,-0.005591366,0.03072237,0.061779911
11.79,-0.005002221,0.029944218,-0.052320235
11.8,-0.005117159,0.028957811,0.054187711
11.81,-0.005963169,0.028501401,-0.057759742
11.82,-0.007228685,0.028900226,0.052467746
11.83,-0.008139693,0.030040938,-0.054310325
11.84,-0.008383413,0.03123835,0.059454327
11.85,-0.007857947,0.031895531,-0.046111839
