time,accel_x,accel_y,accel_z
0.5,-0.003891076,0.005895328,0.013985926
0.51,-0.003768434,0.006219533,-0.022148104
0.52,-0.00361329,0.006482956,0.017109795
0.53,-0.003415961,0.006538517,-0.020284699
0.54,-0.003168791,0.006288307,0.019787848
0.55,-0.002826009,0.005590669,-0.020096641
0.56,-0.002316682,0.004506416,0.02008561
0.57,-0.001629886,0.00322115,-0.022519759
0.58,-0.000811585,0.00203898,0.017887982
0.59,-1.05E-06,0.001049322,-0.026956692
0.6,0.000656866,0.000345929,0.014833075
0.61,0.001104634,-0.000176018,-0.030169912
0.62,0.001424899,-0.000474011,0.015320664
0.63,0.001764857,-0.000527741,-0.028283736
0.64,0.002172487,-0.000254408,0.020643964
0.65,0.002561858,0.000216968,-0.02407432
0.66,0.002699406,0.000722269,0.02476991
0.67,0.002496574,0.000937144,-0.023588505
0.68,0.002059269,0.000728779,0.024854821
0.69,0.00179765,0.000107152,-0.025232206
0.7,0.002140294,-0.000725628,0.025602401
0.71,0.003143372,-0.00168443,-0.02445749
0.72,0.004494108,-0.002676438,0.028350892
0.73,0.005594519,-0.003897559,-0.023530855
0.74,0.006080094,-0.005319751,0.029509758
0.75,0.005891175,-0.007007157,-0.024593297
0.76,0.005543505,-0.008633247,0.029479532
0.77,0.005491122,-0.010040148,-0.025950008
0.78,0.005809993,-0.010997018,0.028867066
0.79,0.006168911,-0.011620477,-0.029322925
0.8,0.005984636,-0.011888118,0.024968124
0.81,0.005153244,-0.011961066,-0.035461461
0.82,0.003932314,-0.011595595,0.021269941
0.83,0.003039177,-0.010733459,-0.037419642
0.84,0.002907804,-0.00915119,0.024206957
0.85,0.003422386,-0.007047974,-0.03328564
0.86,0.003927532,-0.004668585,0.029740531
0.87,0.003649973,-0.002523441,-0.031272296
0.88,0.002523811,-0.000729287,0.029819852
0.89,0.00097143,0.000588314,-0.034934722
0.9,-0.000153417,0.001787945,0.026398648
0.91,-0.00034161,0.003018039,-0.039041335
0.92,0.000336917,0.004519359,0.024896186
0.93,0.001213896,0.006106451,-0.040339665
0.94,0.001583146,0.007723193,0.026075353
0.95,0.001347247,0.009165989,-0.03912294
0.96,0.000827216,0.010538189,0.029847007
0.97,0.000674584,0.011793989,-0.035323942
0.98,0.001124889,0.012991682,0.035241579
0.99,0.002008634,0.013729813,-0.032378123
1,0.002701241,0.013804264,0.036460605
1.01,0.002741963,0.01269502,-0.036286813
1.02,0.002233215,0.010533324,0.030037262
1.03,0.00170402,0.00744866,-0.045798795
1.04,0.001825379,0.003988206,0.022153525
1.05,0.002750189,0.000462339,-0.05225729
1.06,0.00415018,-0.002794637,0.020807702
1.07,0.005192738,-0.005913996,-0.050647359
1.08,0.005148719,-0.008829067,0.026732607
1.09,0.003875224,-0.01158568,-0.043678819
1.1,0.001783794,-0.013885331,0.035814971
1.11,-0.0004196,-0.015452944,-0.03568125
1.12,-0.002267682,-0.016105187,0.044071399
1.13,-0.003655644,-0.015855324,-0.030313029
1.14,-0.005002167,-0.014916542,0.047864064
1.15,-0.006637662,-0.013632506,-0.030750061
1.16,-0.008625046,-0.01208107,0.045321469
1.17,-0.010577091,-0.010428592,-0.036670486
1.18,-0.011918198,-0.008555654,0.039654784
1.19,-0.012492119,-0.006698412,-0.042579064
1.2,-0.012493708,-0.004999986,0.036882734
1.21,-0.012533365,-0.003875162,-0.043880088
1.22,-0.013053403,-0.003382419,0.038531071
1.23,-0.014004402,-0.003649509,-0.042400673
1.24,-0.014787799,-0.004274358,0.040829613
1.25,-0.014500053,-0.005112278,-0.041862999
1.26,-0.012857803,-0.005833824,0.041697496
1.27,-0.009995147,-0.006463674,-0.042124866
1.28,-0.006712292,-0.006875923,0.042716012
1.29,-0.003689417,-0.007157148,-0.041643543
1.3,-0.001327537,-0.007093297,0.044343609
1.31,0.000710174,-0.006772818,-0.041165046
1.32,0.002782116,-0.006069591,0.045235304
1.33,0.00502394,-0.005205548,-0.041903716
1.34,0.007033268,-0.004188369,0.04465537
1.35,0.008022627,-0.003212134,-0.044404763
1.36,0.007594887,-0.002232557,0.041777409
1.37,0.005585892,-0.001472433,-0.049774285
1.38,0.002782606,-0.000991737,0.035843125
1.39,-0.000118017,-0.00113314,-0.057211186
1.4,-0.002680687,-0.001936892,0.030028828
1.41,-0.004977344,-0.003420714,-0.061684855
1.42,-0.007385995,-0.005313014,0.029760354
1.43,-0.009999575,-0.007414039,-0.059464578
1.44,-0.012499767,-0.009517953,0.034975283
1.45,-0.014159136,-0.011758625,-0.054654653
1.46,-0.014453174,-0.014106798,0.039273917
1.47,-0.013291267,-0.016562302,-0.053426193
1.48,-0.011367451,-0.018724716,0.039331817
1.49,-0.009411525,-0.02014263,-0.054908007
1.5,-0.00787298,-0.020563029,0.039270948
1.51,-0.006591394,-0.02005959,-0.054185316
1.52,-0.004985052,-0.018959054,0.042309585
1.53,-0.002607682,-0.017751978,-0.051195875
1.54,0.0005676,-0.016538501,0.045631811
1.55,0.003974468,-0.015328404,-0.049881146
1.56,0.006895074,-0.013875461,0.045932028
1.57,0.008972974,-0.012397943,-0.052250872
1.58,0.010118945,-0.011215704,0.042282268
1.59,0.010503975,-0.011010772,-0.058664774
1.6,0.010205978,-0.011832407,0.034966843
1.61,0.008905883,-0.013562626,-0.066953579
1.62,0.00648061,-0.015194302,0.029016951
1.63,0.002861567,-0.015933562,-0.069754792
1.64,-0.001379763,-0.015251881,0.031861053
1.65,-0.005432878,-0.013364988,-0.063255173
1.66,-0.008443287,-0.010633892,0.041054233
1.67,-0.010181896,-0.00765662,-0.055538225
1.68,-0.010644332,-0.004463216,0.046035425
1.69,-0.010404016,-0.001065412,-0.055293307
1.7,-0.009842269,0.00263482,0.043700042
1.71,-0.009130651,0.006140841,-0.059884012
1.72,-0.008275745,0.008889528,0.039413116
1.73,-0.007111591,0.009908147,-0.064523453
1.74,-0.005667012,0.009325003,0.035380516
1.75,-0.003912609,0.007320443,-0.069336946
1.76,-0.001949506,0.004910362,0.031072208
1.77,0.000243321,0.002622314,-0.073622753
1.78,0.002664508,0.000650102,0.028438791
1.79,0.005295695,-0.001466462,-0.075585639
1.8,0.008002276,-0.004170508,0.027785088
1.81,0.010586625,-0.00744126,-0.076197995
1.82,0.012767051,-0.010692692,0.028540059
1.83,0.014388734,-0.013150866,-0.073895106
1.84,0.015408062,-0.014358799,0.034435907
1.85,0.015914134,-0.01444273,-0.064933547
1.86,0.016142532,-0.014114291,0.046212554
1.87,0.016298289,-0.014062427,-0.053776331
1.88,0.016432836,-0.014384505,0.05501521
1.89,0.016481778,-0.014855426,-0.049899343
1.9,0.016166157,-0.014970691,0.054413396
1.91,0.015362289,-0.014751254,-0.05472188
1.92,0.013866863,-0.014511133,0.047600963
1.93,0.01192664,-0.014775006,-0.063069577
1.94,0.009679233,-0.015604398,0.03936909
1.95,0.007384647,-0.016416342,-0.07116283
1.96,0.005106445,-0.016270483,0.033129599
1.97,0.00290242,-0.014281539,-0.074719787
1.98,0.000743663,-0.010556258,0.03401138
1.99,-0.001258817,-0.005547588,-0.069705274
2,-0.003070202,-0.000214426,0.042817471
2.01,-0.004631297,0.004861858,-0.059862374
2.02,-0.006077821,0.009608276,0.052069091
2.03,-0.007513269,0.014145918,-0.053305133
2.04,-0.008994053,0.018478445,0.05570502
2.05,-0.010261575,0.022227624,-0.053106692
2.06,-0.010882378,0.024758993,0.053025184
2.07,-0.010428335,0.025668993,-0.059487765
2.08,-0.00881982,0.025025108,0.043280955
2.09,-0.006261076,0.023115197,-0.072424407
2.1,-0.003417714,0.020499745,0.02954717
2.11,-0.000841105,0.017167929,-0.083940829
2.12,0.001169351,0.013050557,0.023662926
2.13,0.002615951,0.007829608,-0.083005504
2.14,0.003605846,0.001612892,0.031090302
2.15,0.004226909,-0.005145697,-0.07221338
2.16,0.004247098,-0.011699797,0.042153252
2.17,0.003663693,-0.017541534,-0.063322311
2.18,0.002501387,-0.022239053,0.048672252
2.19,0.001325089,-0.025838512,-0.058539763
2.2,0.00065955,-0.028283168,0.052939713
2.21,0.000925111,-0.029449232,-0.055038917
2.22,0.001820085,-0.029393998,0.054937878
2.23,0.002770653,-0.028096629,-0.055694176
2.24,0.003112693,-0.026153159,0.051966146
2.25,0.00265111,-0.024074073,-0.059371999
2.26,0.001814916,-0.022281371,0.04946951
2.27,0.001299655,-0.020846698,-0.060045551
2.28,0.001634797,-0.019614959,0.049270353
2.29,0.002630994,-0.018456044,-0.062166527
2.3,0.003700316,-0.017490835,0.043376421
2.31,0.004254378,-0.01697177,-0.071042532
2.32,0.00413663,-0.017007637,0.034912045
2.33,0.003882699,-0.017309594,-0.074759237
2.34,0.004101512,-0.017338333,0.038181214
2.35,0.005320176,-0.016529949,-0.065125807
2.36,0.007096544,-0.015063159,0.050455051
2.37,0.008851045,-0.013458758,-0.054677156
2.38,0.010027183,-0.012476421,0.056358458
2.39,0.010764325,-0.012414184,-0.052970403
2.4,0.011739458,-0.013068264,0.055475475
2.41,0.01358519,-0.013843106,-0.054434051
2.42,0.016477499,-0.014444288,0.053384958
2.43,0.01954618,-0.015193986,-0.05797471
2.44,0.021611932,-0.01678257,0.047016892
2.45,0.021746423,-0.019726839,-0.066296424
2.46,0.02003302,-0.023738397,0.038798895
2.47,0.017147257,-0.027888404,-0.070501267
2.48,0.014189244,-0.031131966,0.040367755
2.49,0.011704089,-0.032770703,-0.06294769
2.5,0.009377621,-0.033147965,0.051176982
2.51,0.006616001,-0.032838748,-0.051810433
2.52,0.002905521,-0.03225536,0.059820935
2.53,-0.001373097,-0.031192075,-0.045487714
2.54,-0.005378028,-0.028788602,0.064716227
2.55,-0.008285388,-0.024653101,-0.039868123
2.56,-0.009823857,-0.018809643,0.07095324
2.57,-0.010550663,-0.012215755,-0.03398281
2.58,-0.011298109,-0.00598588,0.073199159
2.59,-0.012568357,-0.00103354,-0.03727359
2.6,-0.014040715,0.002679071,0.063611848
2.61,-0.01480958,0.005394253,-0.049625738
2.62,-0.014152936,0.007535759,0.052106993
2.63,-0.011871422,0.009122725,-0.055590372
2.64,-0.00859731,0.009759977,0.052206667
2.65,-0.005261698,0.00930333,-0.050842529
2.66,-0.002699387,0.007574446,0.056467569
2.67,-0.000875315,0.005254178,-0.049539283
2.68,0.000464415,0.002887888,0.053616671
2.69,0.001765354,0.001078933,-0.053123418
2.7,0.003027815,-2.49E-05,0.051897262
2.71,0.003838016,-0.000412059,-0.050825028
2.72,0.003745683,-0.000470227,0.055038315
2.73,0.002351873,-0.000478404,-0.050816964
2.74,-3.81E-05,-0.000802218,0.047710039
2.75,-0.002910355,-0.001586751,-0.063539294
2.76,-0.005576681,-0.002846958,0.033809295
2.77,-0.00758417,-0.004259641,-0.071446206
2.78,-0.008621922,-0.005501194,0.034279224
2.79,-0.008869613,-0.006397116,-0.063819432
2.8,-0.008454077,-0.007183634,0.041497905
2.81,-0.007571923,-0.008336121,-0.060936476
2.82,-0.006288854,-0.010274572,0.038568912
2.83,-0.004417279,-0.012876866,-0.063499431
2.84,-0.001866548,-0.015498791,0.041357803
2.85,0.001582593,-0.017158026,-0.051413788
2.86,0.005559584,-0.017675691,0.057813874
2.87,0.009559844,-0.017359041,-0.037878448
2.88,0.012807273,-0.017291917,0.060308893
2.89,0.014975703,-0.018011124,-0.046029655
2.9,0.016060272,-0.019351347,0.046049206
2.91,0.016853607,-0.020010208,-0.057184698
2.92,0.018038132,-0.018593278,0.041911379
2.93,0.019821294,-0.014781429,-0.054345489
2.94,0.021697714,-0.009477287,0.044358228
2.95,0.022664229,-0.004378727,-0.056130189
2.96,0.022202095,-0.00067626,0.036826487
2.97,0.02028089,0.00147438,-0.062231645
2.98,0.018015743,0.003359796,0.037359389
2.99,0.016387385,0.006207142,-0.050748047
3,0.015670706,0.01003166,0.054754129
3.01,0.01521173,0.013703862,-0.034048408
3.02,0.013706599,0.015111883,0.061697843
3.03,0.010656975,0.013741154,-0.037154245
3.04,0.006257621,0.009893838,0.051423403
3.05,0.001959353,0.005873482,-0.046601935
3.06,-0.001085383,0.003320986,0.045893904
3.07,-0.002542322,0.002815305,-0.047047456
3.08,-0.003349487,0.003063247,0.045056194
3.09,-0.004814345,0.002324608,-0.05063691
3.1,-0.007354534,-0.000107018,0.036880223
3.11,-0.010302313,-0.003563684,-0.057798956
3.12,-0.011999796,-0.006293668,0.03383157
3.13,-0.011292944,-0.007059323,-0.052709729
3.14,-0.007997162,-0.006048879,0.043317176
3.15,-0.003604402,-0.004901498,-0.042239989
3.16,0.000214224,-0.005665699,0.047413826
3.17,0.002616122,-0.008679078,-0.044762453
3.18,0.003807105,-0.013200353,0.038870382
3.19,0.004855123,-0.017179609,-0.052654291
3.2,0.00635392,-0.019516732,0.034497748
3.21,0.007946644,-0.019880119,-0.049398795
3.22,0.008465766,-0.019717426,0.042154109
3.23,0.006723361,-0.020083319,-0.039503461
3.24,0.002857807,-0.021285035,0.048601612
3.25,-0.002034851,-0.02243836,-0.036781647
3.26,-0.006295457,-0.02230105,0.045887854
3.27,-0.009117479,-0.02040201,-0.040975192
3.28,-0.010484186,-0.017116514,0.040593138
3.29,-0.011531945,-0.013732682,-0.044352825
3.3,-0.013054804,-0.011323684,0.036782264
3.31,-0.015055847,-0.010004922,-0.04740858
3.32,-0.016829825,-0.009294737,0.0324775
3.33,-0.017358532,-0.00834207,-0.049044101
3.34,-0.016571544,-0.007015128,0.034015243
3.35,-0.014812907,-0.005552495,-0.040508411
3.36,-0.012988895,-0.004728937,0.046329587
3.37,-0.011484412,-0.004860995,-0.026707748
3.38,-0.010059893,-0.005992612,0.053953294
3.39,-0.008164898,-0.007511118,-0.026449648
3.4,-0.005343078,-0.009006925,0.045356125
3.41,-0.002025025,-0.010120104,-0.037027116
3.42,0.001078013,-0.010877629,0.037171078
3.43,0.003284611,-0.011248577,-0.036879593
3.44,0.004506352,-0.011366739,0.042719408
3.45,0.005095121,-0.011139031,-0.028278264
3.46,0.005563776,-0.010812522,0.046945005
3.47,0.006029492,-0.010509948,-0.029326757
3.48,0.006203714,-0.010534363,0.039037506
3.49,0.005781778,-0.010841801,-0.038331284
3.5,0.004819386,-0.011375498,0.029826324
3.51,0.003828383,-0.011831219,-0.044044393
3.52,0.003488712,-0.012202416,0.024735341
3.53,0.003920027,-0.012507465,-0.047071325
3.54,0.004870877,-0.01300729,0.021656561
3.55,0.00573651,-0.013606911,-0.046051038
3.56,0.006254056,-0.014183589,0.026146713
3.57,0.006727135,-0.014211709,-0.035533387
3.58,0.007747423,-0.013601093,0.037809525
3.59,0.009910353,-0.012176343,-0.024796568
3.6,0.012906565,-0.010433748,0.041488701
3.61,0.01610035,-0.008586069,-0.026925463
3.62,0.018668415,-0.006884301,0.032897343
3.63,0.020419057,-0.00508896,-0.035391541
3.64,0.021686478,-0.002960123,0.026454252
3.65,0.023197572,-0.000287969,-0.035107162
3.66,0.025383621,0.002754468,0.030209997
3.67,0.027965506,0.005814825,-0.028289111
3.68,0.030318126,0.008361509,0.03366202
3.69,0.031806104,0.01018933,-0.028120846
3.7,0.032486091,0.011371819,0.028350405
3.71,0.032804645,0.012361688,-0.032951575
3.72,0.033416314,0.013572972,0.025631878
3.73,0.034525299,0.015416137,-0.027849498
3.74,0.035626908,0.017706644,0.035773623
3.75,0.035957614,0.020125154,-0.013579332
3.76,0.034661492,0.021896844,0.046460494
3.77,0.031869561,0.022750176,-0.007243763
3.78,0.027920576,0.022352224,0.045235628
3.79,0.023699753,0.021244282,-0.011437507
3.8,0.019700109,0.01981058,0.038008001
3.81,0.015990915,0.018564519,-0.018193817
3.82,0.012252711,0.017417011,0.028426401
3.83,0.008067303,0.016169311,-0.028173394
3.84,0.003451096,0.014533109,0.017599262
3.85,-0.001281562,0.012755099,-0.031738964
3.86,-0.005498952,0.011403476,0.023802756
3.87,-0.00875935,0.011175844,-0.011921729
3.88,-0.010873081,0.012239088,0.049253792
3.89,-0.012331827,0.013932075,0.012328332
3.9,-0.013734904,0.015038563,0.059303047
3.91,-0.015610568,0.014881684,0.007435216
3.92,-0.018032534,0.013430253,0.04157487
3.93,-0.020510355,0.011960835,-0.010617975
3.94,-0.022421081,0.011639988,0.029526778
3.95,-0.023195615,0.013531995,-0.009831513
3.96,-0.023160307,0.016735705,0.037428135
3.97,-0.022907955,0.020104485,0.001366522
3.98,-0.023136116,0.022251455,0.044565714
3.99,-0.023918766,0.023023935,0.006559893
4,-0.024507795,0.02312081,0.046931752
4.01,-0.023955288,0.023712116,0.010367857
4.02,-0.021353804,0.025281948,0.047390751
4.03,-0.017347338,0.027156878,0.006783333
4.04,-0.013061805,0.028122097,0.034834187
4.05,-0.009952605,0.027504366,-0.008924318
4.06,-0.008417821,0.025693406,0.020430431
4.07,-0.007890089,0.024139321,-0.01046851
4.08,-0.006974177,0.023904586,0.03189756
4.09,-0.004689319,0.025390946,0.012293943
4.1,-0.001433618,0.027204571,0.05332974
4.11,0.001593217,0.027897374,0.025216427
4.12,0.002993276,0.026353027,0.050192993
4.13,0.002720828,0.023320708,0.012244696
4.14,0.001717449,0.020260752,0.033029198
4.15,0.001594767,0.018742794,0.001867527
4.16,0.003156747,0.019254942,0.030457672
4.17,0.005545586,0.020911167,0.009010189
4.18,0.007128749,0.022321358,0.040079134
4.19,0.006217493,0.022556921,0.020605263
4.2,0.003192297,0.021918205,0.049249482
4.21,-0.000564926,0.021427834,0.030466187
4.22,-0.002994211,0.021881701,0.056032652
4.23,-0.00323198,0.023363597,0.034641071
4.24,-0.002125138,0.024872583,0.050759013
4.25,-0.001445717,0.025540434,0.021371322
4.26,-0.002795197,0.024799649,0.028731356
4.27,-0.005628103,0.023600286,-8.88E-05
4.28,-0.008419817,0.023058252,0.012764919
4.29,-0.009336069,0.024076557,-0.00283832
4.3,-0.007943653,0.026420919,0.019110335
4.31,-0.005350457,0.029067388,0.00991408
4.32,-0.003383777,0.030800133,0.028153395
4.33,-0.003278128,0.030926254,0.013760424
4.34,-0.004160567,0.03003436,0.024460997
4.35,-0.004379611,0.029138554,0.010758468
4.36,-0.002363933,0.029150529,0.024442996
4.37,0.001635054,0.030182887,0.019428496
4.38,0.005959758,0.031586623,0.037267773
4.39,0.008575693,0.032488514,0.035549219
4.4,0.008358978,0.032265981,0.049259335
4.41,0.006429403,0.031272089,0.044547508
4.42,0.004616056,0.030121664,0.05201993
4.43,0.004527266,0.02952488,0.044041625
4.44,0.005884617,0.029429583,0.044183172
4.45,0.007191161,0.029377309,0.029895676
4.46,0.006839466,0.028706249,0.020083761
4.47,0.004310154,0.027256491,0.002251262
4.48,0.000938512,0.025590624,-0.007752101
4.49,-0.001534432,0.024618577,-0.014973356
4.5,-0.001754601,0.025177508,-0.011582804
4.51,-0.000504513,0.027036561,-0.001769574
4.52,0.000712477,0.029464183,0.011160708
4.53,0.000469077,0.031356543,0.027990303
4.54,-0.001263776,0.032094004,0.039508703
4.55,-0.003033092,0.03185246,0.055598523
4.56,-0.003312932,0.031335856,0.062303678
4.57,-0.001166455,0.031238263,0.075180135
4.58,0.002021914,0.031475722,0.072983844
4.59,0.004418255,0.031508948,0.07733615
4.6,0.004573707,0.030598207,0.062127833
4.61,0.002636942,0.028632801,0.058830111
4.62,9.00E-05,0.026124379,0.037168922
4.63,-0.001451084,0.024017939,0.035307848
4.64,-0.001178332,0.023009258,0.015374461
4.65,-0.000181474,0.022829855,0.019826283
4.66,0.000108019,0.02275346,0.003625641
4.67,-0.001332895,0.021988394,0.016385217
4.68,-0.003937721,0.020476595,0.0065143
4.69,-0.006166785,0.018848327,0.029110886
4.7,-0.006748088,0.017936844,0.023399147
4.71,-0.005395716,0.018215764,0.04815684
4.72,-0.003502707,0.01918612,0.036888702
4.73,-0.002623214,0.020103486,0.057267903
4.74,-0.003647967,0.020449218,0.039832834
4.75,-0.005706909,0.020618352,0.060161823
4.76,-0.007108669,0.021621305,0.041145003
4.77,-0.006711465,0.024098995,0.061673651
4.78,-0.004559366,0.028028728,0.036583134
4.79,-0.00231307,0.032378594,0.0524647
4.8,-0.001525459,0.036150351,0.021487239
4.81,-0.003087224,0.038881801,0.039671659
4.82,-0.005737351,0.041284346,0.012294143
4.83,-0.007817588,0.044266466,0.038446939
4.84,-0.008184309,0.048091194,0.01342146
4.85,-0.007157054,0.052080858,0.041282165
4.86,-0.006281673,0.054860665,0.013954926
4.87,-0.006814436,0.055831321,0.045267586
4.88,-0.009104359,0.055086642,0.022888708
4.89,-0.011651479,0.054064056,0.063542771
4.9,-0.012857311,0.053770539,0.042912023
4.91,-0.012106334,0.054163862,0.080506595
4.92,-0.010282693,0.054274067,0.046979486
4.93,-0.009272828,0.052814306,0.073654269
4.94,-0.010102203,0.04991628,0.031757603
4.95,-0.012770127,0.046625617,0.062302825
4.96,-0.015527909,0.044612303,0.026643356
4.97,-0.016922373,0.044577595,0.065727294
4.98,-0.01650243,0.045714568,0.029688234
4.99,-0.015403271,0.04633878,0.065309335
5,-0.015306797,0.044877903,0.020278177
5.01,-0.01682949,0.041791583,0.052717105
5.02,-0.019442009,0.038412231,0.007001432
5.03,-0.021458897,0.036377697,0.045172927
5.04,-0.021719089,0.03606531,0.001946958
5.05,-0.020154644,0.036442295,0.042892097
5.06,-0.018120237,0.036020168,-0.002844918
5.07,-0.017137144,0.033847643,0.038993354
5.08,-0.017553966,0.030875852,-0.006438028
5.09,-0.018720918,0.028526095,0.040848149
5.1,-0.019157157,0.027996697,-0.002927243
5.11,-0.01815076,0.028882174,0.04521436
5.12,-0.015774108,0.029818248,-0.005917226
5.13,-0.013306733,0.029461795,0.035293594
5.14,-0.011771475,0.027483483,-0.023888832
5.15,-0.011306243,0.025097994,0.017814723
5.16,-0.011199305,0.023767839,-0.036472998
5.17,-0.010409652,0.024362954,0.018904772
5.18,-0.008603232,0.02622443,-0.023688147
5.19,-0.006163962,0.027970018,0.042138191
5.2,-0.004151388,0.028467971,-0.000661236
5.21,-0.003407399,0.027337303,0.058802824
5.22,-0.003994293,0.025353067,0.000957329
5.23,-0.005337594,0.023385033,0.048333788
5.24,-0.006638479,0.022148444,-0.018921669
5.25,-0.007542953,0.021529322,0.030297549
5.26,-0.008150501,0.021406059,-0.030084524
5.27,-0.00904396,0.021541841,0.031935094
5.28,-0.010629845,0.022043097,-0.020482289
5.29,-0.01299221,0.022932978,0.048388378
5.3,-0.015631845,0.024089055,-0.003536739
5.31,-0.017769535,0.025081157,0.067337003
5.32,-0.018747456,0.025584707,0.01401801
5.33,-0.018020984,0.025189203,0.083851887
5.34,-0.015543928,0.023711317,0.021464609
5.35,-0.011624548,0.020865566,0.079937629
5.36,-0.006559917,0.016293668,0.002274442
5.37,-0.000851526,0.010226401,0.054668551
5.38,0.005419604,0.003222176,-0.018738255
5.39,0.012128367,-0.003558343,0.051949954
5.4,0.019250794,-0.00917149,-0.002484264
5.41,0.026457422,-0.013629125,0.082820424
5.42,0.033299006,-0.017868788,0.026335774
5.43,0.039084966,-0.023510659,0.098769227
5.44,0.043813472,-0.030930763,0.022743027
5.45,0.04773505,-0.039673774,0.084548326
5.46,0.05182097,-0.047803742,0.00479795
5.47,0.056888484,-0.05396239,0.072789429
5.48,0.063510116,-0.057680246,-0.003604199
5.49,0.071201704,-0.060401473,0.065402185
5.5,0.079200459,-0.063661369,-0.017272403
5.51,0.086572784,-0.068065894,0.049004118
5.52,0.092964158,-0.072712284,-0.033037741
5.53,0.098715736,-0.075870222,0.041905009
5.54,0.104513832,-0.076713819,-0.033920704
5.55,0.110830777,-0.075951114,0.043411022
5.56,0.117338207,-0.075789683,-0.040205645
5.57,0.123056263,-0.078316071,0.028387117
5.58,0.127008588,-0.083300769,-0.06221256
5.59,0.128798391,-0.089005097,0.011513437
5.6,0.128981893,-0.092560475,-0.068216246
5.61,0.128803396,-0.093083325,0.020010443
5.62,0.129335078,-0.091026285,-0.053933168
5.63,0.130447839,-0.089180112,0.034152963
5.64,0.131156223,-0.089410777,-0.047981106
5.65,0.129975537,-0.091845123,0.035301086
5.66,0.126379757,-0.094734504,-0.048853134
5.67,0.120781607,-0.09585742,0.0395494
5.68,0.114894796,-0.094626145,-0.041520299
5.69,0.110081974,-0.091843555,0.04820698
5.7,0.106390925,-0.089372085,-0.038557132
5.71,0.10275311,-0.088180963,0.045687187
5.72,0.097631625,-0.087438613,-0.047419459
5.73,0.090765233,-0.085596475,0.036114611
5.74,0.083233485,-0.080960574,-0.057690654
5.75,0.077141206,-0.074544837,0.02745514
5.76,0.074051448,-0.068235116,-0.06800207
5.77,0.073353061,-0.064661721,0.018247739
5.78,0.073053816,-0.064798132,-0.075681215
5.79,0.070615694,-0.068395674,0.018178046
5.8,0.065615947,-0.073410602,-0.068765121
5.81,0.059203686,-0.078526207,0.032190758
5.82,0.054149912,-0.083203376,-0.054508449
5.83,0.052301415,-0.087903618,0.043960448
5.84,0.053545926,-0.093023597,-0.048996047
5.85,0.055964843,-0.098429651,0.047344529
5.86,0.057455137,-0.103163518,-0.046038513
5.87,0.057602585,-0.106668961,0.054203472
5.88,0.057390246,-0.108642164,-0.038246758
5.89,0.058376612,-0.10991351,0.061871604
5.9,0.060762161,-0.111141878,-0.035880899
5.91,0.062724294,-0.112654326,0.059926026
5.92,0.061931096,-0.113793004,-0.042762501
5.93,0.056162058,-0.113235855,0.052264769
5.94,0.046844543,-0.109919973,-0.052326477
5.95,0.036320684,-0.102935718,0.042146067
5.96,0.027539301,-0.091989772,-0.065704062
